,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker
0,HOSE,VinGroup,336,8633,Bất động sản,Real Estate,2002,65325,32650,0.12,http://www.vingroup.net,3.3,0.14,0.096,-0.016,3813.9,3813.9,CT,VIC
