ticker,year,quarter,investCost,fromInvest,fromFinancial,fromSale,freeCashFlow
MNB,2022,1,-5,-3,174,-211,293.0
MML,2022,1,-251,-192,-136,825,663.0
MKV,2022,1,0,0,0,-1,11.0
MKP,2022,1,-1,31,25,-58,147.0
MIM,2022,1,0,0,3,-2,7.0
MIG,2022,1,-2,25,0,26,253.0
MIE,2022,1,0,-14,-9,36,3.0
MHL,2022,1,-6,-6,-14,19,
MHC,2022,1,-2,-54,-105,28,3.0
MH3,2022,1,0,-15,0,18,44.0
MGR,2022,1,0,0,0,-6,
MEL,2022,1,0,-13,-4,12,58.0
MED,2022,1,-21,0,3,146,-174.0
MDG,2022,1,-2,-2,9,0,13.0
MDF,2022,1,-2,-2,61,-88,68.0
MDC,2022,1,-32,-32,31,2,128.0
MCP,2022,1,0,-19,8,15,13.0
MCO,2022,1,0,0,4,-6,7.0
MCM,2022,1,-34,36,0,49,359.0
MCH,2022,1,-300,-3864,-487,-234,7016.0
MCG,2022,1,0,1,1,-14,-18.0
MCF,2022,1,0,0,57,-60,77.0
MCC,2022,1,0,0,0,-1,4.0
MBS,2022,1,-8,-8,1368,-1259,828.0
MBG,2022,1,0,0,-19,35,105.0
MBB,2022,1,-192,-141,0,-8856,0.0
MAS,2022,1,0,0,5,-7,-2.0
MAC,2022,1,0,-7,-1,0,-8.0
M10,2022,1,-87,-110,204,-89,-8.0
LWS,2022,1,-8,-8,-1,14,13.0
LUT,2022,1,0,0,0,1,
LTG,2022,1,-86,27,511,-1147,1674.0
LSS,2022,1,-15,-37,44,-31,305.0
LSG,2022,1,0,87,20,-110,
LPB,2022,1,-85,-84,0,-4670,0.0
LO5,2022,1,0,0,0,3,-28.0
LMH,2022,1,0,0,0,0,
LM8,2022,1,-1,5,-15,-3,28.0
LM7,2022,1,0,0,0,0,-19.0
LLM,2022,1,0,12,-155,350,-374.0
LIX,2022,1,-5,-4,0,-39,266.0
LIG,2022,1,-10,-287,753,-460,47.0
LIC,2022,1,-5,60,-171,116,-49.0
LHG,2022,1,0,-49,-12,56,315.0
LHC,2022,1,-41,-39,0,-80,158.0
LGL,2022,1,-1,103,-6,-80,-34.0
LGC,2022,1,-53,-453,355,132,259.0
LEC,2022,1,0,1,12,-21,26.0
LDW,2022,1,0,0,0,26,36.0
LDP,2022,1,-1,39,-23,-29,82.0
LDG,2022,1,0,0,272,-284,445.0
LCW,2022,1,0,3,0,-1,9.0
LCM,2022,1,0,28,0,-27,27.0
LCG,2022,1,0,342,131,-395,178.0
LCD,2022,1,0,0,0,3,0.0
LBM,2022,1,-41,-41,0,20,78.0
LBE,2022,1,0,4,-7,2,2.0
LAW,2022,1,0,0,-27,21,8.0
LAS,2022,1,-15,60,-136,74,58.0
LAF,2022,1,-6,-5,227,-232,274.0
L62,2022,1,0,0,-18,25,-3.0
L61,2022,1,0,-4,0,-10,17.0
L43,2022,1,0,0,-1,5,-10.0
L40,2022,1,0,2,0,-36,35.0
L35,2022,1,0,0,0,1,-3.0
L18,2022,1,0,0,86,-110,32.0
L14,2022,1,0,167,-38,-19,268.0
L10,2022,1,0,0,-18,-30,53.0
KVC,2022,1,0,0,0,2,-12.0
KTT,2022,1,0,14,101,-121,3.0
KTS,2022,1,5,5,1,-15,13.0
KTL,2022,1,-1,0,7,-6,22.0
KTC,2022,1,-3,-3,153,-163,198.0
KSV,2022,1,-19,-16,82,138,1290.0
KST,2022,1,0,4,0,0,6.0
KSQ,2022,1,0,0,0,1,
KSF,2022,1,-58,-1087,-210,3862,
KSD,2022,1,0,0,0,7,22.0
KSB,2022,1,-130,-132,359,-58,114.0
KPF,2022,1,0,171,-365,191,-108.0
KOS,2022,1,-31,-30,121,-96,109.0
KMT,2022,1,-1,-7,88,-88,105.0
KMR,2022,1,-3,-3,-1,1,51.0
KLF,2022,1,0,0,-20,20,-46.0
KLB,2022,1,-27,-27,0,-2115,0.0
KKC,2022,1,0,2,-74,75,0.0
KHW,2022,1,-1,0,-5,8,32.0
KHS,2022,1,0,29,-66,44,38.0
KHP,2022,1,-66,39,-79,53,-68.0
KHG,2022,1,0,34,329,-793,1240.0
KHA,2022,1,-1,-47,0,111,27.0
KGM,2022,1,-1,0,542,-486,509.0
KDM,2022,1,0,0,0,0,
KDH,2022,1,-19,-16,303,-480,1817.0
KDC,2022,1,-22,-56,-570,267,458.0
KBC,2022,1,-120,-103,670,-30,1119.0
JVC,2022,1,-10,14,-7,0,-41.0
JOS,2022,1,0,0,0,-1,-12.0
IVS,2022,1,-1,2,-95,94,37.0
ITS,2022,1,0,47,20,-53,41.0
ITQ,2022,1,-2,-17,65,-49,13.0
ITD,2022,1,-4,-15,12,-4,29.0
ITC,2022,1,0,-41,-52,115,100.0
ITA,2022,1,-4,-5,-106,7,245.0
IST,2022,1,0,0,-5,6,45.0
ISH,2022,1,0,0,-29,32,104.0
IRC,2022,1,0,0,0,-11,16.0
IPA,2022,1,-6,-929,893,-37,1699.0
INN,2022,1,-23,-33,-61,81,89.0
IMP,2022,1,-14,0,-107,84,180.0
ILS,2022,1,-2,2,-11,3,-4.0
ILC,2022,1,0,1,-10,11,
ILB,2022,1,-94,-98,3,94,-45.0
ILA,2022,1,0,0,35,-38,
IJC,2022,1,-1,-18,44,-4,721.0
IFS,2022,1,0,2,0,26,105.0
IDV,2022,1,-19,330,-25,-320,546.0
IDP,2022,1,-11,0,258,-104,1244.0
IDJ,2022,1,-1,-452,717,-247,431.0
IDI,2022,1,-42,-44,5,-55,555.0
IDC,2022,1,-540,-521,-74,652,777.0
ICT,2022,1,-2,-2,-321,84,-43.0
ICG,2022,1,0,-78,7,57,-51.0
ICF,2022,1,0,0,0,0,
HVX,2022,1,-5,-5,-11,17,4.0
HVT,2022,1,-3,-2,-25,63,92.0
HVN,2022,1,-147,-26,-774,1540,-13296.0
HVH,2022,1,-1,-11,38,-32,52.0
HVA,2022,1,0,0,2,3,
HUT,2022,1,0,-64,-145,180,48.0
HUG,2022,1,-7,16,12,-15,125.0
HUB,2022,1,-8,-6,5,19,54.0
HU4,2022,1,0,0,20,-79,91.0
HU3,2022,1,0,0,4,12,-12.0
HU1,2022,1,0,-3,-34,12,6.0
HTW,2022,1,0,0,-6,4,8.0
HTV,2022,1,5,-4,0,2,57.0
HTP,2022,1,0,39,0,-26,-3.0
HTN,2022,1,-10,120,1061,-1426,1637.0
HTM,2022,1,0,9,42,-69,52.0
HTL,2022,1,0,0,-9,-15,51.0
HTI,2022,1,-3,-3,-39,54,32.0
HTG,2022,1,-43,-140,-1,113,230.0
HTE,2022,1,0,0,-4,-12,-10.0
HTC,2022,1,-5,-12,4,0,28.0
HT1,2022,1,-10,-9,149,25,568.0
HSV,2022,1,0,-5,51,-37,51.0
HSP,2022,1,0,0,0,1,10.0
HSM,2022,1,-14,-63,44,15,117.0
HSL,2022,1,0,29,125,-148,170.0
HSG,2022,1,-93,-80,1076,-1686,5798.0
HRT,2022,1,0,-27,-12,29,-48.0
HRC,2022,1,-3,5,-57,40,18.0
HQC,2022,1,0,-118,0,125,-104.0
HPX,2022,1,-1,-284,813,-417,615.0
HPW,2022,1,-45,-79,-6,110,99.0
HPM,2022,1,0,0,0,0,0.0
HPI,2022,1,0,13,0,-11,22.0
HPG,2022,1,-6027,-14692,2892,8387,32148.0
HOT,2022,1,0,0,2,-8,-17.0
HOM,2022,1,-3,-3,1,-120,178.0
HNR,2022,1,0,4,0,13,-35.0
HNM,2022,1,-1,0,-4,4,24.0
HNG,2022,1,-108,-108,92,10,-1157.0
HNF,2022,1,-3,-108,93,-19,110.0
HND,2022,1,-9,-5,0,-211,1817.0
HNA,2022,1,-15,-14,-100,49,330.0
HMR,2022,1,-1,-1,0,1,
HMH,2022,1,0,-1,-13,20,8.0
HMC,2022,1,-1,-1,-57,48,77.0
HLG,2022,1,0,65,0,-61,144.0
HLD,2022,1,0,30,-5,-17,9.0
HLC,2022,1,-47,-47,-199,244,203.0
HKT,2022,1,0,0,0,1,2.0
HKB,2022,1,0,0,-1,0,-57.0
HJS,2022,1,0,0,0,18,66.0
HJC,2022,1,-1,-1,9,-10,27.0
HII,2022,1,-3,-75,54,102,8.0
HIG,2022,1,53,5,16,18,-42.0
HID,2022,1,-5,-10,-24,18,-22.0
HHV,2022,1,-12,-11,-53,131,305.0
HHS,2022,1,0,4,69,-61,315.0
HHP,2022,1,-66,-76,50,24,-34.0
HHG,2022,1,2,2,-6,4,-73.0
HHC,2022,1,0,13,33,-52,137.0
HGW,2022,1,0,0,-37,38,5.0
HGT,2022,1,-1,0,1,-1,-30.0
HGM,2022,1,0,-14,0,6,97.0
HEV,2022,1,0,3,-1,-1,2.0
HEM,2022,1,-1,-27,-11,28,8.0
HDW,2022,1,-24,-24,0,27,27.0
HDG,2022,1,-37,-26,-17,102,1331.0
HDC,2022,1,-14,-51,271,-251,599.0
HDB,2022,1,-6,30,0,-8667,0.0
HDA,2022,1,-2,0,7,-22,59.0
HD6,2022,1,0,0,-35,50,57.0
HCT,2022,1,0,0,0,-3,5.0
HCM,2022,1,-10,-10,-674,-1794,2147.0
HCD,2022,1,-4,31,6,0,77.0
HCC,2022,1,0,0,0,2,2.0
HC3,2022,1,0,20,0,-57,121.0
HBS,2022,1,0,0,0,-55,22.0
HBH,2022,1,0,22,-18,-9,38.0
HBC,2022,1,-7,42,911,-1050,1267.0
HAX,2022,1,-37,-380,291,134,46.0
HAT,2022,1,-1,12,0,1,1.0
HAS,2022,1,0,5,-15,25,-22.0
HAR,2022,1,0,-5,0,2,36.0
HAP,2022,1,137,-311,561,-231,144.0
HAN,2022,1,0,0,-175,94,-66.0
HAI,2022,1,21,21,6,-26,
HAH,2022,1,-537,-626,272,276,139.0
HAG,2022,1,-213,-59,188,-82,677.0
HAF,2022,1,0,-33,73,6,-13.0
HAD,2022,1,0,4,0,-1,8.0
HAC,2022,1,0,0,155,-144,36.0
GVR,2022,1,-171,488,-299,-437,7143.0
GTS,2022,1,-2,-69,0,-26,59.0
GTA,2022,1,-4,-97,89,-1,12.0
GSP,2022,1,-4,28,-22,46,74.0
GSM,2022,1,-11,-11,-19,42,29.0
GMX,2022,1,-7,-2,-12,16,19.0
GMH,2022,1,0,0,4,2,30.0
GMD,2022,1,-167,-149,-81,208,746.0
GMC,2022,1,-1,-1,26,8,22.0
GMA,2022,1,0,0,3,-3,5.0
GLW,2022,1,0,3,0,-2,4.0
GLC,2022,1,0,0,1,0,
GKM,2022,1,-1,8,-6,-39,33.0
GIL,2022,1,-8,-121,-239,201,257.0
GIC,2022,1,0,0,0,7,29.0
GHC,2022,1,0,-65,2,39,163.0
GEX,2022,1,-886,-151,723,623,1441.0
GEG,2022,1,-119,-88,11,113,657.0
GEE,2022,1,-68,555,-384,-309,1379.0
GE2,2022,1,-18,-146,-654,448,
GDW,2022,1,0,0,-1,5,13.0
GDT,2022,1,-4,4,22,-24,104.0
GAS,2022,1,-441,-999,616,3193,11755.0
GAB,2022,1,0,0,-2,3,0.0
G36,2022,1,0,-4,195,-363,1.0
FTS,2022,1,0,0,300,-1656,3143.0
FTM,2022,1,0,0,-1,3,-221.0
FRT,2022,1,-20,14,-6,-194,898.0
FPT,2022,1,-485,-1443,2660,-1838,8004.0
FOX,2022,1,-187,-723,1279,-579,3346.0
FOC,2022,1,0,-64,0,28,257.0
FMC,2022,1,-86,-64,143,-61,334.0
FLC,2022,1,-324,-1130,1106,139,-1369.0
FIT,2022,1,-20,-254,156,25,424.0
FIR,2022,1,-1,-7,90,-90,213.0
FID,2022,1,0,0,0,-1,4.0
FIC,2022,1,0,1,-123,58,108.0
FHS,2022,1,-5,-45,0,46,
FDC,2022,1,0,193,0,-226,241.0
FCS,2022,1,0,0,0,1,-19.0
FCN,2022,1,-37,6,-77,15,91.0
FCM,2022,1,-1,-1,17,20,-4.0
EVS,2022,1,0,3,-212,367,107.0
EVG,2022,1,-301,-1265,1278,-31,-240.0
EVF,2022,1,-3,-16,0,2904,0.0
EVE,2022,1,-68,-33,40,4,21.0
EMS,2022,1,-4,-13,0,-18,65.0
EMC,2022,1,0,0,59,-64,76.0
ELC,2022,1,-2,2,-14,-67,130.0
EIN,2022,1,0,58,-31,-32,1.0
EID,2022,1,0,2,-34,-105,154.0
EIC,2022,1,-1,7,-28,-3,170.0
EIB,2022,1,-35,-31,0,691,0.0
ECI,2022,1,0,0,-3,-4,9.0
EBS,2022,1,0,0,-1,-2,13.0
E12,2022,1,0,0,13,-12,0.0
DZM,2022,1,0,0,1,-2,-9.0
DXV,2022,1,0,0,0,0,1.0
DXS,2022,1,-32,-2,256,-520,1188.0
DXP,2022,1,0,-17,13,3,58.0
DXG,2022,1,-34,-188,1,-631,1936.0
DWS,2022,1,0,0,-36,19,32.0
DWC,2022,1,-11,-15,-14,25,2.0
DVP,2022,1,-2,32,-60,34,278.0
DVN,2022,1,-1,124,-18,-25,248.0
DVM,2022,1,-6,-6,4,-10,0.0
DVG,2022,1,0,24,-32,6,
DTT,2022,1,-2,-2,3,0,1.0
DTP,2022,1,-15,-22,30,13,83.0
DTL,2022,1,0,0,183,-150,306.0
DTK,2022,1,-131,-93,-386,539,1485.0
DTI,2022,1,0,-2,0,-5,
DTE,2022,1,0,0,0,-8,85.0
DTD,2022,1,-9,65,-25,-60,147.0
DTC,2022,1,-1,-1,3,-5,19.0
DTA,2022,1,0,-14,1,7,12.0
DST,2022,1,0,2,0,0,121.0
DSP,2022,1,0,-19,0,19,-74.0
DSN,2022,1,0,-22,-18,11,30.0
DSG,2022,1,-2,-2,2,0,-16.0
DSD,2022,1,-3,-3,15,-13,
DSC,2022,1,0,0,-29,89,39.0
DS3,2022,1,0,0,1,-3,
DRL,2022,1,0,-26,0,19,59.0
DRI,2022,1,-6,-6,-67,55,75.0
DRH,2022,1,0,-185,404,-236,276.0
DRG,2022,1,3,20,-95,47,139.0
DRC,2022,1,0,-139,126,-17,293.0
DQC,2022,1,0,-8,11,-18,64.0
DPR,2022,1,-10,-10,63,-152,663.0
DPM,2022,1,-7,-1444,-416,2846,4647.0
DPG,2022,1,-107,-96,-58,-89,561.0
DPD,2022,1,0,0,0,-6,9.0
DPC,2022,1,-8,-8,7,2,-6.0
DP3,2022,1,-1,-26,5,15,97.0
DP2,2022,1,0,0,0,4,-20.0
DP1,2022,1,-1,-8,66,-55,114.0
DNW,2022,1,-40,-55,-12,115,465.0
DNP,2022,1,-149,-192,325,-225,257.0
DNN,2022,1,-90,-82,39,46,35.0
DNM,2022,1,0,0,-37,29,54.0
DNH,2022,1,-16,252,-615,-184,2268.0
DNC,2022,1,0,-11,-9,1,29.0
DNA,2022,1,-23,-22,-8,34,116.0
DMN,2022,1,0,-33,-2,68,
DMC,2022,1,-4,-28,0,35,161.0
DM7,2022,1,-1,-1,-10,53,51.0
DLR,2022,1,0,0,-1,2,-3.0
DLG,2022,1,-2,13,-39,-36,149.0
DL1,2022,1,-1,-86,0,-13,65.0
DIH,2022,1,0,0,25,-36,1.0
DIG,2022,1,-4,1630,442,-1496,971.0
DID,2022,1,-7,-7,-8,12,-4.0
DIC,2022,1,0,-5,-1,6,-18.0
DHT,2022,1,-7,99,-32,-40,121.0
DHP,2022,1,0,-8,-26,47,12.0
DHM,2022,1,0,62,-3,-88,159.0
DHG,2022,1,-6,-236,-9,241,876.0
DHC,2022,1,-2,-1,-62,72,424.0
DHB,2022,1,0,58,-1301,1370,1099.0
DHA,2022,1,0,-11,-1,-52,92.0
DGW,2022,1,0,6,865,-1828,2772.0
DGT,2022,1,-7,-6,1057,-1072,
DGC,2022,1,-24,-1352,-176,1464,3597.0
DFF,2022,1,-631,-631,875,-341,-243.0
DDV,2022,1,-2,-161,-44,381,147.0
DDN,2022,1,-5,15,-4,16,-2.0
DDM,2022,1,0,0,-26,-1,127.0
DDG,2022,1,-110,-110,126,-23,0.0
DCT,2022,1,0,0,0,10,-10.0
DCS,2022,1,0,-18,1,13,-7.0
DCM,2022,1,-11,-1183,-172,1973,3670.0
DCL,2022,1,-13,-105,310,-184,280.0
DCF,2022,1,1,1,2,-3,
DC4,2022,1,0,10,-98,11,25.0
DC2,2022,1,0,0,41,-44,4.0
DBW,2022,1,0,0,-9,11,2.0
DBT,2022,1,-2,-9,2,-3,37.0
DBD,2022,1,-33,-32,2,29,164.0
DBC,2022,1,-350,-323,465,-113,432.0
DAT,2022,1,-7,9,37,-25,84.0
DAN,2022,1,-3,71,-6,-56,
DAH,2022,1,-17,-50,-14,92,21.0
DAG,2022,1,-4,-12,68,-42,80.0
DAD,2022,1,0,1,-7,-12,14.0
D2D,2022,1,-39,208,0,-91,263.0
D11,2022,1,0,3,0,-5,55.0
CX8,2022,1,0,0,0,-4,0.0
CVT,2022,1,-41,-36,184,-134,53.0
CVN,2022,1,0,-5,6,0,22.0
CTX,2022,1,-5,-5,-27,32,-25.0
CTW,2022,1,-11,-21,1,16,58.0
CTT,2022,1,-6,-6,20,-13,31.0
CTS,2022,1,0,1,278,-350,434.0
CTR,2022,1,-46,-43,-5,-71,594.0
CTP,2022,1,0,0,0,37,-35.0
CTI,2022,1,-23,-23,-26,-14,92.0
CTG,2022,1,-77,-14,-3845,16376,0.0
CTF,2022,1,-4,-1,-15,1,52.0
CTD,2022,1,-76,-663,632,-325,269.0
CTC,2022,1,0,0,0,1,14.0
CTB,2022,1,-1,1,117,-75,102.0
CT6,2022,1,0,-1,-3,1,10.0
CSV,2022,1,-3,-14,-21,97,320.0
CST,2022,1,-78,-75,-718,795,-1540.0
CSM,2022,1,-2,-1,264,-101,250.0
CSI,2022,1,0,0,0,6,10.0
CSC,2022,1,-3,3,12,43,96.0
CRE,2022,1,-2,241,256,-545,1195.0
CRC,2022,1,0,27,22,-67,100.0
CQT,2022,1,-10,-10,-17,27,53.0
CQN,2022,1,-3,-2,0,0,83.0
CPI,2022,1,0,0,0,2,6.0
CPC,2022,1,0,19,22,-34,9.0
CPA,2022,1,-11,-11,4,1,-23.0
COM,2022,1,0,0,0,68,-38.0
CNT,2022,1,0,-59,-4,60,167.0
CNG,2022,1,-1,0,61,-53,231.0
CMX,2022,1,0,-47,-108,145,75.0
CMW,2022,1,0,0,-14,16,12.0
CMV,2022,1,0,2,-14,20,25.0
CMS,2022,1,0,-21,20,-6,12.0
CMP,2022,1,-44,-43,43,-21,-8.0
CMI,2022,1,0,0,-3,3,14.0
CMG,2022,1,-289,-375,252,83,21.0
CMF,2022,1,0,-5,-104,107,190.0
CMD,2022,1,0,1,-11,36,
CMC,2022,1,0,2,-9,10,8.0
CLX,2022,1,-2,-13,-2,2,200.0
CLW,2022,1,-5,-51,1,-2,26.0
CLM,2022,1,0,0,-112,153,-99.0
CLL,2022,1,-4,-28,0,-12,139.0
CLH,2022,1,0,0,0,-22,121.0
CLC,2022,1,-2,-2,19,-46,243.0
CKV,2022,1,-2,-11,-4,-13,0.0
CKG,2022,1,-68,-68,204,-36,99.0
CKD,2022,1,0,-20,1,59,48.0
CJC,2022,1,-1,-1,1,1,-3.0
CII,2022,1,-87,619,-843,202,-111.0
CIG,2022,1,0,0,-5,6,20.0
CIA,2022,1,0,1,6,3,-37.0
CHS,2022,1,0,-23,0,-18,25.0
CHP,2022,1,0,0,-52,276,379.0
CFV,2022,1,0,0,46,-41,5.0
CET,2022,1,0,45,0,-45,44.0
CEO,2022,1,-2,15,-61,-57,272.0
CDP,2022,1,0,0,-86,39,21.0
CDO,2022,1,2,2,0,19,-52.0
CDN,2022,1,-15,18,-10,9,332.0
CDC,2022,1,0,-12,161,-64,102.0
CCT,2022,1,0,-1,-2,1,9.0
CCR,2022,1,-4,-5,0,-4,49.0
CCL,2022,1,0,0,-14,8,58.0
CCI,2022,1,-3,-4,-34,37,32.0
CCA,2022,1,0,0,12,1,42.0
CC4,2022,1,0,-5,25,-6,31.0
CC1,2022,1,-18,-1626,3273,-1749,2230.0
CBI,2022,1,-9,-9,-60,82,288.0
CAV,2022,1,-26,-25,-339,415,120.0
CAP,2022,1,-2,-1,69,-84,181.0
CAN,2022,1,0,0,6,-4,49.0
CAG,2022,1,0,-10,0,-2,8.0
CAD,2022,1,0,0,0,0,-4.0
CAB,2022,1,-50,-47,52,-24,137.0
C92,2022,1,0,-2,-5,-22,1.0
C69,2022,1,0,-18,19,13,4.0
C4G,2022,1,-1,-771,968,-178,70.0
C47,2022,1,-2,-2,9,-55,41.0
C32,2022,1,0,4,26,-55,124.0
C21,2022,1,0,0,0,0,14.0
BXH,2022,1,0,0,-25,22,2.0
BWS,2022,1,-72,29,0,-133,361.0
BWE,2022,1,-260,-131,-34,337,561.0
BVS,2022,1,0,0,365,-377,267.0
BVL,2022,1,0,-14,74,-44,78.0
BVH,2022,1,-34,1513,329,3567,1848.0
BVB,2022,1,-70,-70,0,-2589,0.0
BTW,2022,1,-13,-3,-1,12,22.0
BTV,2022,1,0,0,-13,20,-29.0
BTT,2022,1,0,-11,0,7,7.0
BTS,2022,1,-34,-4,114,-149,292.0
BTP,2022,1,0,-44,0,111,-26.0
BTH,2022,1,-118,-84,118,-34,
BST,2022,1,0,0,-1,0,2.0
BSR,2022,1,-21,-406,-2769,5386,6836.0
BSQ,2022,1,-26,-75,37,25,203.0
BSP,2022,1,-3,-2,-3,-47,76.0
BSI,2022,1,-1,0,534,-621,454.0
BSH,2022,1,0,-99,8,-8,90.0
BSG,2022,1,0,15,-7,-23,-24.0
BSC,2022,1,0,0,0,1,0.0
BSA,2022,1,0,1,-67,59,121.0
BRR,2022,1,-2,12,-1,10,138.0
BRC,2022,1,-3,-3,-14,10,20.0
BQB,2022,1,0,3,0,-2,-8.0
BPC,2022,1,0,0,6,-4,7.0
BOT,2022,1,0,0,-8,9,-52.0
BNW,2022,1,-26,-39,33,4,11.0
BNA,2022,1,-6,-88,92,-40,136.0
BMV,2022,1,0,-13,4,41,-28.0
BMS,2022,1,0,0,0,-42,252.0
BMP,2022,1,-17,119,0,-66,521.0
BMJ,2022,1,0,0,6,-6,
BMI,2022,1,-5,-178,0,140,296.0
BMC,2022,1,0,0,-10,18,10.0
BLI,2022,1,-2,-17,0,72,168.0
BLF,2022,1,0,0,8,-11,-8.0
BKG,2022,1,0,-154,327,-66,95.0
BKC,2022,1,-2,-2,0,-5,35.0
BII,2022,1,-3,-20,-15,42,21.0
BID,2022,1,-216,-213,-153,15323,0.0
BIC,2022,1,0,-163,0,221,436.0
BHN,2022,1,-4,629,-558,-158,723.0
BHA,2022,1,-1,-1,-26,27,84.0
BGW,2022,1,-1,-1,0,-11,9.0
BFC,2022,1,-29,-29,116,20,308.0
BED,2022,1,0,0,0,-1,9.0
BDW,2022,1,-11,-11,-5,8,17.0
BDT,2022,1,-53,-82,39,75,0.0
BDG,2022,1,-5,40,-39,34,157.0
BDB,2022,1,0,3,0,-2,2.0
BCM,2022,1,-16,-67,-594,1683,-154.0
BCG,2022,1,-348,-2542,4111,-1730,2677.0
BCF,2022,1,-2,-2,2,-3,67.0
BCE,2022,1,-2,-32,-15,35,-18.0
BCC,2022,1,-55,-53,59,-79,405.0
BCA,2022,1,0,0,0,0,2.0
BBS,2022,1,-14,-14,-1,13,2.0
BBC,2022,1,-16,169,-23,-141,301.0
BAX,2022,1,0,-27,0,40,127.0
BAF,2022,1,-101,-101,103,-98,440.0
BAB,2022,1,-16,-17,0,-739,0.0
AVC,2022,1,0,1,0,-32,524.0
ATS,2022,1,0,7,0,-7,1.0
ATG,2022,1,0,-55,0,55,
ATB,2022,1,0,0,0,-1,
AST,2022,1,-1,37,12,-15,-100.0
ASP,2022,1,-1,-8,128,-157,181.0
ASM,2022,1,-229,-4,113,-255,1198.0
ASG,2022,1,-4,100,7,31,80.0
ARM,2022,1,-1,-1,-14,19,-16.0
APS,2022,1,0,0,5,-22,604.0
APP,2022,1,-2,-2,12,-11,3.0
API,2022,1,-1,8,-35,38,232.0
APH,2022,1,-109,-522,82,73,144.0
APG,2022,1,0,-110,732,-622,1082.0
APF,2022,1,-19,-15,475,-453,868.0
APC,2022,1,-1,-1,-4,6,-2.0
ANV,2022,1,-116,-147,-33,166,154.0
AMV,2022,1,0,0,-3,14,91.0
AMS,2022,1,0,0,-2,-14,63.0
AME,2022,1,0,0,-43,23,25.0
AMD,2022,1,0,0,-6,0,37.0
AMC,2022,1,0,0,0,2,7.0
ALT,2022,1,-1,0,-10,14,-4.0
AIC,2022,1,0,42,0,41,31.0
AGR,2022,1,0,0,85,-106,382.0
AGP,2022,1,-6,-6,55,-13,60.0
AGM,2022,1,-161,-169,224,-230,226.0
AGG,2022,1,-3,-596,612,785,-514.0
AGF,2022,1,-1,-1,-11,-5,-81.0
AGE,2022,1,-3,-3,0,-32,57.0
AFX,2022,1,-5,-9,25,19,0.0
ADS,2022,1,-1,-269,130,127,13.0
ADP,2022,1,0,0,0,8,42.0
ADG,2022,1,-5,10,32,-33,53.0
ADC,2022,1,0,3,0,-5,16.0
ACV,2022,1,-964,1446,-181,-1091,2382.0
ACM,2022,1,0,0,0,1,
ACL,2022,1,-1,-1,9,-16,197.0
ACG,2022,1,-1,-207,193,-29,643.0
ACC,2022,1,-4,0,763,57,-18.0
ACB,2022,1,-83,-91,0,-8504,0.0
ABT,2022,1,-12,-12,0,23,3.0
ABS,2022,1,0,0,43,-44,67.0
ABR,2022,1,0,-11,0,15,15.0
ABI,2022,1,0,-7,0,0,249.0
ABC,2022,1,-1,6,-78,113,-668.0
ABB,2022,1,-21,-17,0,5911,0.0
AAV,2022,1,0,0,15,-14,41.0
AAT,2022,1,-2,1,78,-44,17.0
AAS,2022,1,-2,-1,6,52,390.0
AAM,2022,1,0,-28,0,11,-4.0
AAA,2022,1,-70,-668,214,19,434.0
YEG,2021,5,-3,11,45,-88,-43.0
YBM,2021,5,-3,-16,-29,35,13.0
YBC,2021,5,-37,-34,3,28,-1.0
XMP,2021,5,0,-1,-26,27,43.0
XMD,2021,5,-1,-1,-2,7,-13.0
XMC,2021,5,-29,95,-493,354,-325.0
XHC,2021,5,-22,31,-48,8,90.0
XDH,2021,5,0,-21,-19,103,128.0
X77,2021,5,0,0,0,1,-8.0
X20,2021,5,-19,-18,-21,109,-21.0
WSS,2021,5,0,0,0,-4,9.0
WSB,2021,5,-18,-66,-65,156,141.0
WCS,2021,5,-3,46,-5,-5,24.0
VXP,2021,5,-6,-6,-6,-3,31.0
VXB,2021,5,0,0,-11,13,4.0
VVN,2021,5,-67,-18,-149,142,149.0
VUA,2021,5,-1,0,19,51,22.0
VTZ,2021,5,-97,-190,246,-48,45.0
VTX,2021,5,-38,-36,-31,51,-20.0
VTV,2021,5,0,0,-117,215,-169.0
VTS,2021,5,0,8,1,-11,5.0
VTR,2021,5,-43,592,307,-879,-393.0
VTQ,2021,5,-11,22,-4,-21,35.0
VTP,2021,5,-121,-359,-52,431,113.0
VTO,2021,5,-1,118,-136,236,476.0
VTL,2021,5,0,0,5,-1,7.0
VTJ,2021,5,0,18,0,-2,-1.0
VTH,2021,5,-11,-6,19,-10,4.0
VTG,2021,5,0,5,2,-15,-3.0
VTE,2021,5,-4,28,8,-42,-1.0
VTD,2021,5,-20,-26,15,-17,7.0
VTC,2021,5,0,7,-38,45,-35.0
VTB,2021,5,-4,-43,-24,78,-63.0
VTA,2021,5,-3,-2,-6,11,3.0
VST,2021,5,-17,-15,-39,41,185.0
VSN,2021,5,-26,-65,-67,382,122.0
VSM,2021,5,-6,-5,-9,19,16.0
VSI,2021,5,0,73,-57,17,50.0
VSH,2021,5,-328,-325,-392,754,884.0
VSG,2021,5,-2,18,-32,6,-95.0
VSF,2021,5,-25,-72,445,-575,536.0
VSC,2021,5,-92,-562,437,645,411.0
VSA,2021,5,0,4,-42,117,-24.0
VRG,2021,5,-7,83,-10,-63,-2.0
VRE,2021,5,-1567,1162,-2621,1705,1897.0
