ticker,year,quarter,investCost,fromInvest,fromFinancial,fromSale,freeCashFlow
PVR,2013,5,-1,1,-4,-18,-24.0
PVP,2013,5,-71,-342,523,115,
PVO,2013,5,-6,-17,20,26,-26.0
PVM,2013,5,-6,95,-22,-71,
PVL,2013,5,0,0,0,0,-25.0
PVI,2013,5,-274,-212,683,427,272.0
PVG,2013,5,-4,0,-94,90,27.0
PVE,2013,5,-2,-1,119,-144,9.0
PVD,2013,5,-236,-588,-632,2748,2108.0
PVC,2013,5,-28,-25,75,49,43.0
PVB,2013,5,-3,-1,-130,160,9.0
PVA,2013,5,0,10,-45,24,-139.0
PV2,2013,5,0,64,-45,-20,-49.0
PTV,2013,5,-17,-17,280,46,
PTS,2013,5,-5,-5,-4,14,-4.0
PTL,2013,5,-10,117,-147,-122,-74.0
PTI,2013,5,-17,-21,-70,65,-1.0
PTH,2013,5,-21,-21,9,10,5.0
PTD,2013,5,-1,-1,-5,-5,2.0
PTC,2013,5,0,16,-27,15,-34.0
PTB,2013,5,-123,-123,78,47,139.0
PSW,2013,5,-3,5,-43,43,
PSP,2013,5,-6,-4,8,48,20.0
PSI,2013,5,0,155,40,-148,97.0
PSG,2013,5,3,29,-24,-5,-319.0
PSE,2013,5,-9,-5,1,-82,
PSD,2013,5,0,36,1372,-948,124.0
PSC,2013,5,-9,-5,-14,17,2.0
PSB,2013,5,-2,40,0,-41,-10.0
PRT,2013,5,-57,-225,371,-96,
PRO,2013,5,0,0,4,-2,
PRC,2013,5,-4,-3,1,3,1.0
PPY,2013,5,-16,56,-174,117,
PPS,2013,5,-2,6,-25,6,34.0
PPP,2013,5,-3,5,0,-11,-2.0
PPI,2013,5,0,11,31,-33,-6.0
PPE,2013,5,0,0,0,-1,-1.0
PPC,2013,5,-141,-144,-742,1065,1536.0
POV,2013,5,-12,-12,-49,63,10.0
POT,2013,5,-20,-18,9,4,19.0
POS,2013,5,-17,-6,-50,147,
POM,2013,5,-67,-62,-932,1042,-219.0
PNP,2013,5,0,0,0,7,
PNJ,2013,5,-57,119,-55,-25,184.0
PNC,2013,5,-1,-1,3,-4,-17.0
PMW,2013,5,-5,-5,-29,36,
PMS,2013,5,-1,1,-13,17,-14.0
PMP,2013,5,-18,-17,7,14,
PMC,2013,5,-8,-5,-11,35,69.0
PMB,2013,5,0,3,-20,59,
PLC,2013,5,-135,-152,29,208,195.0
PLA,2013,5,-4,1,0,-6,
PJT,2013,5,-133,-128,93,6,12.0
PJC,2013,5,-11,-10,-6,20,11.0
PIV,2013,5,-1,-1,-1,-1,-2.0
PIT,2013,5,-10,2,117,-27,-55.0
PID,2013,5,0,1,0,-5,-14.0
PIC,2013,5,-29,-27,-1,17,-2.0
PIA,2013,5,-1,-1,-2,6,
PHR,2013,5,-274,-240,182,103,328.0
PHP,2013,5,-295,-354,-84,496,
PHN,2013,5,-4,-4,-4,8,
PHH,2013,5,-4,1,3,-33,0.0
PHC,2013,5,-1,15,-2,17,-12.0
PGV,2013,5,-21906,-21989,16514,7190,
PGT,2013,5,0,-3,0,2,-20.0
PGS,2013,5,-108,-62,-314,526,401.0
PGI,2013,5,-5,-332,-82,33,50.0
PGD,2013,5,-73,-50,-180,572,65.0
PGC,2013,5,-70,-317,452,128,67.0
PGB,2013,5,-16,-3,0,5863,0.0
PFL,2013,5,-1,3,0,-3,-77.0
PET,2013,5,-28,97,1572,-698,-69.0
PEN,2013,5,-3,-3,-15,24,
PDR,2013,5,-4,-3,2,-1,-2.0
PDN,2013,5,-65,-60,-10,66,24.0
PDC,2013,5,-3,0,-10,12,19.0
PDB,2013,5,-1,-1,-11,14,
PCT,2013,5,-18,-45,0,84,56.0
PCN,2013,5,-2,-1,0,3,
PCG,2013,5,-5,-55,-5,-9,13.0
PCE,2013,5,-3,-1,1,-5,85.0
PBT,2013,5,-8,-8,-3,24,
PBP,2013,5,-9,-9,4,7,
PAN,2013,5,-18,-402,358,165,97.0
PAC,2013,5,-58,-179,137,159,-35.0
ORS,2013,5,0,10,0,-38,-5.0
OPC,2013,5,-15,-13,-24,38,78.0
ONE,2013,5,-1,0,-18,8,-4.0
OGC,2013,5,-154,913,-72,-732,-624.0
OCH,2013,5,-36,-8,557,-585,77.0
OCB,2013,5,-23,-19,-90,2316,0.0
NVT,2013,5,-28,-197,157,32,-40.0
NVL,2013,5,-11,159,-414,228,
NVB,2013,5,-909,-1178,0,5535,0.0
NTT,2013,5,-79,-71,-56,127,
NTP,2013,5,-224,-220,-142,293,372.0
NTL,2013,5,0,4,-59,-69,68.0
NTC,2013,5,-81,2,-2,31,-53.0
NTB,2013,5,0,1,113,-115,36.0
NT2,2013,5,-11,293,-1189,902,651.0
NST,2013,5,-12,-7,146,-140,100.0
NSC,2013,5,-8,-1,-30,35,89.0
NQT,2013,5,0,0,-3,16,
NQB,2013,5,0,2,-3,3,0.0
NOS,2013,5,0,-17,11,11,-321.0
NNG,2013,5,-101,-57,-40,140,
NNC,2013,5,-4,27,-47,54,89.0
NLG,2013,5,-3,11,159,-116,267.0
NKG,2013,5,-168,-158,-284,457,-173.0
NHP,2013,5,0,0,26,-26,
NHC,2013,5,-1,0,-3,7,3.0
NHA,2013,5,-20,-14,-1,16,-14.0
NGC,2013,5,-4,-2,1,2,1.0
NFC,2013,5,-3,0,-52,36,0.0
NET,2013,5,-23,-16,-32,55,75.0
NED,2013,5,-1,-1,32,-13,
NDX,2013,5,0,0,-4,15,3.0
NDT,2013,5,-56,-194,144,53,
NDP,2013,5,-5,-12,-11,18,
NDN,2013,5,-7,-3,-10,14,15.0
NDF,2013,5,0,-13,19,1,
ND2,2013,5,-159,-159,420,-224,-126.0
NCT,2013,5,-17,45,-221,193,
NCS,2013,5,-21,-20,-35,47,14.0
NBW,2013,5,-16,-30,-14,28,-13.0
NBT,2013,5,-43,-41,-14,61,
NBP,2013,5,-1,0,33,-23,1.0
NBC,2013,5,-161,-158,-15,171,-5.0
NBB,2013,5,-3,11,36,-54,126.0
NAW,2013,5,-4,5,-5,-3,
NAV,2013,5,-5,-4,-3,3,-1.0
NAP,2013,5,-7,-6,-1,26,
NAG,2013,5,0,0,-55,53,-14.0
NAF,2013,5,-8,-15,28,-9,
NAB,2013,5,-185,-152,-146,5433,0.0
MWG,2013,5,-142,-115,211,104,295.0
MVC,2013,5,-10,-72,11,58,
MTV,2013,5,-3,4,-4,-3,
MTG,2013,5,-2,53,-29,-16,-9.0
MSR,2013,5,-3922,-3919,4676,-781,
MSN,2013,5,-3840,-4438,4735,-316,-283.0
MSH,2013,5,-225,-280,190,72,
MSB,2013,5,-119,-191,0,-12706,0.0
MPT,2013,5,0,0,2,0,
MPC,2013,5,-95,-30,640,93,163.0
MNB,2013,5,-55,7,-278,159,
MKV,2013,5,-33,-29,39,-11,-11.0
MKP,2013,5,-31,-22,-23,70,136.0
MIM,2013,5,-2,-2,-2,5,-5.0
MIC,2013,5,-1,7,-6,-3,-2.0
MHL,2013,5,0,0,30,-24,1.0
MHC,2013,5,-3,15,-7,14,3.0
MH3,2013,5,-10,18,-8,30,
MFS,2013,5,-69,-31,40,-2,
MES,2013,5,0,11,0,-8,
MEC,2013,5,-35,-35,-36,63,5.0
MDG,2013,5,-7,-5,28,-29,7.0
MDF,2013,5,-14,-6,-22,36,36.0
MDC,2013,5,-157,-154,47,105,-83.0
MCP,2013,5,-44,-43,5,45,19.0
MCO,2013,5,0,5,-18,15,2.0
MCI,2013,5,-7,-6,3,3,
MCH,2013,5,-334,-4835,3709,1912,
MCG,2013,5,-34,-22,76,-91,-9.0
MCF,2013,5,-9,-5,91,-110,21.0
MCC,2013,5,0,1,-5,12,7.0
MBG,2013,5,0,0,11,-13,
MBB,2013,5,-639,-572,194,-14986,0.0
MAS,2013,5,-27,-24,0,26,-5.0
MAC,2013,5,-8,-3,-3,11,-2.0
LWS,2013,5,0,0,-2,7,
LUT,2013,5,-21,-8,-4,-1,2.0
LTG,2013,5,-392,-393,661,-183,
LTC,2013,5,-3,-2,30,-12,13.0
LSS,2013,5,-121,-109,-478,482,-86.0
LO5,2013,5,-1,0,31,-33,2.0
LM8,2013,5,-46,-36,238,-130,34.0
LM7,2013,5,0,0,4,-3,2.0
LM3,2013,5,0,0,-6,6,-1.0
LIX,2013,5,-52,-67,-14,71,63.0
LIG,2013,5,-6,7,-7,-62,9.0
LHG,2013,5,-32,-17,-106,152,45.0
LHC,2013,5,-25,-8,-2,37,22.0
LGL,2013,5,0,56,-75,26,-38.0
LGC,2013,5,-1,-18,24,-4,3.0
LDP,2013,5,-18,-17,-8,13,15.0
LDG,2013,5,0,-51,54,-19,
LCW,2013,5,-4,-4,-2,7,
LCS,2013,5,-27,-12,-7,20,0.0
LCM,2013,5,0,-21,-21,23,-40.0
LCG,2013,5,-82,-25,91,-59,-132.0
LCD,2013,5,-1,-1,-7,7,3.0
LBM,2013,5,-27,-30,-8,30,6.0
LBE,2013,5,-2,1,-2,2,3.0
LAS,2013,5,-81,-68,-589,873,403.0
LAI,2013,5,-31,-28,25,2,-39.0
LAF,2013,5,-8,47,-86,60,10.0
L62,2013,5,-1,-1,-26,31,1.0
L61,2013,5,-25,-23,122,-82,13.0
L44,2013,5,0,2,41,-41,2.0
L43,2013,5,-1,0,-12,12,1.0
L35,2013,5,-4,-4,12,-13,0.0
L18,2013,5,-22,-1,52,-17,6.0
L14,2013,5,0,0,16,-22,3.0
L10,2013,5,-35,-29,16,48,15.0
KVC,2013,5,-8,-6,26,-22,
KTT,2013,5,0,0,4,-1,0.0
KTS,2013,5,-6,-3,-13,39,13.0
KTL,2013,5,-39,1,36,-37,8.0
KSV,2013,5,-967,-986,225,948,
KST,2013,5,0,0,-2,2,4.0
KSS,2013,5,0,0,334,-336,63.0
KSQ,2013,5,0,0,1,-1,2.0
KSK,2013,5,-2,-15,5,10,-17.0
KSH,2013,5,-18,-17,25,-6,-15.0
KSD,2013,5,0,2,-1,-1,-8.0
KSB,2013,5,-49,-47,-59,99,71.0
KPF,2013,5,-1,-1,8,-9,
KMT,2013,5,0,0,-20,15,3.0
KMR,2013,5,-41,-41,-13,65,-21.0
KLF,2013,5,-1,2,4,1,-59.0
KLB,2013,5,-100,-100,-267,2144,0.0
KKC,2013,5,-1,2,-24,9,15.0
KIP,2013,5,-2,-2,-5,25,
KHP,2013,5,-84,-251,-35,113,149.0
KHL,2013,5,0,0,-2,2,-1.0
KHA,2013,5,-1,17,-41,34,31.0
KDH,2013,5,-1,113,160,-292,-125.0
KDC,2013,5,-179,90,364,675,242.0
KCE,2013,5,0,0,-8,13,11.0
KCB,2013,5,-7,-6,-41,65,
KBC,2013,5,-21,-106,-56,195,-402.0
KAC,2013,5,0,16,-32,19,-182.0
JVC,2013,5,-183,-161,87,119,-8.0
JOS,2013,5,0,37,-145,102,
IVS,2013,5,-4,8,0,-21,4.0
ITQ,2013,5,-3,-3,-16,19,-2.0
ITD,2013,5,5,13,-37,-5,87.0
ITC,2013,5,0,33,-21,-21,-16.0
ITA,2013,5,-1,-425,722,-267,683.0
ISH,2013,5,0,0,-119,109,
ISG,2013,5,-4,-4,-23,24,
IRC,2013,5,-2,11,0,0,
INN,2013,5,-20,-17,4,37,34.0
INC,2013,5,0,0,0,0,1.0
IN4,2013,5,-1,1,-4,2,1.0
IMP,2013,5,-36,-25,-33,128,54.0
ILC,2013,5,0,0,-20,17,-12.0
IJC,2013,5,-79,-75,46,-4,92.0
IHK,2013,5,0,0,-5,2,3.0
IFS,2013,5,-7,-7,170,-149,-50.0
IDV,2013,5,-3,-27,-102,128,25.0
IDJ,2013,5,0,22,-22,-3,-6.0
IDI,2013,5,-56,-72,190,-36,-16.0
ICN,2013,5,-32,-66,-38,93,
ICG,2013,5,0,-7,-51,64,-10.0
ICF,2013,5,0,0,-23,24,3.0
HWS,2013,5,-126,-126,30,97,
HVX,2013,5,-644,-643,564,7,-518.0
HVT,2013,5,-16,-16,-38,55,14.0
HVN,2013,5,-5457,-4943,2038,2448,-472.0
HVG,2013,5,-165,-506,1218,-260,1036.0
HVA,2013,5,0,0,-5,6,
HUT,2013,5,-320,-427,541,121,-178.0
HUG,2013,5,-47,-30,6,50,
HUB,2013,5,-5,4,39,-26,
HU4,2013,5,-1,5,-31,-20,27.0
HU3,2013,5,-3,9,28,-7,21.0
HU1,2013,5,0,2,-34,47,-1.0
HTW,2013,5,-55,-40,46,7,
HTV,2013,5,-17,16,7,-16,35.0
HTP,2013,5,0,-5,-1,1,1.0
HTM,2013,5,-49,-116,-1733,1753,
HTL,2013,5,-1,2,-28,54,16.0
HTI,2013,5,-376,-381,236,151,-1.0
HTG,2013,5,-77,-86,24,52,122.0
HTE,2013,5,0,-3,-10,-20,
HTC,2013,5,-12,-18,-3,9,20.0
HT1,2013,5,-319,-313,-856,1181,-139.0
HSP,2013,5,-7,-8,-16,18,
HSI,2013,5,-19,-9,-122,127,-30.0
HSG,2013,5,-812,-790,1462,-718,-86.0
HRT,2013,5,0,0,-7,45,
HRC,2013,5,-89,-17,23,-16,50.0
HQC,2013,5,0,2,84,-81,21.0
HPM,2013,5,0,0,0,0,
HPG,2013,5,-2921,-3252,850,3234,984.0
HPD,2013,5,-3,-3,-28,29,
HPB,2013,5,-5,-3,-14,24,11.0
HOT,2013,5,-41,-22,-19,29,49.0
HOM,2013,5,-13,15,-128,220,107.0
HNR,2013,5,-33,-17,-36,17,74.0
HNM,2013,5,0,1,-2,-2,1.0
HNG,2013,5,-2624,-3803,1883,547,
HNF,2013,5,-12,-6,7,119,
HND,2013,5,-2414,-2370,1828,438,
HNA,2013,5,-436,-434,280,195,
HMH,2013,5,-33,-14,-6,11,36.0
HMG,2013,5,-7,-7,-70,47,-106.0
HMC,2013,5,-1,0,7,-1,48.0
HLY,2013,5,0,0,-2,3,0.0
HLG,2013,5,-257,-107,-287,379,-270.0
HLD,2013,5,0,56,-98,132,89.0
HLC,2013,5,-464,-462,330,132,-174.0
HLA,2013,5,0,100,-561,497,-173.0
HKT,2013,5,-1,-1,13,-13,
HKB,2013,5,0,-16,-4,13,
HJS,2013,5,-2,3,-42,36,23.0
HIG,2013,5,-3,-2,52,-117,3.0
HHS,2013,5,-1,-45,45,137,126.0
HHG,2013,5,-2,-3,-14,18,-18.0
HHC,2013,5,-18,-45,-19,42,13.0
HGW,2013,5,-12,-12,9,-1,
HGM,2013,5,-14,-28,-76,58,147.0
HEV,2013,5,0,1,-2,1,3.0
HDW,2013,5,-136,-136,60,70,
HDO,2013,5,-3,3,-25,24,9.0
HDM,2013,5,-93,-97,-53,168,-9.0
HDG,2013,5,-103,-6,-191,398,-17.0
HDC,2013,5,-1,3,-48,43,30.0
HDB,2013,5,-56,102,-281,3456,0.0
HDA,2013,5,0,-3,2,14,2.0
HD6,2013,5,39,31,23,-39,
HCT,2013,5,-2,-1,-1,1,2.0
HCM,2013,5,-3,416,-293,-910,954.0
HCC,2013,5,-6,-6,-8,11,1.0
HC3,2013,5,-2,10,-18,12,
HBS,2013,5,0,12,0,-100,0.0
HBC,2013,5,-19,-44,127,67,331.0
HAX,2013,5,-15,-3,14,-10,29.0
HAT,2013,5,-2,2,-6,20,22.0
HAS,2013,5,0,-32,0,-5,0.0
HAR,2013,5,-12,10,-42,33,11.0
HAP,2013,5,-129,-394,425,5,72.0
HAI,2013,5,-4,11,65,-60,46.0
HAH,2013,5,-5,-14,-77,109,
HAG,2013,5,-4743,-3215,5205,-2060,-51.0
HAD,2013,5,-12,-6,-10,15,37.0
GVT,2013,5,-8,-8,-55,75,
GVR,2013,5,-6904,-5539,2472,2089,
GTT,2013,5,-9,-6,10,-6,-32.0
GTS,2013,5,-41,-30,-21,57,
GTA,2013,5,-9,-7,71,21,7.0
GSP,2013,5,-189,-255,91,90,-131.0
GSM,2013,5,-6,-6,-22,26,
GMX,2013,5,-5,-4,-8,13,12.0
GMD,2013,5,-666,-726,339,312,414.0
GMC,2013,5,-57,-55,72,4,-9.0
GLW,2013,5,-4,-4,0,4,
GIL,2013,5,-58,122,-169,-52,39.0
GGG,2013,5,0,39,-49,11,-14.0
GER,2013,5,0,0,0,2,-2.0
GEG,2013,5,-279,-253,111,67,
GDT,2013,5,-2,-40,-35,43,43.0
GAS,2013,5,-2371,-1605,-7439,14585,13625.0
G20,2013,5,-13,-13,35,-22,-12.0
FRT,2013,5,-1,0,302,-160,
FPT,2013,5,-920,-1576,608,1400,1417.0
FOC,2013,5,-3,3,-106,124,
FMC,2013,5,-22,-17,194,-39,241.0
FLC,2013,5,-51,-81,-159,246,25.0
FIT,2013,5,-24,1787,-1612,-151,23.0
FID,2013,5,0,-71,71,0,
FIC,2013,5,-28,-17,-952,986,
FHS,2013,5,-1,-56,-5,67,
FDC,2013,5,-4,484,32,-24,-81.0
FCS,2013,5,0,3,48,-53,
FCN,2013,5,-62,-55,189,131,257.0
FCM,2013,5,-35,-26,114,-82,61.0
EVG,2013,5,0,0,0,5,
EVE,2013,5,-32,-53,-65,62,82.0
EMS,2013,5,-1,4,-1,-19,
EMC,2013,5,-8,1,4,-13,8.0
ELC,2013,5,-44,-5,23,-107,47.0
EID,2013,5,-1,-10,-23,33,34.0
EIB,2013,5,-1535,-1055,-1669,5240,0.0
EFI,2013,5,0,11,-9,-4,7.0
ECI,2013,5,-1,-1,-2,5,6.0
EBS,2013,5,-1,-20,-12,8,8.0
DZM,2013,5,-2,2,-11,-10,-75.0
DXV,2013,5,-1,1,0,-9,4.0
DXP,2013,5,0,-18,-39,61,78.0
DXL,2013,5,0,78,-44,-22,-10.0
DXG,2013,5,-2,-119,185,-130,76.0
DWS,2013,5,-3,-4,1,12,
DVP,2013,5,-135,-231,-44,250,128.0
DVN,2013,5,-81,0,78,-20,
DTT,2013,5,-2,-1,1,-2,-13.0
DTL,2013,5,-9,-8,117,-33,164.0
DTG,2013,5,-5,-3,15,-10,
DTC,2013,5,-2,-2,5,-1,-29.0
DTA,2013,5,0,1,-19,18,-9.0
DST,2013,5,0,0,0,2,0.0
DSP,2013,5,-32,-34,-25,5,
DSN,2013,5,-2,8,-61,39,65.0
DSG,2013,5,0,0,-7,9,
DRL,2013,5,0,2,-49,50,32.0
DRH,2013,5,-11,-11,-3,16,-2.0
DRC,2013,5,-567,-562,392,149,317.0
DQC,2013,5,-28,164,-11,79,105.0
DPS,2013,5,0,0,-2,1,
DPR,2013,5,-253,-270,-215,596,379.0
DPM,2013,5,-268,-1557,-1569,1529,2773.0
DPH,2013,5,-2,-21,-3,13,
DPG,2013,5,-33,-25,-21,-61,
DPC,2013,5,0,0,-8,7,3.0
DP3,2013,5,-16,-16,32,-1,
DP1,2013,5,-71,-60,72,-26,
DNP,2013,5,-22,-24,24,4,12.0
DNM,2013,5,-2,-1,-26,43,16.0
DNL,2013,5,0,3,-5,5,0.0
DNE,2013,5,-4,-4,8,-5,
DND,2013,5,-23,-12,10,3,
DNC,2013,5,-5,-6,-4,13,3.0
DNA,2013,5,-157,-152,-31,157,
DMC,2013,5,-34,-57,-8,54,85.0
DLR,2013,5,0,0,5,-6,-3.0
DLG,2013,5,-256,-270,164,181,-59.0
DLD,2013,5,-3,-2,-1,4,-7.0
DL1,2013,5,-1,0,0,1,2.0
DIH,2013,5,0,0,-15,10,8.0
DIG,2013,5,-29,-42,25,-203,-12.0
DID,2013,5,-1,-1,-70,69,-1.0
DIC,2013,5,-4,-2,39,-27,12.0
DHT,2013,5,-8,-8,-10,39,16.0
DHP,2013,5,0,0,-10,10,17.0
DHM,2013,5,-40,-65,90,-21,20.0
DHG,2013,5,-349,-468,-122,484,576.0
DHC,2013,5,-14,12,-84,75,21.0
DHB,2013,5,-5077,-4981,3861,690,
DHA,2013,5,-1,6,-24,13,8.0
DGW,2013,5,-6,-3,110,23,
DGT,2013,5,-29,-24,35,-2,26.0
DGC,2013,5,-120,-90,-118,-21,
DDV,2013,5,-32,-31,272,-233,
DDN,2013,5,-2,-1,28,24,11.0
DDM,2013,5,0,1,-22,25,-153.0
DCT,2013,5,-2,-2,3,-5,-107.0
DCS,2013,5,-1,25,-7,-11,8.0
DCM,2013,5,-46,85,-1333,1792,
DCL,2013,5,-8,-8,-79,96,36.0
DC4,2013,5,-1,0,59,-56,6.0
DC2,2013,5,0,0,17,-17,0.0
DBW,2013,5,-2,-2,0,5,
DBT,2013,5,-3,-2,8,-5,-17.0
DBM,2013,5,0,1,-3,4,12.0
DBD,2013,5,-1,4,-161,197,
DBC,2013,5,-285,-640,122,103,101.0
DAT,2013,5,-14,-27,-4,45,
DAH,2013,5,-98,-97,88,9,
DAG,2013,5,-40,-40,44,-23,17.0
DAE,2013,5,0,0,-6,10,5.0
DAD,2013,5,-2,-1,20,-15,19.0
DAC,2013,5,0,0,-2,6,-5.0
D2D,2013,5,-5,11,-39,175,46.0
D11,2013,5,-2,49,-4,-31,2.0
CYC,2013,5,-16,-16,-1,24,14.0
CX8,2013,5,0,0,-3,-3,0.0
CVT,2013,5,-7,-7,-3,39,23.0
CVN,2013,5,0,-3,-3,6,-14.0
CTX,2013,5,-10,33,-279,-188,1.0
CTT,2013,5,-18,-18,-17,36,5.0
CTS,2013,5,-2,248,-47,-11,-1110.0
CTR,2013,5,-1,-1,-23,20,64.0
CTN,2013,5,-1,4,-44,42,-1.0
CTI,2013,5,-495,-493,315,329,8.0
CTG,2013,5,-3225,-3177,15791,2290,0.0
CTD,2013,5,-9,-343,-89,368,436.0
CTC,2013,5,-49,-42,29,10,2.0
CTB,2013,5,-4,-1,15,-9,9.0
CTA,2013,5,-5,-3,2,-2,-1.0
CT6,2013,5,-3,-1,21,-9,4.0
CSV,2013,5,-61,-63,-114,182,
CSM,2013,5,-1024,-916,588,333,313.0
CSC,2013,5,-2,16,0,7,1.0
CPI,2013,5,-282,-279,333,-82,
CPC,2013,5,-1,0,11,-24,11.0
COM,2013,5,-34,4,49,-81,36.0
CNT,2013,5,-1,25,-194,162,-339.0
CNG,2013,5,-6,68,-114,210,263.0
CNC,2013,5,-29,-29,-17,32,
CMX,2013,5,-18,-18,-16,36,2.0
CMV,2013,5,-5,1,51,-97,29.0
CMT,2013,5,-1,-13,-13,86,9.0
CMS,2013,5,-9,-11,-41,33,9.0
CMP,2013,5,-1,3,0,11,21.0
CMN,2013,5,-4,17,-17,36,
CMI,2013,5,-10,-8,0,10,-7.0
CMG,2013,5,-121,-68,-238,365,-57.0
CMD,2013,5,0,3,31,-23,
CMC,2013,5,-1,-26,3,-4,2.0
CLW,2013,5,-30,-51,-7,42,23.0
CLL,2013,5,-43,-43,-63,132,10.0
CLG,2013,5,-14,-95,161,-67,6.0
CLC,2013,5,-8,-5,-145,154,32.0
CKV,2013,5,-3,4,-4,-28,7.0
CJC,2013,5,-8,-4,11,-4,11.0
CII,2013,5,-865,-137,402,89,-98.0
CIG,2013,5,0,0,-52,55,-10.0
CID,2013,5,-1,8,0,-10,1.0
CIA,2013,5,-7,-7,-4,21,
CHS,2013,5,0,27,0,-26,
CHP,2013,5,-90,-80,-153,187,-11.0
CFV,2013,5,-11,-29,-31,51,
CEO,2013,5,-19,-22,-11,33,
CDP,2013,5,-2,-5,102,-93,
CDO,2013,5,0,4,2,-7,
CDN,2013,5,-175,-172,-20,198,-107.0
CDC,2013,5,-9,-6,5,5,-24.0
CCR,2013,5,-6,-5,-4,17,
CCP,2013,5,-2,-2,-2,2,
CCM,2013,5,-3,-3,24,-17,4.0
CCL,2013,5,0,0,-22,21,3.0
CCI,2013,5,-34,-1,-17,-4,-15.0
CCA,2013,5,-3,-2,-494,484,
CC4,2013,5,-29,-27,-45,-8,
CC1,2013,5,-536,-229,-53,422,
CAV,2013,5,-34,-33,-34,93,46.0
CAP,2013,5,-9,-8,-27,18,18.0
CAN,2013,5,-2,2,-15,26,7.0
CAG,2013,5,-6,-39,-12,14,
CAD,2013,5,0,1,-289,279,-4.0
C92,2013,5,-5,-5,-23,21,5.0
C47,2013,5,-150,-143,295,-228,-19.0
C32,2013,5,-10,-41,-40,65,56.0
C21,2013,5,-3,39,-39,12,51.0
BXH,2013,5,0,0,8,-10,8.0
BWS,2013,5,-44,-61,-13,112,
BWE,2013,5,-637,-628,405,327,
BVS,2013,5,-1,-8,-20,-36,80.0
BVH,2013,5,-77,2798,-1115,1557,1087.0
BVG,2013,5,-58,-13,-26,40,34.0
BVB,2013,5,-6,-6,-75,3819,0.0
BTV,2013,5,-26,4,23,-25,
BTT,2013,5,-4,10,-38,25,33.0
BTS,2013,5,-29,-27,-44,192,131.0
BTP,2013,5,-6,11,-158,398,-14.0
BTH,2013,5,0,1,-5,5,-12.0
BTG,2013,5,0,0,-5,-1,4.0
BTB,2013,5,-152,-151,124,16,
BT6,2013,5,-8,36,67,-149,37.0
BST,2013,5,0,2,-2,0,2.0
BSQ,2013,5,-135,-133,-9,183,
BSL,2013,5,-2,10,-154,63,
BSI,2013,5,-1,-150,400,-410,327.0
BSC,2013,5,-1,5,-3,1,2.0
BSA,2013,5,-434,-434,113,-1,
BRS,2013,5,0,0,0,7,
BRC,2013,5,-68,-66,79,-3,-15.0
BQB,2013,5,-3,-3,-13,20,
BPC,2013,5,-5,-5,3,-7,9.0
BNW,2013,5,-68,-68,56,18,
BMV,2013,5,-9,-88,7,10,
BMP,2013,5,-13,32,-84,145,531.0
BMJ,2013,5,-1,-1,-6,-1,14.0
BMI,2013,5,-23,86,-94,2,336.0
BMC,2013,5,-21,14,-69,80,64.0
BLF,2013,5,-2,-2,20,-3,5.0
BKC,2013,5,-2,3,9,-10,-10.0
BII,2013,5,-86,-86,44,63,
BID,2013,5,-1467,-1669,2138,3277,0.0
BIC,2013,5,-7,23,-58,50,90.0
BHT,2013,5,0,0,4,-6,-7.0
BHN,2013,5,-430,-467,-506,1331,709.0
BHC,2013,5,0,0,-49,50,-16.0
BGW,2013,5,-1,1,0,12,
BFC,2013,5,-59,-59,84,-41,
BEL,2013,5,0,10,-4,6,
BED,2013,5,0,1,-1,3,0.0
BDW,2013,5,-7,-4,-7,16,-4.0
BDG,2013,5,-14,-12,196,-180,
BDB,2013,5,0,0,0,1,0.0
BCP,2013,5,0,0,10,-9,
BCM,2013,5,-897,1581,4623,-2957,
BCG,2013,5,0,-21,0,21,
BCE,2013,5,-1,0,25,-6,108.0
BCC,2013,5,-40,-42,-394,477,85.0
BBS,2013,5,-5,-4,18,0,10.0
BBM,2013,5,0,0,-2,6,2.0
BBC,2013,5,-8,-21,-28,152,20.0
BAX,2013,5,-14,-29,-8,66,
B82,2013,5,-26,-23,-13,46,2.0
AVF,2013,5,-34,-19,217,-191,30.0
ATS,2013,5,0,1,2,-6,
ATA,2013,5,-5,-3,-6,4,-17.0
ASP,2013,5,-2,15,58,-73,14.0
ASM,2013,5,-13,-9,97,-118,-7.0
ASA,2013,5,0,-70,71,1,-3.0
ARM,2013,5,0,1,-11,-4,23.0
APS,2013,5,0,8,0,-12,3.0
APP,2013,5,-1,0,-4,7,8.0
API,2013,5,-18,-22,10,-20,1037.0
APG,2013,5,0,30,6,31,-26.0
APF,2013,5,-204,-203,272,-38,-99.0
APC,2013,5,-2,-1,-38,41,11.0
ANV,2013,5,-48,-142,232,-107,40.0
AMV,2013,5,-3,-2,-1,3,-3.0
AMS,2013,5,-10,-10,64,-47,
AMP,2013,5,-3,2,7,-19,
AME,2013,5,0,-25,-52,71,34.0
AMD,2013,5,0,-20,20,0,
AMC,2013,5,-1,-8,-1,14,8.0
ALV,2013,5,0,0,-1,0,1.0
ALT,2013,5,-5,-2,-8,3,2.0
AGR,2013,5,-3,1214,-1734,405,-1376.0
AGP,2013,5,0,0,2,0,
AGM,2013,5,-19,60,-158,-51,-58.0
AGF,2013,5,-33,-31,525,-312,-28.0
ADS,2013,5,-2,-108,35,76,
ADP,2013,5,-4,6,-33,38,19.0
ADC,2013,5,-2,-2,3,6,5.0
