lmao,ticker,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType
126,BNW,UPCOM,Nước sạch Bắc Ninh,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,310.0,317.0,0.0,https://nuocsachbacninh.vn,3.3,-0.016,0.078,0.343,37.5,37.5,CT
127,BOT,UPCOM,BOT Cầu Thái Hà,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2014.0,15.0,0.0,0.001,http://www.botcauthaiha.com.vn,2.2,-0.092,-0.243,-0.54,59.2,59.2,CT
128,BPC,HNX,Bao bì Bỉm Sơn,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999.0,208.0,0.0,0.021,http://www.baobibimson.vn,2.2,-0.049,0.14,0.066,3.8,3.8,CT
129,BQB,UPCOM,Bia Hà Nội - Quảng Bình,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2003.0,77.0,0.0,0.0,http://www.biaquangbinh.com,,-0.166,-0.003,-0.215,5.8,5.8,CT
130,BRC,HOSE,Cao su Bến Thành,150.0,1353,Hóa chất,Chemicals,1975.0,204.0,462.0,0.005,http://www.berubco.com.vn,3.5,0.008,0.006,-0.021,12.4,12.4,CT
131,BRR,UPCOM,Cao su Bà Rịa,150.0,1353,Hóa chất,Chemicals,2010.0,0.0,1383.0,0.0,http://www.baruco.com.vn,3.0,-0.037,0.154,0.259,112.5,112.5,CT
132,BRS,UPCOM,Dịch vụ Đô thị Bà Rịa,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013.0,382.0,172.0,0.0,http://www.dothibaria.com,,-0.164,-0.071,0.351,4.5,4.5,CT
133,BSA,UPCOM,Thủy điện Buôn Đôn,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,60.0,405.0,0.0,http://www.thuydienbuondon.vn,3.1,-0.034,0.02,0.356,65.5,63.0,CT
134,BSC,HNX,Dịch vụ Bến Thành,253.0,5379,Bán lẻ,Retail,2003.0,13.0,112.0,0.048,http://www.btsc.com.vn,,-0.016,0.078,0.039,3.2,3.2,CT
135,BSD,UPCOM,"Bia, rượu Sài Gòn - Đồng Xuân",214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2007.0,142.0,234.0,0.004,http://saigondongxuan.com.vn/,,-0.016,0.369,0.372,3.0,3.0,CT
136,BSG,UPCOM,Xe khách Sài Gòn,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2006.0,477.0,508.0,0.0,http://www.saigonbus.com.vn/,2.6,-0.103,0.133,0.493,60.0,60.0,CT
137,BSH,UPCOM,Bia Sài Gòn - Hà Nội,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2007.0,163.0,123.0,0.003,http://www.sabecohanoi.com.vn,3.1,-0.016,0.505,1.473,18.0,18.0,CT
138,BSI,HOSE,Chứng khoán BIDV,300.0,8777,Dịch vụ tài chính,Financial Services,2000.0,223.0,6148.0,0.373,http://www.bsc.com.vn,3.1,0.01,-0.294,-0.356,187.3,187.8,CK
139,BSL,UPCOM,Bia Sài Gòn - Sông Lam,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2006.0,206.0,0.0,0.003,http://sasobeco.com.vn,3.5,0.014,-0.002,0.334,45.0,45.0,CT
140,BSP,UPCOM,Bia Sài Gòn - Phú Thọ,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2015.0,115.0,228.0,0.0,http://www.saigonphutho.com.vn,2.7,-0.016,0.066,0.42,12.5,12.5,CT
141,BSQ,UPCOM,Bia Sài Gòn - Quảng Ngãi,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2005.0,196.0,713.0,0.0,http://www.sabecoquangngai.com.vn,3.1,-0.036,-0.123,0.521,45.0,45.0,CT
142,BSR,UPCOM,Lọc - Hóa dầu Bình Sơn,144.0,533,Dầu khí,Oil & Gas,2008.0,1502.0,42624.0,0.003,http://www.bsr.com.vn,3.1,-0.203,-0.292,-0.13,3100.5,244.1,CT
143,BST,HNX,Sách và Thiết bị Bình Thuận,256.0,5557,Truyền thông,Media,2004.0,35.0,119.0,0.004,http://www.stbbt.com.vn,,0.063,0.073,0.385,1.1,1.1,CT
144,BT1,UPCOM,Bảo vệ thực vật 1 TW,151.0,1357,Hóa chất,Chemicals,2006.0,275.0,274.0,0.0,https://psc1.com/,,-0.074,0.019,0.307,5.3,5.3,CT
145,BT6,UPCOM,Bê tông 6,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001.0,242.0,798.0,0.083,http://www.beton6.com,2.0,-0.016,0.078,0.194,32.9,33.0,CT
146,BTB,UPCOM,Bia Hà Nội - Thái Bình,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2005.0,126.0,303.0,0.0,http://www.tbbeco.com.vn,,-0.016,0.078,0.206,7.7,7.7,CT
147,BTD,UPCOM,Bê tông ly tâm Thủ Đức,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2004.0,296.0,132.0,0.003,http://www.betongthuduc.com,,0.189,0.051,0.085,6.4,6.4,CT
148,BTG,UPCOM,Bao bì Tiền Giang,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,65.0,247.0,0.0,http://www.tigipack.com.vn,,-0.016,0.078,0.978,1.2,1.2,CT
149,BTH,UPCOM,Biến thế và Vật liệu Điện Hà Nội,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005.0,7.0,183.0,0.0,http://www.ctbt.vn,2.3,-0.163,-0.004,0.338,25.0,25.0,CT
150,BTN,UPCOM,Gạch Tuy Nen Bình Định,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001.0,104.0,153.0,0.0,http://www.tuynenbinhdinh.com.vn,2.1,-0.141,-0.009,-0.057,4.4,4.5,CT
151,BTP,HOSE,Nhiệt điện Bà Rịa,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,261.0,1048.0,0.094,http://www.btp.com.vn,3.1,-0.008,0.016,0.22,60.5,60.5,CT
152,BTS,HNX,Xi măng Bút Sơn,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005.0,1228.0,0.0,0.002,http://www.vicembutson.com.vn,2.4,0.084,-0.062,-0.233,123.6,123.6,CT
153,BTT,HOSE,TM - DV Bến Thành,250.0,5373,Bán lẻ,Retail,2004.0,175.0,473.0,0.049,http://www.benthanhtsc.com,2.6,0.016,-0.069,0.114,13.5,13.5,CT
154,BTU,UPCOM,Công trình Đô thị Bến Tre,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,184.0,182.0,0.0,http://www.congtrinhdothibentre.vn,,-0.157,-0.181,0.119,3.6,3.6,CT
155,BTV,UPCOM,DV Du lịch Bến Thành,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2005.0,328.0,188.0,0.0,https://benthanhtourist.com,2.4,0.069,0.023,-0.207,25.0,25.0,CT
156,BTW,HNX,Cấp nước Bến Thành,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1991.0,234.0,309.0,0.214,http://capnuocbenthanh.com/,3.1,-0.199,-0.082,0.197,9.4,9.4,CT
157,BVB,UPCOM,Ngân hàng Bản Việt,289.0,8355,Ngân hàng,Banks,1992.0,1487.0,15941.0,0.001,http://www.vietcapitalbank.com.vn,2.4,-0.132,-0.162,-0.311,367.1,367.1,NH
158,BVG,UPCOM,Group Bắc Việt,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2000.0,164.0,122.0,0.0,http://www.bacvietgroup.com,,-0.082,-0.313,-0.465,9.8,9.8,CT
159,BVH,HOSE,Tập đoàn Bảo Việt,294.0,8575,Bảo hiểm,Insurance,2007.0,0.0,8682.0,0.265,https://www.baoviet.com.vn,2.6,-0.03,0.031,0.096,742.3,742.3,BH
160,BVL,UPCOM,BV Land,339.0,8637,Bất động sản,Real Estate,2008.0,46.0,175.0,0.0,http://bvland.vn,1.5,-0.043,0.215,0.389,57.3,57.3,CT
161,BVN,UPCOM,Bông Việt Nam,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,1978.0,24.0,223.0,0.001,https://bongvietnam.com.vn/,,0.023,0.441,0.237,5.0,5.0,CT
162,BVS,HNX,Chứng khoán Bảo Việt,300.0,8777,Dịch vụ tài chính,Financial Services,1999.0,506.0,4227.0,0.072,http://www.bvsc.com.vn,3.2,-0.037,-0.17,-0.304,72.2,72.2,CK
163,BWA,UPCOM,Cấp thoát nước và Xây dựng Bảo Lộc,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2008.0,85.0,0.0,0.0,http://www.capnuocbaoloc.com,,-0.016,0.203,-0.014,2.7,2.7,CT
164,BWE,HOSE,Nước - Môi trường Bình Dương,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,1061.0,3997.0,0.178,http://www.biwase.com.vn,2.9,-0.066,-0.032,0.196,192.9,192.9,CT
165,BWS,UPCOM,Cấp Nước Bà Rịa Vũng Tàu,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,424.0,739.0,0.008,http://www.bwaco.com.vn,2.9,-0.057,-0.052,0.161,90.0,90.0,CT
166,BXH,HNX,Bao bì Xi măng HP,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,224.0,267.0,0.0,http://www.hcpc.vn,,-0.016,-0.048,0.248,3.0,3.0,CT
167,C12,UPCOM,Cầu 12,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007.0,508.0,414.0,0.0,http://www.congtycpcau12.vn,,-0.016,0.008,0.143,4.9,4.9,CT
168,C21,UPCOM,Thế kỷ 21,336.0,8633,Bất động sản,Real Estate,1997.0,123.0,619.0,0.004,http://www.c21.com.vn,2.7,-0.194,-0.038,-0.099,18.1,19.3,CT
169,C22,UPCOM,Công ty 22,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2007.0,313.0,395.0,0.0,http://www.congty22.net.vn,,-0.016,-0.308,0.172,3.6,3.6,CT
170,C32,HOSE,CIC39,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,1993.0,228.0,3378.0,0.044,http://www.cic39.vn,3.2,-0.142,-0.112,-0.146,15.0,15.0,CT
171,C36,UPCOM,XD công trình giao thông 236,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006.0,195.0,150.0,0.0,http://www.jsc236.vn,,,,,1.1,1.1,CT
172,C47,HOSE,Xây dựng 47,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005.0,655.0,1702.0,0.001,http://www.xaydung47.vn,2.6,-0.023,-0.189,-0.287,32.5,27.5,CT
173,C4G,UPCOM,Tập Đoàn Cienco4,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2015.0,864.0,1276.0,0.001,http://www.cienco4.vn,2.4,-0.057,-0.245,-0.164,224.7,224.7,CT
174,C69,HNX,Xây dựng1369,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003.0,165.0,3639.0,0.0,https://cpxd1369.com.vn,2.5,0.151,-0.229,-0.332,60.0,60.0,CT
175,C71,UPCOM,Xây dựng 471,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009.0,357.0,328.0,0.0,http://www.congty471.com.vn,,,,,7.0,7.0,CT
176,C92,UPCOM,Xây dựng và Đầu tư 492,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004.0,180.0,723.0,0.037,http://www.c92.com.vn,,-0.106,-0.297,-0.419,5.3,5.3,CT
177,CAB,UPCOM,Truyền hình Cáp Việt Nam,254.0,5553,Truyền thông,Media,2012.0,1540.0,1157.0,0.0,https://www.vtvcab.vn/,2.5,0.07,0.198,-0.557,45.7,45.7,CT
178,CAD,UPCOM,Thủy sản Cadovimex,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2005.0,326.0,1875.0,0.082,http://www.cadovimex.com,,-0.127,-0.306,-0.371,20.8,8.8,CT
179,CAG,HNX,Cảng An Giang,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011.0,120.0,1025.0,0.002,http://www.angiangport.com.vn,,-0.056,-0.124,-0.409,13.8,13.8,CT
180,CAN,HNX,Đồ hộp Hạ Long,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,1998.0,1024.0,626.0,0.196,http://www.canfoco.com.vn,3.0,-0.202,-0.21,0.025,5.0,5.0,CT
181,CAP,HNX,Lâm nông sản Yên Bái,156.0,1737,Tài nguyên Cơ bản,Basic Resources,2004.0,677.0,285.0,0.0,http://www.yfatuf.com.vn,3.2,-0.089,-0.018,0.769,7.9,7.9,CT
182,CAR,UPCOM,Tập đoàn Giáo dục Trí Việt,196.0,2793,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013.0,0.0,103.0,0.0,https://trivietgroup.edu.vn,,-0.012,0.029,,3.2,3.2,CT
183,CAT,UPCOM,Thủy sản Cà Mau,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2004.0,612.0,177.0,0.005,http://seaprimexco.com/,,-0.127,0.031,0.236,9.1,9.7,CT
184,CAV,HOSE,Dây cáp điện Việt Nam,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,1170.0,1369.0,0.002,http://www.cadivi-vn.com,3.1,-0.016,0.013,0.233,57.5,57.6,CT
185,CBC,UPCOM,Chè Bàu Cạn,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,1996.0,,268.0,0.0,http://www.catecka.com,,,,,11.9,11.9,CT
186,CBI,UPCOM,Gang thép Cao Bằng,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2006.0,832.0,284.0,0.0,https://gtcb.com.vn/,2.5,-0.114,-0.211,-0.459,43.0,43.0,CT
187,CBS,UPCOM,Mía đường Cao Bằng,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2006.0,368.0,348.0,0.0,http://www.miaduongcaobang.vn,,0.009,0.012,0.173,3.5,3.5,CT
188,CC1,UPCOM,TCT Xây dựng số 1,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010.0,1931.0,804.0,0.0,http://www.cc1jsc.com.vn,2.5,-0.032,-0.043,0.077,328.6,328.9,CT
189,CC4,UPCOM,ĐT và XD số 4,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006.0,77.0,0.0,0.0,http://www.icon4.com.vn,2.9,-0.016,0.078,1.362,64.0,64.0,CT
190,CCA,UPCOM,XNK Thuỷ sản Cần Thơ,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2006.0,704.0,400.0,0.007,http://www.caseamex.com.vn,,-0.06,-0.045,1.278,13.7,15.1,CT
191,CCI,HOSE,CIDICO,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2002.0,93.0,411.0,0.024,http://www.cidico.com.vn,3.2,-0.108,-0.085,0.373,17.5,17.7,CT
192,CCL,HOSE,Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,336.0,8633,Bất động sản,Real Estate,2007.0,73.0,5598.0,0.009,http://www.pvcl.com.vn,3.2,0.036,-0.122,-0.353,53.2,53.2,CT
193,CCM,UPCOM,Xi măng Cần Thơ,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2004.0,378.0,0.0,0.0,http://www.ximangcantho.vn,3.1,-0.322,-0.247,-0.136,6.2,6.2,CT
194,CCP,UPCOM,Cảng Cửa Cấm,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,71.0,178.0,0.0,http://www.cuacamport.com.vn,,-0.016,0.467,0.534,2.4,2.4,CT
195,CCR,HNX,Cảng Cam Ranh,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009.0,230.0,462.0,0.001,https://camranhport.vn/,2.7,-0.111,-0.083,,24.5,24.5,CT
196,CCT,UPCOM,Cảng Cần Thơ,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013.0,169.0,111.0,0.0,http://www.canthoport.com.vn/,2.8,0.124,0.325,0.307,28.5,28.5,CT
197,CCV,UPCOM,XD CN và đô thị Việt Nam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007.0,309.0,213.0,0.0,http://www.vcc.com.vn,,-0.016,0.078,1.343,1.8,1.8,CT
198,CDC,HOSE,Chương Dương Corp,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008.0,90.0,963.0,0.004,https://chuongduongcorp.vn,2.7,-0.007,0.046,0.352,22.0,22.0,CT
199,CDG,UPCOM,VLXD Cầu Đuống,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006.0,584.0,215.0,0.0,http://www.cauduong.com.vn,,-0.016,0.078,0.718,3.5,3.5,CT
200,CDH,UPCOM,CTCC và DV Du lịch Hải Phòng,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,245.0,267.0,0.0,http://www.ctcc.com.vn,,-0.016,0.078,0.343,2.0,2.0,CT
201,CDN,HNX,Cảng Đà Nẵng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008.0,717.0,647.0,0.206,http://www.danangport.com,3.3,0.036,0.102,0.18,99.0,99.0,CT
202,CDO,UPCOM,Tư vấn Thiết kế và PT Đô thị,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008.0,21.0,1919.0,0.006,http://www.cddc.vn,,-0.133,-0.405,-0.407,31.5,31.5,CT
203,CDP,UPCOM,Dược phẩm TW Codupha,238.0,4577,Y tế,Health Care,2010.0,465.0,903.0,0.0,http://www.codupha.com.vn,,0.107,0.07,-0.02,18.2,18.3,CT
204,CDR,UPCOM,Xây dựng Cao su Đồng Nai,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008.0,91.0,186.0,0.0,http://www.dorucon.com.vn,,0.171,-0.088,-0.059,2.1,2.1,CT
205,CE1,UPCOM,Thiết bị Công nghiệp CIE1,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008.0,194.0,147.0,0.0,http://www.cie1.com.vn,,-0.016,0.078,0.343,6.0,6.0,CT
206,CEG,UPCOM,XD và Thiết bị Công nghiệp,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1999.0,24.0,131.0,0.0,http://www.cie.com.vn,,-0.016,-0.055,-0.198,3.8,3.8,CT
207,CEN,UPCOM,CENCON Việt Nam,250.0,5373,Bán lẻ,Retail,2015.0,19.0,443.0,0.0,http://www.cencon.vn,,-0.048,-0.297,-0.505,21.7,21.7,CT
208,CEO,HNX,Tập đoàn CEO,336.0,8633,Bất động sản,Real Estate,2007.0,1883.0,26434.0,0.002,http://www.ceogroup.com.vn,2.5,0.044,-0.238,-0.252,257.3,257.3,CT
209,CET,HNX,HTC Holding JSC,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2009.0,26.0,693.0,0.001,https://cetholding.vn/,,-0.109,-0.214,-0.331,6.1,6.1,CT
210,CFM,UPCOM,Đầu tư CFM,196.0,2793,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2017.0,,224.0,0.001,http://www.cfminvestment.com,,0.149,0.3,0.277,2.0,2.0,CT
211,CFV,UPCOM,Cà phê Thắng Lợi,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,2007.0,52.0,0.0,0.0,http://www.thangloicoffee.com.vn,2.6,-0.016,0.078,1.226,12.7,8.1,CT
212,CGV,UPCOM,Vinaceglass JSC,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006.0,42.0,0.0,0.002,http://www.vinaceglass.com,,-0.056,-0.195,-0.319,9.5,9.5,CT
213,CH5,UPCOM,Xây dựng số 5 Hà Nội,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006.0,79.0,175.0,0.0,http://www.ch5.vn,,-0.016,0.078,-0.218,3.7,3.7,CT
214,CHC,UPCOM,Nội thất Cẩm Hà,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2004.0,691.0,767.0,0.0,http://www.camhafurniture.com,,-0.016,0.078,1.277,6.7,6.7,CT
215,CHP,HOSE,Thủy điện Miền Trung,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,135.0,3896.0,0.039,http://www.chp.vn,3.1,-0.064,-0.045,0.447,146.9,146.9,CT
216,CHS,UPCOM,Chiếu sáng TPHCM,276.0,7575,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,395.0,457.0,0.025,http://www.chieusang.com,2.9,0.053,0.037,0.01,28.4,28.4,CT
217,CI5,UPCOM,Đầu tư Xây dựng số 5,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2011.0,134.0,133.0,0.0,http://www.cic5.com.vn,,0.406,0.064,1.052,2.7,2.7,CT
218,CIA,HNX,DV Sân Bay Cam Ranh,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009.0,461.0,173.0,0.009,http://www.cias.vn,,-0.016,0.01,-0.081,18.7,19.7,CT
219,CID,UPCOM,Xây dựng và Phát triển Cơ sở Hạ tầng,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003.0,10.0,0.0,0.004,http://www.cinde.com.vn,,-0.032,-0.122,0.017,0.9,1.1,CT
220,CIG,HOSE,Xây dựng COMA 18,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005.0,59.0,308.0,0.0,http://www.coma18.vn,2.2,0.004,-0.286,-0.378,31.5,31.5,CT
221,CII,HOSE,Hạ tầng Kỹ thuật TP.HCM,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001.0,118.0,39257.0,0.074,http://www.cii.com.vn,2.4,-0.044,-0.217,-0.243,252.2,284.0,CT
222,CIP,UPCOM,XL và SX công nghiệp,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006.0,63.0,617.0,0.0,http://www.cipc.com.vn,,-0.233,-0.376,-0.443,4.5,4.5,CT
223,CJC,HNX,Cơ điện Miền Trung,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005.0,248.0,110.0,0.005,http://www.cemc.com.vn,,-0.016,0.078,1.343,4.0,4.0,CT
224,CKA,UPCOM,Cơ khí An Giang,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,190.0,185.0,0.002,http://www.cokhiangiang.com.vn,,-0.158,0.002,0.267,3.3,3.3,CT
225,CKD,UPCOM,Đông Anh Licogi,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,681.0,674.0,0.0,http://www.ckda.vn,2.8,-0.016,0.169,0.276,31.0,31.0,CT
226,CKG,HOSE,Xây dựng Kiên Giang,339.0,8637,Bất động sản,Real Estate,2013.0,270.0,10601.0,0.0,http://www.cickg.com,2.8,-0.073,0.089,0.167,95.3,86.6,CT
227,CKV,HNX,CokyVina,314.0,9578,Công nghệ Thông tin,Technology,2005.0,2218.0,372.0,0.002,http://www.cokyvina.com.vn,,-0.016,0.153,0.829,4.0,4.1,CT
228,CLC,HOSE,Thuốc lá Cát Lợi,229.0,3785,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003.0,313.0,1000.0,0.021,http://www.catloi.com.vn,3.0,-0.07,0.007,0.21,26.2,26.2,CT
229,CLG,UPCOM,Cotec Land,336.0,8633,Bất động sản,Real Estate,2004.0,142.0,0.0,0.004,http://www.cotecland.com.vn,,0.096,-0.088,-0.272,21.2,21.2,CT
230,CLH,HNX,Xi măng La Hiên,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,1994.0,548.0,543.0,0.027,http://www.ximanglahien.com.vn,3.3,-0.036,0.012,0.384,12.0,12.0,CT
231,CLL,HOSE,Cảng Cát Lái,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,15.0,775.0,0.07,http://catlaiport.com.vn,2.9,-0.02,0.05,0.083,34.0,34.0,CT
232,CLM,HNX,Xuất nhập khẩu Than - Vinacomin,160.0,1771,Tài nguyên Cơ bản,Basic Resources,1982.0,173.0,155.0,0.0,http://coalimex.vn,3.1,-0.05,-0.075,1.895,11.0,11.0,CT
233,CLW,HOSE,Cấp nước Chợ Lớn,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,455.0,446.0,0.049,http://www.capnuoccholon.com.vn,3.0,-0.016,0.078,0.475,13.0,13.0,CT
234,CLX,UPCOM,XNK và Đầu tư Chợ Lớn (CHOLIMEX),218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2010.0,207.0,399.0,0.06,http://www.cholimex.com.vn,3.0,-0.032,-0.086,-0.295,86.6,86.6,CT
235,CMC,HNX,Đầu tư CMC,211.0,3353,Ô tô và phụ tùng,Automobiles & Parts,2004.0,17.0,414.0,0.011,http://www.cmci.com.vn,,-0.131,-0.214,-0.401,4.6,4.6,CT
236,CMD,UPCOM,VLXD và Nội thất TP.HCM,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,1976.0,62.0,292.0,0.001,http://www.cmid.com.vn,,0.148,0.089,0.237,10.5,15.0,CT
237,CMF,UPCOM,Thực phẩm Cholimex,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2006.0,1534.0,133.0,0.243,http://www.cholimexfood.com.vn,3.3,-0.016,-0.088,0.184,8.1,8.1,CT
238,CMG,HOSE,Tập đoàn Công nghệ CMC,308.0,9533,Công nghệ Thông tin,Technology,2009.0,2365.0,1130.0,0.421,http://www.cmc.com.vn,2.5,0.006,-0.028,0.173,150.0,150.0,CT
239,CMI,UPCOM,CMISTONE Việt Nam,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2007.0,40.0,109.0,0.002,http://www.cmistone.com.vn,,-0.016,-0.002,0.228,16.0,15.0,CT
240,CMK,UPCOM,Cơ khí Mạo Khê - Vinacomin,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,320.0,238.0,0.0,http://www.cokhimaokhe.com.vn,,-0.016,0.078,0.343,1.4,1.4,CT
241,CMM,UPCOM,Camimex,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2013.0,862.0,110.0,0.0,https://cmmseafood.com.vn,,-0.054,,,57.0,57.0,CT
242,CMN,UPCOM,Colusa -  Miliket,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2006.0,534.0,186.0,0.001,http://www.comifood.com,,-0.016,0.078,0.225,4.8,4.8,CT
243,CMP,UPCOM,Cảng Chân Mây,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,309.0,257.0,0.0,https://chanmayport.com.vn/,2.9,-0.016,0.078,0.343,32.4,32.4,CT
244,CMS,HNX,CMH Group,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007.0,326.0,0.0,0.0,http://www.cmvietnam.vn,3.0,-0.113,-0.284,-0.239,25.5,25.5,CT
245,CMT,UPCOM,CN mạng và Truyền thông,310.0,9537,Công nghệ Thông tin,Technology,2003.0,61.0,0.0,0.048,http://www.infonet.com.vn,,-0.164,-0.298,-0.372,7.3,8.0,CT
246,CMV,HOSE,Thương nghiệp Cà Mau,250.0,5373,Bán lẻ,Retail,1980.0,666.0,583.0,0.002,http://www.tncm.com.vn,2.8,-0.022,-0.044,-0.015,18.2,18.2,CT
247,CMW,UPCOM,Cấp nước Cà Mau,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1992.0,244.0,524.0,0.0,http://www.ctncamau.com.vn,2.8,-0.016,0.078,0.023,15.5,15.5,CT
248,CMX,HOSE,CAMIMEX Group,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2006.0,921.0,9602.0,0.095,http://www.camimex.com.vn,2.5,0.079,-0.305,-0.293,101.9,101.9,CT
