ticker,industryEn,loanDeposit,badLoanGrossLoan,badLoanAsset,provisionBadLoan,financialHealth,netDebtEquity,currentRatio,quickRatio,interestCoverage,netDebtEBITDA
FMC,Farming & Fishing,,,,,4.4,4,4,4,5,5
FOC,Media Agencies,,,,,4.2,5,5,5,1,5
FOX,Fixed Line Telecommunications,,,,,3.4,2,3,3,5,4
FPT,Software,,,,,4.0,3,3,4,5,5
FRC,Forestry,,,,,2.4,4,3,3,1,1
FRM,Forestry,,,,,3.4,5,5,5,1,1
FRT,Specialty Retailers,,,,,2.4,1,3,2,5,1
FSO,Commercial Vehicles & Trucks,,,,,5.0,5,5,5,5,5
FT1,Industrial Machinery,,,,,2.8,5,4,3,1,1
FTI,Auto Parts,,,,,2.8,5,3,4,1,1
FTM,Clothing & Accessories,,,,,2.4,5,2,3,1,1
FTS,Investment Services,,,,,4.0,4,5,5,1,5
FUCTVGF4,,,,,,,,,,,
FUEDCMID,,,,,,,,,,,
FUEKIV30,,,,,,,,,,,
FUESSV30,,,,,,,,,,,
FUESSVFL,,,,,,,,,,,
FUEVN100,,,,,,,,,,,
G20,Clothing & Accessories,,,,,2.6,1,3,3,1,5
G36,Heavy Construction,,,,,2.2,2,3,3,2,1
GAB,Building Materials & Fixtures,,,,,3.0,4,4,5,1,1
GAS,Gas Distribution,,,,,5.0,5,5,5,5,5
GCB,Gas Distribution,,,,,4.2,5,5,5,5,1
GDT,Furnishings,,,,,4.2,4,4,3,5,5
GDW,Water,,,,,4.4,5,3,4,5,5
GE2,Conventional Electricity,,,,,3.8,3,5,5,5,1
GEE,Electronic Equipment,,,,,2.2,2,3,2,3,1
GEG,Conventional Electricity,,,,,2.0,2,2,2,2,2
GER,Commodity Chemicals,,,,,3.0,4,5,4,1,1
GEX,Electronic Equipment,,,,,3.4,3,3,3,3,5
GGG,Automobiles,,,,,2.8,5,1,2,1,5
GH3,Heavy Construction,,,,,2.8,5,3,4,1,1
GHC,Conventional Electricity,,,,,4.8,4,5,5,5,5
GIC,Transportation Services,,,,,4.2,5,5,5,1,5
GIL,Clothing & Accessories,,,,,4.8,4,5,5,5,5
GKM,Building Materials & Fixtures,,,,,4.4,4,5,5,3,5
GLC,Gold Mining,,,,,2.0,1,1,2,1,5
GLT,Consumer Electronics,,,,,5.0,5,5,5,5,5
GLW,Water,,,,,4.0,4,5,5,1,5
GMA,Industrial Machinery,,,,,2.8,2,3,3,5,1
GMC,Clothing & Accessories,,,,,5.0,5,5,5,5,5
GMD,Transportation Services,,,,,4.2,4,3,4,5,5
GMH,Building Materials & Fixtures,,,,,5.0,5,5,5,5,5
GMX,Building Materials & Fixtures,,,,,4.2,5,3,3,5,5
GND,Building Materials & Fixtures,,,,,3.2,4,5,5,1,1
GSM,Conventional Electricity,,,,,4.8,4,5,5,5,5
GSP,Marine Transportation,,,,,3.8,3,3,4,5,4
GTA,Forestry,,,,,2.6,2,3,4,3,1
GTD,Footwear,,,,,2.0,4,2,2,1,1
GTH,Heavy Construction,,,,,2.2,3,3,3,1,1
GTS,Heavy Construction,,,,,3.4,5,3,3,1,5
GTT,Recreational Services,,,,,2.8,5,1,2,1,5
GVR,Commodity Chemicals,,,,,4.8,4,5,5,5,5
GVT,Paper,,,,,3.4,4,3,3,3,4
H11,Heavy Construction,,,,,2.0,1,3,3,2,1
HAC,Investment Services,,,,,4.2,5,5,5,1,5
HAD,Brewers,,,,,4.2,5,5,5,1,5
HAF,Food Products,,,,,4.0,4,5,5,1,5
HAG,Farming & Fishing,,,,,2.6,2,3,3,3,2
HAH,Transportation Services,,,,,4.8,4,5,5,5,5
HAI,Specialty Chemicals,,,,,4.0,4,5,5,1,5
HAM,Building Materials & Fixtures,,,,,1.6,1,2,3,1,1
HAN,Heavy Construction,,,,,3.2,4,3,3,5,1
HAP,Paper,,,,,4.8,4,5,5,5,5
HAR,Real Estate Holding & Development,,,,,4.4,4,5,5,3,5
HAS,Heavy Construction,,,,,4.8,4,5,5,5,5
HAT,Brewers,,,,,3.6,5,3,4,1,5
HAV,Distillers & Vintners,,,,,2.4,4,3,3,1,1
HAX,Automobiles,,,,,3.8,3,3,3,5,5
HBC,Heavy Construction,,,,,2.4,2,3,4,2,1
HBD,Containers & Packaging,,,,,5.0,5,5,5,5,5
HBH,Brewers,,,,,4.0,4,3,3,5,5
HBS,Investment Services,,,,,4.2,5,5,5,1,5
HC1,Heavy Construction,,,,,3.0,5,3,3,3,1
HC3,Heavy Construction,,,,,4.2,5,5,5,1,5
HCB,Clothing & Accessories,,,,,1.4,1,2,2,1,1
HCC,Building Materials & Fixtures,,,,,4.2,4,3,4,5,5
HCD,Commodity Chemicals,,,,,3.8,4,3,3,5,4
HCI,Heavy Construction,,,,,2.4,5,2,3,1,1
HCM,Investment Services,,,,,3.4,3,4,5,1,4
HCT,Trucking,,,,,4.2,5,5,5,1,5
HD2,Real Estate Holding & Development,,,,,3.4,5,5,5,1,1
HD6,Real Estate Holding & Development,,,,,4.0,5,2,3,5,5
HD8,Real Estate Holding & Development,,,,,3.0,5,4,4,1,1
HDA,Building Materials & Fixtures,,,,,4.8,4,5,5,5,5
HDB,Banks,1,4,5,3,3.1,,,,,
HDC,Real Estate Holding & Development,,,,,3.4,2,4,3,5,3
HDG,Real Estate Holding & Development,,,,,3.6,3,3,3,5,4
HDM,Clothing & Accessories,,,,,2.8,4,3,3,3,1
HDO,Containers & Packaging,,,,,2.8,5,1,2,1,5
HDP,Pharmaceuticals,,,,,2.4,4,3,3,1,1
HDW,Water,,,,,2.8,3,2,2,5,2
HEC,Business Support Services,,,,,2.6,4,3,4,1,1
HEJ,Heavy Construction,,,,,2.8,4,4,4,1,1
HEM,Electronic Equipment,,,,,4.0,4,4,4,5,3
HEP,Waste & Disposal Services,,,,,3.2,5,4,5,1,1
HES,Recreational Services,,,,,2.4,5,2,3,1,1
HEV,Publishing,,,,,4.2,5,5,5,1,5
HFB,Heavy Construction,,,,,2.6,5,3,3,1,1
HFC,Gas Distribution,,,,,1.8,2,2,3,1,1
HFX,Broadline Retailers,,,,,2.0,5,1,2,1,1
HGM,General Mining,,,,,5.0,5,5,5,5,5
HGT,Travel & Tourism,,,,,3.0,5,3,4,1,2
HGW,Water,,,,,4.0,4,3,3,5,5
HHC,Food Products,,,,,2.8,4,3,4,2,1
HHG,Travel & Tourism,,,,,2.6,4,1,2,1,5
HHN,Transportation Services,,,,,3.4,5,5,5,1,1
HHP,Paper,,,,,3.8,3,4,4,5,3
HHR,Railroads,,,,,3.0,3,3,3,5,1
HHS,Automobiles,,,,,4.2,4,5,5,5,2
HHV,Heavy Construction,,,,,1.4,1,1,2,2,1
HID,Heavy Construction,,,,,3.2,3,5,5,2,1
HIG,Software,,,,,4.4,4,4,4,5,5
HII,Commodity Chemicals,,,,,2.6,3,3,3,3,1
HIZ,Real Estate Holding & Development,,,,,2.8,2,5,5,1,1
HJC,Tobacco,,,,,4.4,4,5,4,5,4
HJS,Conventional Electricity,,,,,5.0,5,5,5,5,5
HKB,Food Products,,,,,2.6,4,1,2,1,5
HKP,Containers & Packaging,,,,,2.6,4,4,3,1,1
HKT,Soft Drinks,,,,,4.2,4,3,4,5,5
HLA,Steel,,,,,2.8,5,1,2,1,5
HLB,Brewers,,,,,2.8,5,3,4,1,1
HLC,Coal,,,,,2.4,1,2,2,2,5
HLD,Real Estate Holding & Development,,,,,4.8,5,5,5,4,5
HLG,Farming & Fishing,,,,,2.6,3,3,4,2,1
HLR,Railroads,,,,,2.4,4,3,3,1,1
HLS,Electrical Components & Equipment,,,,,3.4,5,5,5,1,1
HLT,Clothing & Accessories,,,,,2.8,2,3,3,1,5
HLY,Building Materials & Fixtures,,,,,2.8,5,1,2,1,5
HMC,Steel,,,,,2.8,3,3,3,4,1
HMG,Steel,,,,,3.0,2,4,4,3,2
HMH,Trucking,,,,,4.2,5,5,5,1,5
HMR,Building Materials & Fixtures,,,,,5.0,5,5,5,5,5
HMS,Heavy Construction,,,,,2.8,5,4,3,1,1
HNA,Conventional Electricity,,,,,4.2,4,3,4,5,5
HNB,Transportation Services,,,,,3.4,5,5,5,1,1
HND,Conventional Electricity,,,,,4.6,4,4,5,5,5
HNF,Food Products,,,,,2.6,2,3,3,3,2
HNG,Farming & Fishing,,,,,1.2,1,1,2,1,1
HNI,Clothing & Accessories,,,,,4.0,5,4,5,5,1
HNM,Food Products,,,,,3.0,2,3,3,4,3
HNP,Commodity Chemicals,,,,,2.6,4,3,4,1,1
HNR,Distillers & Vintners,,,,,3.6,5,5,5,1,2
HOM,Building Materials & Fixtures,,,,,4.0,4,3,3,5,5
HOT,Travel & Tourism,,,,,2.8,5,1,2,1,5
HPB,Containers & Packaging,,,,,3.8,4,5,4,5,1
HPD,Conventional Electricity,,,,,4.0,4,3,4,4,5
HPG,Steel,,,,,3.8,3,3,3,5,5
HPH,Specialty Chemicals,,,,,3.2,4,5,5,1,1
HPI,Real Estate Holding & Development,,,,,2.6,4,1,2,1,5
HPM,General Mining,,,,,4.0,4,5,5,1,5
HPP,Building Materials & Fixtures,,,,,2.2,3,3,3,1,1
HPT,Software,,,,,2.4,3,3,4,1,1
HPW,Water,,,,,4.2,3,4,5,5,4
HPX,Real Estate Holding & Development,,,,,2.6,2,5,3,2,1
HQC,Real Estate Holding & Development,,,,,4.0,5,3,4,3,5
HRB,Real Estate Holding & Development,,,,,3.4,5,5,5,1,1
HRC,Commodity Chemicals,,,,,2.4,4,2,2,3,1
HRT,Travel & Tourism,,,,,2.6,2,2,3,2,4
HSA,Business Support Services,,,,,4.2,5,5,5,5,1
HSG,Steel,,,,,3.4,4,4,2,3,4
HSI,Specialty Chemicals,,,,,2.4,5,2,3,1,1
HSL,Food Products,,,,,5.0,5,5,5,5,5
HSM,Clothing & Accessories,,,,,2.4,2,3,3,3,1
HSP,Building Materials & Fixtures,,,,,5.0,5,5,5,5,5
HSV,Steel,,,,,3.6,3,5,5,4,1
HT1,Building Materials & Fixtures,,,,,3.6,4,2,2,5,5
HTC,Gas Distribution,,,,,4.2,5,3,3,5,5
HTE,Conventional Electricity,,,,,3.6,5,4,3,1,5
HTG,Clothing & Accessories,,,,,3.8,3,3,3,5,5
HTI,Heavy Construction,,,,,2.0,2,1,2,2,3
HTL,Automobiles,,,,,4.6,5,5,3,5,5
HTM,Broadline Retailers,,,,,4.0,4,5,5,1,5
HTN,Real Estate Holding & Development,,,,,2.6,2,3,4,3,1
HTP,Publishing,,,,,2.2,3,2,3,2,1
HTR,Railroads,,,,,3.4,5,3,3,5,1
HTT,Broadline Retailers,,,,,2.6,4,1,2,1,5
HTV,Marine Transportation,,,,,4.2,5,5,5,1,5
HTW,Water,,,,,4.4,4,4,5,5,4
HU1,Heavy Construction,,,,,2.4,3,3,3,2,1
HU3,Heavy Construction,,,,,3.6,4,4,3,2,5
HU4,Heavy Construction,,,,,3.0,2,5,2,5,1
HU6,Real Estate Holding & Development,,,,,3.4,5,5,5,1,1
HUB,Heavy Construction,,,,,4.8,5,5,4,5,5
HUG,Clothing & Accessories,,,,,4.4,5,3,4,5,5
HUT,Heavy Construction,,,,,2.8,2,4,4,3,1
HVA,Farming & Fishing,,,,,4.6,5,5,5,3,5
HVG,Farming & Fishing,,,,,2.4,1,2,3,1,5
HVH,Heavy Construction,,,,,4.6,4,5,4,5,5
HVN,Airlines,,,,,2.8,5,1,2,1,5
HVT,Specialty Chemicals,,,,,4.4,4,4,4,5,5
HVX,Building Materials & Fixtures,,,,,3.0,4,2,2,2,5
HWS,Water,,,,,4.2,3,4,4,5,5
IBC,Specialty Finance,,,,,3.4,2,3,4,3,5
IBD,Publishing,,,,,3.4,5,5,5,1,1
IBN,Publishing,,,,,3.4,5,5,5,1,1
ICC,Heavy Construction,,,,,3.2,5,5,4,1,1
ICF,Farming & Fishing,,,,,2.6,4,5,2,1,1
ICG,Heavy Construction,,,,,3.4,5,3,3,5,1
ICI,Heavy Construction,,,,,2.8,5,3,4,1,1
ICN,Heavy Construction,,,,,3.8,5,5,5,3,1
ICT,Software,,,,,3.8,4,3,4,3,5
IDC,Real Estate Holding & Development,,,,,4.4,3,4,5,5,5
IDI,Farming & Fishing,,,,,3.4,3,3,3,5,3
IDJ,Real Estate Holding & Development,,,,,3.8,4,3,2,5,5
IDP,Food Products,,,,,4.2,4,3,4,5,5
IDV,Real Estate Holding & Development,,,,,4.8,4,5,5,5,5
IFS,Soft Drinks,,,,,5.0,5,5,5,5,5
IHK,Publishing,,,,,4.4,5,4,3,5,5
IJC,Real Estate Holding & Development,,,,,4.2,4,5,2,5,5
ILA,Farming & Fishing,,,,,4.6,4,5,5,4,5
ILB,Transportation Services,,,,,3.8,4,2,3,5,5
ILC,Business Training & Employment Agencies,,,,,2.2,2,3,4,1,1
ILS,Containers & Packaging,,,,,2.4,4,2,3,2,1
IME,Industrial Machinery,,,,,3.6,5,4,3,5,1
IMP,Pharmaceuticals,,,,,4.8,4,5,5,5,5
IN4,Publishing,,,,,3.2,5,4,5,1,1
INC,Heavy Construction,,,,,4.0,5,5,4,1,5
INN,Containers & Packaging,,,,,4.0,4,3,3,5,5
IPA,Business Support Services,,,,,3.6,2,5,5,5,1
IRC,Commodity Chemicals,,,,,5.0,5,5,5,5,5
ISG,Marine Transportation,,,,,2.8,5,1,2,1,5
ISH,Conventional Electricity,,,,,4.0,5,2,3,5,5
IST,Transportation Services,,,,,3.8,4,2,3,5,5
ITA,Real Estate Holding & Development,,,,,4.6,4,5,4,5,5
ITC,Real Estate Holding & Development,,,,,3.8,4,4,2,4,5
ITD,Computer Hardware,,,,,4.6,4,4,5,5,5
ITQ,Steel,,,,,3.2,4,5,3,3,1
ITS,Industrial Machinery,,,,,1.8,1,2,3,2,1
IVS,Investment Services,,,,,5.0,5,5,5,5,5
JOS,Farming & Fishing,,,,,2.8,5,1,2,1,5
JVC,Medical Equipment,,,,,4.0,4,5,5,1,5
KAC,Real Estate Holding & Development,,,,,4.2,5,5,5,1,5
KBC,Real Estate Holding & Development,,,,,4.4,4,5,5,5,3
KCB,General Mining,,,,,5.0,5,5,5,5,5
KCE,Building Materials & Fixtures,,,,,4.4,5,5,5,2,5
KDC,Food Products,,,,,3.8,4,3,3,5,4
KDH,Real Estate Holding & Development,,,,,4.4,4,5,5,5,3
KDM,Heavy Construction,,,,,3.4,5,5,5,1,1
KGM,Broadline Retailers,,,,,1.8,1,3,2,2,1
KHA,Real Estate Holding & Development,,,,,4.4,5,3,4,5,5
KHD,General Mining,,,,,3.8,5,2,2,5,5
KHG,Real Estate Holding & Development,,,,,3.6,4,2,3,5,4
KHL,Building Materials & Fixtures,,,,,2.6,4,1,2,1,5
KHP,Conventional Electricity,,,,,2.8,2,3,4,2,3
KHS,Farming & Fishing,,,,,3.4,3,3,3,4,4
KHW,Water,,,,,4.8,4,5,5,5,5
KIP,Electronic Equipment,,,,,3.6,4,4,2,5,3
KKC,Steel,,,,,2.6,3,5,3,1,1
KLB,Banks,2,4,5,2,3.2,,,,,
KLF,Recreational Services,,,,,4.0,4,5,5,1,5
KLM,Nonferrous Metals,,,,,1.6,3,1,2,1,1
KMR,Clothing & Accessories,,,,,3.8,4,5,3,3,4
KMT,Steel,,,,,2.0,1,3,3,2,1
KOS,Real Estate Holding & Development,,,,,3.0,3,5,4,2,1
KPF,Building Materials & Fixtures,,,,,4.2,5,5,5,1,5
KSB,General Mining,,,,,4.0,3,4,5,4,4
KSD,Durable Household Products,,,,,4.2,4,5,5,5,2
KSF,Real Estate Holding & Development,,,,,4.8,4,5,5,5,5
KSH,General Mining,,,,,4.2,5,5,5,1,5
KSK,Building Materials & Fixtures,,,,,3.2,5,2,3,1,5
KSQ,General Mining,,,,,4.0,4,5,5,1,5
KSS,General Mining,,,,,1.6,1,2,3,1,1
KST,Telecommunications Equipment,,,,,3.6,5,3,4,1,5
KSV,General Mining,,,,,3.0,2,2,2,4,5
KTC,Travel & Tourism,,,,,2.0,2,2,2,3,1
KTL,Steel,,,,,2.0,2,2,2,3,1
KTS,Food Products,,,,,2.2,2,3,3,2,1
KTT,Heavy Construction,,,,,2.0,1,3,3,2,1
KTU,Waste & Disposal Services,,,,,4.2,5,5,5,1,5
KVC,Steel,,,,,3.0,4,5,3,1,2
L10,Industrial Machinery,,,,,4.4,5,4,4,4,5
L12,Heavy Construction,,,,,2.2,2,3,3,2,1
L14,Heavy Construction,,,,,5.0,5,5,5,5,5
L18,Heavy Construction,,,,,2.6,2,4,3,3,1
L35,Industrial Machinery,,,,,1.8,1,3,3,1,1
L40,Heavy Construction,,,,,4.0,4,3,3,5,5
L43,Industrial Machinery,,,,,1.8,1,3,3,1,1
L44,Industrial Machinery,,,,,2.8,5,1,2,1,5
L45,Heavy Construction,,,,,1.8,2,3,2,1,1
L61,Industrial Machinery,,,,,1.6,1,3,2,1,1
L62,Industrial Machinery,,,,,1.8,1,3,3,1,1
L63,Industrial Machinery,,,,,1.6,1,3,2,1,1
LAF,Food Products,,,,,2.8,2,3,2,5,2
LAI,Heavy Construction,,,,,2.2,3,3,2,2,1
LAS,Specialty Chemicals,,,,,4.4,4,5,3,5,5
LAW,Water,,,,,3.6,4,2,2,5,5
LBC,Broadline Retailers,,,,,3.2,5,5,4,1,1
LBE,Publishing,,,,,4.8,5,5,4,5,5
LBM,Building Materials & Fixtures,,,,,4.6,5,4,4,5,5
LCC,Building Materials & Fixtures,,,,,2.0,5,1,2,1,1
LCD,Heavy Construction,,,,,2.2,2,3,3,2,1
LCG,Heavy Construction,,,,,3.6,4,4,4,4,2
LCM,General Mining,,,,,4.2,5,5,5,1,5
LCS,Heavy Construction,,,,,1.6,1,2,2,1,2
LCW,Water,,,,,4.4,5,3,4,5,5
LDG,Real Estate Services,,,,,3.6,4,5,5,3,1
LDP,Pharmaceuticals,,,,,3.8,3,3,3,5,5
LDW,Water,,,,,4.4,4,5,5,5,3
LEC,Real Estate Holding & Development,,,,,2.4,2,3,4,2,1
LG9,Heavy Construction,,,,,1.8,1,3,3,1,1
LGC,Heavy Construction,,,,,1.8,2,1,2,3,1
LGL,Real Estate Holding & Development,,,,,3.4,4,3,3,2,5
LGM,Clothing & Accessories,,,,,2.4,4,3,3,1,1
LHC,Heavy Construction,,,,,4.2,5,3,3,5,5
LHG,Real Estate Holding & Development,,,,,5.0,5,5,5,5,5
LIC,Heavy Construction,,,,,1.6,1,2,2,2,1
LIG,Heavy Construction,,,,,3.0,2,3,3,2,5
LIX,Personal Products,,,,,4.6,5,4,4,5,5
LKW,Water,,,,,3.4,5,5,5,1,1
LLM,Industrial Machinery,,,,,3.6,5,3,3,2,5
LM3,Heavy Construction,,,,,2.8,5,1,2,1,5
LM7,Industrial Machinery,,,,,2.2,1,2,2,1,5
LM8,Heavy Construction,,,,,2.0,1,3,3,2,1
LMC,General Mining,,,,,3.2,4,5,5,1,1
LMH,Real Estate Holding & Development,,,,,2.4,4,3,3,1,1
LMI,Industrial Machinery,,,,,2.0,2,3,3,1,1
LNC,Commodity Chemicals,,,,,1.4,2,1,2,1,1
LO5,Industrial Machinery,,,,,3.0,5,2,2,1,5
LPB,Banks,1,4,4,5,3.4,,,,,
LPT,Business Training & Employment Agencies,,,,,4.8,4,5,5,5,5
LQN,Industrial Machinery,,,,,1.4,1,2,2,1,1
LSG,Real Estate Holding & Development,,,,,3.4,2,4,4,2,5
LSS,Food Products,,,,,3.4,4,3,2,4,4
LTC,Computer Hardware,,,,,3.0,2,3,3,2,5
LTG,Specialty Chemicals,,,,,3.2,2,3,3,4,4
LUT,Heavy Construction,,,,,2.0,3,3,2,1,1
LWS,Water,,,,,5.0,5,5,5,5,5
M10,Clothing & Accessories,,,,,3.6,3,3,3,5,4
MA1,Electronic Equipment,,,,,2.0,3,2,3,1,1
MAC,Commercial Vehicles & Trucks,,,,,5.0,5,5,5,5,5
MAS,Travel & Tourism,,,,,2.8,4,2,2,1,5
MBB,Banks,1,4,5,5,3.6,,,,,
MBG,Building Materials & Fixtures,,,,,5.0,5,5,5,5,5
MBN,Waste & Disposal Services,,,,,3.2,5,4,5,1,1
MBS,Investment Services,,,,,3.4,2,3,4,5,3
MCC,Building Materials & Fixtures,,,,,4.4,5,4,3,5,5
MCD,,,,,,,,,,,
MCF,Food Products,,,,,3.4,3,4,2,4,4
MCG,Heavy Construction,,,,,2.4,4,3,3,1,1
MCH,Food Products,,,,,4.8,4,5,5,5,5
MCI,Building Materials & Fixtures,,,,,2.0,5,1,2,1,1
MCM,Food Products,,,,,5.0,5,5,5,5,5
MCO,Heavy Construction,,,,,3.2,4,2,3,2,5
MCP,Containers & Packaging,,,,,4.4,4,5,3,5,5
MCT,Building Materials & Fixtures,,,,,2.0,1,3,3,2,1
MDA,Waste & Disposal Services,,,,,2.4,4,3,3,1,1
MDC,Coal,,,,,2.4,2,1,2,3,4
MDF,Forestry,,,,,3.2,3,3,2,4,4
MDG,Building Materials & Fixtures,,,,,4.2,4,3,4,5,5
MEC,Heavy Construction,,,,,3.0,5,2,2,1,5
MED,Pharmaceuticals,,,,,3.6,5,3,4,1,5
MEF,Medical Supplies,,,,,3.4,5,5,5,1,1
MEL,Steel,,,,,3.2,2,3,2,5,4
MES,Heavy Construction,,,,,4.0,5,5,5,1,4
MFS,Mobile Telecommunications,,,,,5.0,5,5,5,5,5
MGC,General Mining,,,,,2.4,3,3,4,1,1
MGG,Clothing & Accessories,,,,,2.4,4,3,3,1,1
MGR,Real Estate Holding & Development,,,,,4.2,5,5,5,1,5
MH3,Real Estate Holding & Development,,,,,4.0,4,5,5,1,5
MHC,Trucking,,,,,3.6,2,5,5,1,5
MHL,Steel,,,,,3.6,2,3,4,5,4
MIC,General Mining,,,,,4.0,4,3,3,5,5
MIE,Industrial Machinery,,,,,3.4,4,4,4,4,1
MIG,Property & Casualty Insurance,,,,,3.2,5,2,3,1,5
MIM,General Mining,,,,,1.8,2,2,2,2,1
MKP,Pharmaceuticals,,,,,4.6,4,5,4,5,5
MKV,Pharmaceuticals,,,,,4.4,4,4,4,5,5
MLC,Waste & Disposal Services,,,,,3.2,5,4,5,1,1
MLS,Farming & Fishing,,,,,3.8,4,3,2,5,5
MML,Food Products,,,,,3.4,3,4,5,4,1
MNB,Clothing & Accessories,,,,,2.6,1,2,3,5,2
MND,Waste & Disposal Services,,,,,3.2,5,4,5,1,1
MPC,Farming & Fishing,,,,,3.8,3,4,3,5,4
MPT,Clothing & Accessories,,,,,4.0,4,5,5,1,5
MPY,Waste & Disposal Services,,,,,3.4,5,5,5,1,1
MQB,Waste & Disposal Services,,,,,5.0,5,5,5,5,5
MQN,Waste & Disposal Services,,,,,3.2,4,5,5,1,1
MRF,Medical Equipment,,,,,2.6,4,4,3,1,1
MSB,Banks,1,4,5,4,3.4,,,,,
MSH,Clothing & Accessories,,,,,4.4,4,4,4,5,5
MSN,Food Products,,,,,2.2,2,2,2,4,1
MSR,General Mining,,,,,2.2,3,2,2,2,2
MST,Heavy Construction,,,,,2.8,4,2,3,4,1
MTA,General Mining,,,,,2.4,4,3,3,1,1
MTB,,,,,,,,,,,
MTC,Hotels,,,,,3.4,5,5,5,1,1
MTG,Gas Distribution,,,,,3.2,5,2,3,1,5
MTH,Waste & Disposal Services,,,,,3.4,5,5,5,1,1
MTL,Waste & Disposal Services,,,,,3.4,5,5,5,1,1
MTP,Pharmaceuticals,,,,,1.8,1,3,3,1,1
MTS,Industrial Suppliers,,,,,3.6,3,3,3,4,5
MTV,Waste & Disposal Services,,,,,5.0,5,5,5,5,5
MVB,General Mining,,,,,3.6,4,2,3,4,5
MVC,Building Materials & Fixtures,,,,,4.0,4,5,5,1,5
MVN,Marine Transportation,,,,,4.4,4,4,4,5,5
MWG,Specialty Retailers,,,,,4.0,3,4,3,5,5
NAB,Banks,2,3,4,1,2.5,,,,,
NAC,Heavy Construction,,,,,2.6,5,3,3,1,1
NAF,Soft Drinks,,,,,3.6,3,3,4,5,3
NAG,Electrical Components & Equipment,,,,,2.0,1,3,3,2,1
NAP,Transportation Services,,,,,5.0,5,5,5,5,5
NAS,Transportation Services,,,,,2.4,1,2,3,5,1
NAU,Waste & Disposal Services,,,,,2.6,5,3,3,1,1
NAV,Building Materials & Fixtures,,,,,4.2,5,5,5,1,5
NAW,Water,,,,,2.6,4,3,3,2,1
NBB,Real Estate Holding & Development,,,,,2.2,2,3,3,2,1
NBC,Coal,,,,,2.2,1,2,2,2,4
NBE,Publishing,,,,,3.4,5,5,5,1,1
NBP,Conventional Electricity,,,,,4.2,5,5,5,1,5
NBT,Water,,,,,4.6,4,4,5,5,5
NBW,Water,,,,,3.6,5,3,4,1,5
NCS,Food Products,,,,,1.6,1,2,3,1,1
NCT,Transportation Services,,,,,4.2,5,5,5,1,5
ND2,Conventional Electricity,,,,,3.6,2,3,4,4,5
NDC,Pharmaceuticals,,,,,3.4,5,5,5,1,1
NDF,Food Products,,,,,5.0,5,5,5,5,5
NDN,Real Estate Holding & Development,,,,,4.2,5,5,5,1,5
NDP,Pharmaceuticals,,,,,4.2,5,5,5,5,1
NDT,Clothing & Accessories,,,,,2.6,1,3,3,4,2
NDW,Water,,,,,4.6,5,4,4,5,5
NDX,Building Materials & Fixtures,,,,,4.8,4,5,5,5,5
NED,Heavy Construction,,,,,2.6,3,2,3,2,3
NET,Personal Products,,,,,4.2,5,3,3,5,5
NFC,Specialty Chemicals,,,,,4.4,4,5,3,5,5
NGC,Farming & Fishing,,,,,2.6,5,2,3,2,1
NHA,Heavy Construction,,,,,3.6,4,3,3,5,3
NHC,Building Materials & Fixtures,,,,,4.2,5,5,5,1,5
NHH,Commodity Chemicals,,,,,3.6,4,3,3,4,4
NHP,Containers & Packaging,,,,,3.0,4,2,3,1,5
NHT,Toys,,,,,3.2,3,2,2,5,4
NHV,Nonferrous Metals,,,,,4.0,4,5,5,1,5
NJC,Clothing & Accessories,,,,,1.8,1,3,3,1,1
NKG,Steel,,,,,3.2,3,3,2,5,3
NLG,Real Estate Holding & Development,,,,,4.4,4,5,3,5,5
NLS,Water,,,,,2.4,5,2,3,1,1
NNC,Building Materials & Fixtures,,,,,4.2,5,5,5,1,5
NNG,Commodity Chemicals,,,,,4.0,4,3,3,5,5
NNT,Water,,,,,3.2,4,5,5,1,1
NOS,Marine Transportation,,,,,2.0,5,1,2,1,1
NQB,Water,,,,,3.8,4,2,3,5,5
NQN,Water,,,,,2.4,3,1,2,3,3
NQT,Water,,,,,5.0,5,5,5,5,5
NRC,Real Estate Holding & Development,,,,,4.6,4,4,5,5,5
NS2,Water,,,,,3.8,4,3,4,3,5
NSC,Farming & Fishing,,,,,4.2,4,4,3,5,5
NSG,Commodity Chemicals,,,,,2.4,4,3,3,1,1
NSH,Aluminum,,,,,1.6,1,3,2,1,1
NSL,Water,,,,,3.4,5,5,5,1,1
NSS,Farming & Fishing,,,,,3.4,5,5,5,1,1
NST,Tobacco,,,,,3.0,3,3,3,4,2
NT2,Conventional Electricity,,,,,4.2,4,3,4,5,5
NTB,Real Estate Holding & Development,,,,,2.8,5,1,2,1,5
NTC,Real Estate Holding & Development,,,,,4.8,4,5,5,5,5
NTF,Pharmaceuticals,,,,,3.2,5,5,4,1,1
NTH,Conventional Electricity,,,,,3.8,4,2,3,5,5
NTL,Real Estate Holding & Development,,,,,4.6,5,5,3,5,5
NTP,Building Materials & Fixtures,,,,,4.0,4,3,3,5,5
NTT,Clothing & Accessories,,,,,1.8,2,2,2,2,1
NTW,Water,,,,,3.4,5,5,5,1,1
NUE,Waste & Disposal Services,,,,,3.4,5,5,5,1,1
NVB,Banks,5,1,1,1,2.1,,,,,
NVL,Real Estate Holding & Development,,,,,3.2,2,5,3,5,1
NVP,Water,,,,,2.8,4,4,4,1,1
NVT,Real Estate Holding & Development,,,,,3.8,4,4,4,2,5
