ticker,industryEn,loanDeposit,badLoanGrossLoan,badLoanAsset,provisionBadLoan,financialHealth,netDebtEquity,currentRatio,quickRatio,interestCoverage,netDebtEBITDA
TSB,Electrical Components & Equipment,,,,,4.2,4,5,2,5,5
TSC,Specialty Chemicals,,,,,4.4,4,5,5,3,5
TSD,Travel & Tourism,,,,,2.0,5,1,2,1,1
TSG,Transportation Services,,,,,2.6,5,3,3,1,1
TSJ,Travel & Tourism,,,,,4.2,5,5,5,1,5
TST,Computer Services,,,,,3.2,4,3,3,1,5
TTA,Heavy Construction,,,,,2.6,2,2,3,3,3
TTB,Building Materials & Fixtures,,,,,3.0,4,3,4,3,1
TTC,Building Materials & Fixtures,,,,,4.8,5,5,4,5,5
TTD,Health Care Providers,,,,,4.2,5,5,5,1,5
TTE,Conventional Electricity,,,,,1.8,1,2,3,2,1
TTF,Forestry,,,,,3.6,5,3,3,2,5
TTG,Clothing & Accessories,,,,,3.0,5,4,4,1,1
TTH,Apparel Retailers,,,,,3.8,5,4,4,1,5
TTL,Heavy Construction,,,,,2.4,3,3,3,2,1
TTN,Fixed Line Telecommunications,,,,,5.0,5,5,5,5,5
TTP,Containers & Packaging,,,,,4.8,5,5,5,5,4
TTS,Steel,,,,,2.4,2,2,3,2,3
TTT,Travel & Tourism,,,,,4.2,5,5,5,1,5
TTZ,Building Materials & Fixtures,,,,,3.4,4,4,3,1,5
TUG,Transportation Services,,,,,3.4,5,5,5,1,1
TV1,Business Support Services,,,,,2.2,2,2,3,2,2
TV2,Business Support Services,,,,,4.4,5,3,4,5,5
TV3,Heavy Construction,,,,,4.0,4,3,3,5,5
TV4,Business Support Services,,,,,4.0,5,4,5,1,5
TV6,Specialty Retailers,,,,,2.6,4,3,4,1,1
TVA,Building Materials & Fixtures,,,,,2.8,4,4,4,1,1
TVB,Investment Services,,,,,5.0,5,5,5,5,5
TVC,Specialty Finance,,,,,4.2,5,5,5,1,5
TVD,Coal,,,,,3.2,2,2,3,4,5
TVG,Heavy Construction,,,,,2.2,2,3,4,1,1
TVH,Heavy Construction,,,,,2.4,5,2,3,1,1
TVM,Business Support Services,,,,,4.0,4,3,3,5,5
TVN,Steel,,,,,2.4,3,2,2,4,1
TVP,Pharmaceuticals,,,,,3.2,4,5,5,1,1
TVS,Investment Services,,,,,3.4,2,3,4,5,3
TVT,Clothing & Accessories,,,,,3.8,3,3,3,5,5
TVW,Water,,,,,2.2,4,1,2,3,1
TW3,Pharmaceuticals,,,,,2.4,4,3,3,1,1
TXM,Building Materials & Fixtures,,,,,4.0,4,5,5,1,5
TYA,Electrical Components & Equipment,,,,,2.8,2,4,3,4,1
UCT,Waste & Disposal Services,,,,,3.4,5,5,5,1,1
UDC,Heavy Construction,,,,,2.0,3,3,2,1,1
UDJ,Heavy Construction,,,,,3.4,5,4,2,1,5
UDL,Waste & Disposal Services,,,,,3.2,5,4,5,1,1
UEM,Industrial Machinery,,,,,3.0,4,3,3,4,1
UIC,Heavy Construction,,,,,4.6,4,5,4,5,5
UMC,Heavy Construction,,,,,3.4,5,5,5,1,1
UNI,Computer Services,,,,,2.6,2,2,3,1,5
UPC,Multiutilities,,,,,2.4,4,3,3,1,1
UPH,Pharmaceuticals,,,,,3.2,5,3,2,1,5
USC,Heavy Construction,,,,,2.4,4,3,3,1,1
USD,Waste & Disposal Services,,,,,2.4,4,3,3,1,1
V11,Real Estate Holding & Development,,,,,2.0,5,1,2,1,1
V12,Heavy Construction,,,,,4.2,5,3,3,5,5
V15,Heavy Construction,,,,,2.4,1,2,3,1,5
V21,Real Estate Holding & Development,,,,,3.4,4,3,3,4,3
VAB,Banks,2,4,4,1,2.8,,,,,
VAF,Specialty Chemicals,,,,,4.2,5,5,5,1,5
VAT,Telecommunications Equipment,,,,,2.6,3,4,4,1,1
VAV,Water,,,,,4.4,5,3,4,5,5
VBB,Banks,4,1,3,1,2.3,,,,,
VBC,Containers & Packaging,,,,,3.0,2,3,3,5,2
VBG,General Mining,,,,,3.0,4,4,5,1,1
VBH,Electrical Components & Equipment,,,,,4.2,5,5,5,1,5
VC1,Heavy Construction,,,,,3.2,4,3,3,3,3
VC2,Heavy Construction,,,,,3.2,3,3,4,4,2
VC3,Real Estate Services,,,,,3.2,3,3,2,3,5
VC5,Heavy Construction,,,,,2.8,5,1,2,1,5
VC6,Heavy Construction,,,,,2.2,2,3,3,2,1
VC7,Heavy Construction,,,,,2.8,4,3,3,3,1
VC9,Heavy Construction,,,,,2.8,1,3,3,3,4
VCA,Steel,,,,,3.0,2,3,2,4,4
VCB,Banks,2,5,5,5,4.1,,,,,
VCC,Heavy Construction,,,,,2.0,1,3,3,2,1
VCE,Heavy Construction,,,,,4.2,5,5,5,1,5
VCF,Soft Drinks,,,,,5.0,5,5,5,5,5
VCG,Heavy Construction,,,,,2.8,2,4,4,3,1
VCI,Investment Services,,,,,4.4,3,4,5,5,5
VCM,Business Training & Employment Agencies,,,,,5.0,5,5,5,5,5
VCP,Heavy Construction,,,,,3.6,2,4,5,3,4
VCR,Real Estate Holding & Development,,,,,2.2,2,1,2,1,5
VCS,Building Materials & Fixtures,,,,,4.8,4,5,5,5,5
VCT,Business Support Services,,,,,3.0,4,2,2,2,5
VCW,Water,,,,,3.6,3,2,3,5,5
VCX,Building Materials & Fixtures,,,,,2.2,2,1,2,2,4
VDB,Coal,,,,,1.4,1,2,2,1,1
VDL,Distillers & Vintners,,,,,3.8,4,5,2,5,3
VDN,Clothing & Accessories,,,,,1.6,1,2,3,1,1
VDP,Pharmaceuticals,,,,,4.2,4,4,3,5,5
VDS,Investment Services,,,,,3.4,4,3,4,1,5
VDT,Steel,,,,,3.2,5,5,4,1,1
VE1,Heavy Construction,,,,,4.2,5,5,5,1,5
VE2,Heavy Construction,,,,,3.0,2,3,3,2,5
VE3,Heavy Construction,,,,,2.4,3,3,3,2,1
VE4,Heavy Construction,,,,,2.8,2,3,3,1,5
VE8,Heavy Construction,,,,,1.8,1,3,3,1,1
VE9,Heavy Construction,,,,,4.2,5,5,5,1,5
VEA,Industrial Machinery,,,,,5.0,5,5,5,5,5
VEC,Computer Hardware,,,,,4.2,5,5,5,5,1
VEF,Media Agencies,,,,,2.6,5,3,3,1,1
VES,Industrial Machinery,,,,,1.8,4,1,2,1,1
VET,Specialty Chemicals,,,,,3.0,4,3,2,1,5
VFC,Marine Transportation,,,,,4.8,4,5,5,5,5
VFG,Specialty Chemicals,,,,,4.4,5,4,3,5,5
VFR,Marine Transportation,,,,,3.8,4,2,3,5,5
VFS,Investment Services,,,,,5.0,5,5,5,5,5
VGC,Building Materials & Fixtures,,,,,4.0,4,3,3,5,5
VGG,Clothing & Accessories,,,,,3.4,5,3,3,1,5
VGI,Mobile Telecommunications,,,,,4.8,4,5,5,5,5
VGL,Steel,,,,,5.0,5,5,5,5,5
VGP,Transportation Services,,,,,2.2,1,3,4,2,1
VGR,Transportation Services,,,,,4.2,5,5,5,1,5
VGS,Steel,,,,,3.6,3,3,3,5,4
VGT,Clothing & Accessories,,,,,3.4,3,3,3,5,3
VGV,Real Estate Holding & Development,,,,,4.2,5,3,3,5,5
VHC,Farming & Fishing,,,,,4.6,4,5,4,5,5
VHD,Real Estate Holding & Development,,,,,4.2,4,3,4,5,5
VHE,Pharmaceuticals,,,,,3.0,4,5,2,1,3
VHF,Food Products,,,,,4.6,4,5,5,4,5
VHG,Diversified Industrials,,,,,4.2,5,5,5,1,5
VHH,Heavy Construction,,,,,2.6,4,3,4,1,1
VHL,Building Materials & Fixtures,,,,,3.4,4,3,2,3,5
VHM,Real Estate Holding & Development,,,,,4.0,4,3,3,5,5
VIB,Banks,1,3,4,1,2.2,,,,,
VIC,Real Estate Holding & Development,,,,,2.0,2,2,3,2,1
VID,Paper,,,,,4.0,4,3,3,5,5
VIE,Telecommunications Equipment,,,,,5.0,5,5,5,5,5
VIF,Forestry,,,,,4.8,4,5,5,5,5
VIG,Investment Services,,,,,4.0,4,5,5,1,5
VIH,Building Materials & Fixtures,,,,,1.8,1,2,2,2,2
VIM,General Mining,,,,,2.8,4,4,4,1,1
VIN,Transportation Services,,,,,4.2,5,5,5,1,5
VIP,Marine Transportation,,,,,4.4,4,5,5,3,5
VIR,Hotels,,,,,3.4,5,5,5,1,1
VIT,Building Materials & Fixtures,,,,,2.2,2,2,2,2,3
VIW,Heavy Construction,,,,,2.8,4,3,3,2,2
VIX,Investment Services,,,,,5.0,5,5,5,5,5
VJC,Airlines,,,,,3.4,3,3,4,2,5
VKC,Tires,,,,,3.0,1,4,4,1,5
VKP,Commodity Chemicals,,,,,2.0,5,1,2,1,1
VLA,Software,,,,,5.0,5,5,5,5,5
VLB,Building Materials & Fixtures,,,,,3.6,5,3,4,1,5
VLC,Farming & Fishing,,,,,5.0,5,5,5,5,5
VLF,Food Products,,,,,2.8,5,1,2,3,3
VLG,Trucking,,,,,4.4,5,4,5,3,5
VLP,Waste & Disposal Services,,,,,4.2,5,5,5,1,5
VLW,Water,,,,,4.8,4,5,5,5,5
VMA,Automobiles,,,,,3.4,5,3,3,1,5
VMC,Heavy Construction,,,,,2.6,3,3,3,2,2
VMD,Pharmaceuticals,,,,,3.6,5,3,3,2,5
VMG,Gas Distribution,,,,,2.0,1,1,2,1,5
VMS,Transportation Services,,,,,4.2,5,5,5,1,5
VNA,Marine Transportation,,,,,4.8,5,4,5,5,5
VNB,Publishing,,,,,4.0,5,5,5,1,4
VNC,Business Support Services,,,,,5.0,5,5,5,5,5
VND,Investment Services,,,,,3.8,2,4,5,5,3
VNE,Heavy Construction,,,,,2.0,2,2,3,2,1
VNF,Trucking,,,,,5.0,5,5,5,5,5
VNG,Hotels,,,,,2.6,2,4,4,2,1
VNH,Farming & Fishing,,,,,4.0,5,4,5,1,5
VNI,Real Estate Holding & Development,,,,,1.2,1,1,2,1,1
VNL,Trucking,,,,,4.2,5,5,5,1,5
VNM,Food Products,,,,,4.8,4,5,5,5,5
VNP,Commodity Chemicals,,,,,3.6,4,4,4,5,1
VNR,Reinsurance,,,,,3.6,5,3,4,1,5
VNS,Travel & Tourism,,,,,5.0,5,5,5,5,5
VNT,Trucking,,,,,3.8,4,3,4,3,5
VNX,Media Agencies,,,,,3.2,5,4,5,1,1
VNY,Specialty Chemicals,,,,,4.0,4,3,3,5,5
VOC,Food Products,,,,,4.8,4,5,5,5,5
VOS,Marine Transportation,,,,,4.6,4,4,5,5,5
VPA,Marine Transportation,,,,,1.4,1,2,2,1,1
VPB,Banks,1,1,2,1,1.2,,,,,
VPC,Heavy Construction,,,,,2.0,5,1,2,1,1
VPD,Conventional Electricity,,,,,4.2,4,3,4,5,5
VPG,General Mining,,,,,4.2,5,3,3,5,5
VPH,Real Estate Holding & Development,,,,,4.0,4,4,4,5,3
VPI,Real Estate Holding & Development,,,,,3.4,2,5,4,5,1
VPR,Publishing,,,,,2.6,1,5,5,1,1
VPS,Specialty Chemicals,,,,,5.0,5,5,5,5,5
VPW,Water,,,,,3.2,4,5,5,1,1
VQC,Business Support Services,,,,,4.2,5,5,5,1,5
VRC,Real Estate Holding & Development,,,,,2.8,4,5,2,2,1
VRE,Real Estate Holding & Development,,,,,4.8,5,4,5,5,5
VRG,Real Estate Holding & Development,,,,,4.2,5,5,5,1,5
VSA,Trucking,,,,,3.6,5,3,4,1,5
VSC,Transportation Services,,,,,4.2,5,5,5,1,5
VSE,Transportation Services,,,,,3.4,5,5,5,1,1
VSF,Food Products,,,,,2.0,3,3,2,1,1
VSG,Transportation Services,,,,,2.0,5,1,2,1,1
VSH,Conventional Electricity,,,,,3.8,3,3,4,4,5
VSI,Heavy Construction,,,,,3.8,3,4,5,3,4
VSM,Transportation Services,,,,,4.6,4,4,5,5,5
VSN,Food Products,,,,,4.8,5,5,4,5,5
VST,Marine Transportation,,,,,2.6,5,1,2,1,4
VTA,Building Materials & Fixtures,,,,,2.4,3,2,2,1,4
VTB,Electrical Components & Equipment,,,,,5.0,5,5,5,5,5
VTC,Telecommunications Equipment,,,,,3.2,4,3,3,2,4
VTD,Travel & Tourism,,,,,3.8,4,5,5,1,4
VTE,Telecommunications Equipment,,,,,3.0,4,4,4,2,1
VTG,Travel & Tourism,,,,,4.2,5,5,5,1,5
VTH,Electrical Components & Equipment,,,,,2.2,2,3,3,2,1
VTI,Clothing & Accessories,,,,,2.0,5,1,2,1,1
VTJ,Tobacco,,,,,4.4,5,5,5,5,2
VTK,Business Support Services,,,,,3.4,5,5,5,1,1
VTL,Distillers & Vintners,,,,,2.2,1,2,2,1,5
VTM,Travel & Tourism,,,,,1.4,1,2,2,1,1
VTO,Marine Transportation,,,,,4.8,5,5,5,4,5
VTP,Delivery Services,,,,,3.8,3,3,4,5,4
VTQ,Commodity Chemicals,,,,,3.2,4,2,2,3,5
VTR,Travel & Tourism,,,,,3.2,5,3,4,3,1
VTS,Building Materials & Fixtures,,,,,4.0,5,5,4,1,5
VTV,Building Materials & Fixtures,,,,,2.4,2,3,3,3,1
VTX,Trucking,,,,,2.4,4,3,3,1,1
VTZ,Commodity Chemicals,,,,,2.0,1,3,3,2,1
VUA,Investment Services,,,,,5.0,5,5,5,5,5
VVN,Heavy Construction,,,,,2.4,5,2,3,1,1
VVS,Automobiles,,,,,2.2,1,3,3,3,1
VW3,Heavy Construction,,,,,2.4,4,3,3,1,1
VWS,Water,,,,,2.8,5,3,4,1,1
VXB,Building Materials & Fixtures,,,,,2.4,1,2,3,5,1
VXP,Specialty Chemicals,,,,,3.4,5,3,3,1,5
VXT,Transportation Services,,,,,2.2,3,3,3,1,1
WCS,Transportation Services,,,,,4.2,5,5,5,1,5
WSB,Brewers,,,,,5.0,5,5,5,5,5
WSS,Investment Services,,,,,4.2,5,5,5,1,5
WTC,Marine Transportation,,,,,3.2,4,5,5,1,1
X20,Clothing & Accessories,,,,,4.2,5,3,3,5,5
X26,Clothing & Accessories,,,,,2.6,5,3,3,1,1
X77,Building Materials & Fixtures,,,,,2.8,5,1,2,5,1
XDH,Real Estate Holding & Development,,,,,3.8,5,4,4,1,5
XHC,Furnishings,,,,,3.0,3,3,3,5,1
XLV,Heavy Construction,,,,,2.6,4,3,4,1,1
XMC,Building Materials & Fixtures,,,,,1.8,1,2,3,2,1
XMD,Building Materials & Fixtures,,,,,3.4,3,3,3,3,5
XMP,Conventional Electricity,,,,,1.8,2,1,2,2,2
XPH,Personal Products,,,,,3.6,5,5,5,1,2
YBC,Building Materials & Fixtures,,,,,1.4,1,2,2,1,1
YBM,General Mining,,,,,2.6,2,3,3,3,2
YEG,Broadcasting & Entertainment,,,,,4.8,4,5,5,5,5
YTC,Medical Supplies,,,,,1.6,1,2,3,1,1
