ticker,industryEn,loanDeposit,badLoanGrossLoan,badLoanAsset,provisionBadLoan,financialHealth,netDebtEquity,currentRatio,quickRatio,interestCoverage,netDebtEBITDA
HNP,,,,,,3.7,4,4,4,3,4
HNR,,,,,,3.4,4,3,3,3,3
HOM,,,,,,3.0,4,3,3,2,3
HOT,,,,,,3.2,4,3,4,2,3
HPB,,,,,,3.5,4,4,4,3,3
HPD,,,,,,3.8,4,4,4,4,4
HPG,,,,,,3.2,3,3,3,3,3
HPH,,,,,,3.7,4,4,4,3,4
HPI,,,,,,3.6,4,4,4,3,4
HPM,,,,,,3.2,3,3,3,3,3
HPP,,,,,,3.0,4,3,3,2,3
HPT,,,,,,3.5,4,4,4,3,3
HPW,,,,,,3.8,4,4,4,4,4
HPX,,,,,,3.6,4,4,4,3,4
HQC,,,,,,3.6,4,4,4,3,4
HRB,,,,,,3.6,4,4,4,3,4
HRC,,,,,,3.7,4,4,4,3,4
HRT,,,,,,3.2,4,3,4,2,3
HSA,,,,,,3.5,4,4,4,3,3
HSG,,,,,,3.2,3,3,3,3,3
HSI,,,,,,3.7,4,4,4,3,4
HSL,,,,,,3.4,4,3,3,3,3
HSM,,,,,,3.4,4,4,4,3,3
HSP,,,,,,3.0,4,3,3,2,3
HSV,,,,,,3.2,3,3,3,3,3
HT1,,,,,,3.0,4,3,3,2,3
HTC,,,,,,3.8,4,4,4,4,4
HTE,,,,,,3.8,4,4,4,4,4
HTG,,,,,,3.4,4,4,4,3,3
HTI,,,,,,3.0,4,3,3,2,3
HTL,,,,,,3.1,3,3,3,3,3
HTM,,,,,,3.4,4,4,4,3,3
HTN,,,,,,3.6,4,4,4,3,4
HTP,,,,,,3.7,5,4,4,3,3
HTR,,,,,,3.5,4,4,4,3,3
HTT,,,,,,3.4,4,4,4,3,3
HTV,,,,,,3.5,4,4,4,3,3
HTW,,,,,,3.8,4,4,4,4,4
HU1,,,,,,3.0,4,3,3,2,3
HU3,,,,,,3.0,4,3,3,2,3
HU4,,,,,,3.0,4,3,3,2,3
HU6,,,,,,3.6,4,4,4,3,4
HUB,,,,,,3.0,4,3,3,2,3
HUG,,,,,,3.4,4,4,4,3,3
HUT,,,,,,3.0,4,3,3,2,3
HVA,,,,,,3.4,4,3,3,3,3
HVG,,,,,,3.4,4,3,3,3,3
HVH,,,,,,3.0,4,3,3,2,3
HVN,,,,,,3.2,4,3,4,2,3
HVT,,,,,,3.7,4,4,4,3,4
HVX,,,,,,3.0,4,3,3,2,3
HWS,,,,,,3.8,4,4,4,4,4
IBC,,1,2,3,2,4.1,4,5,5,4,4
IBD,,,,,,3.7,5,4,4,3,3
IBN,,,,,,3.7,5,4,4,3,3
ICC,,,,,,3.0,4,3,3,2,3
ICF,,,,,,3.4,4,3,3,3,3
ICG,,,,,,3.0,4,3,3,2,3
ICI,,,,,,3.0,4,3,3,2,3
ICN,,,,,,3.0,4,3,3,2,3
ICT,,,,,,3.5,4,4,4,3,3
IDC,,,,,,3.6,4,4,4,3,4
IDI,,,,,,3.4,4,3,3,3,3
IDJ,,,,,,3.6,4,4,4,3,4
IDP,,,,,,3.4,4,3,3,3,3
IDV,,,,,,3.6,4,4,4,3,4
IFS,,,,,,3.4,4,3,3,3,3
IHK,,,,,,3.7,5,4,4,3,3
IJC,,,,,,3.6,4,4,4,3,4
ILA,,,,,,3.4,4,3,3,3,3
ILB,,,,,,3.5,4,4,4,3,3
ILC,,,,,,3.5,4,4,4,3,3
ILS,,,,,,3.5,4,4,4,3,3
IME,,,,,,3.5,4,4,4,3,3
IMP,,,,,,3.6,4,4,4,3,3
IN4,,,,,,3.7,5,4,4,3,3
INC,,,,,,3.0,4,3,3,2,3
INN,,,,,,3.5,4,4,4,3,3
IPA,,,,,,3.5,4,4,4,3,3
IRC,,,,,,3.7,4,4,4,3,4
ISG,,,,,,3.5,4,4,4,3,3
ISH,,,,,,3.8,4,4,4,4,4
IST,,,,,,3.5,4,4,4,3,3
ITA,,,,,,3.6,4,4,4,3,4
ITC,,,,,,3.6,4,4,4,3,4
ITD,,,,,,3.5,4,4,4,3,3
ITQ,,,,,,3.2,3,3,3,3,3
ITS,,,,,,3.5,4,4,4,3,3
IVS,,1,2,3,2,4.1,4,5,5,4,4
JOS,,,,,,3.4,4,3,3,3,3
JVC,,,,,,3.6,4,4,4,3,3
KAC,,,,,,3.6,4,4,4,3,4
KBC,,,,,,3.6,4,4,4,3,4
KCB,,,,,,3.2,3,3,3,3,3
KCE,,,,,,3.0,4,3,3,2,3
KDC,,,,,,3.4,4,3,3,3,3
KDH,,,,,,3.6,4,4,4,3,4
KDM,,,,,,3.0,4,3,3,2,3
KGM,,,,,,3.4,4,4,4,3,3
KHA,,,,,,3.6,4,4,4,3,4
KHD,,,,,,3.2,3,3,3,3,3
KHG,,,,,,3.6,4,4,4,3,4
KHL,,,,,,3.0,4,3,3,2,3
KHP,,,,,,3.8,4,4,4,4,4
KHS,,,,,,3.4,4,3,3,3,3
KHW,,,,,,3.8,4,4,4,4,4
KIP,,,,,,3.5,4,4,4,3,3
KKC,,,,,,3.2,3,3,3,3,3
KLB,,2,3,4,3,3.0,,,,,
KLF,,,,,,3.2,4,3,4,2,3
KLM,,,,,,3.2,3,3,3,3,3
KMR,,,,,,3.4,4,4,4,3,3
KMT,,,,,,3.2,3,3,3,3,3
KOS,,,,,,3.6,4,4,4,3,4
KPF,,,,,,3.0,4,3,3,2,3
KSB,,,,,,3.2,3,3,3,3,3
KSD,,,,,,3.4,4,4,4,3,3
KSF,,,,,,3.6,4,4,4,3,4
KSH,,,,,,3.2,3,3,3,3,3
KSK,,,,,,3.0,4,3,3,2,3
KSQ,,,,,,3.2,3,3,3,3,3
KSS,,,,,,3.2,3,3,3,3,3
KST,,,,,,3.5,4,4,4,3,3
KSV,,,,,,3.2,3,3,3,3,3
KTC,,,,,,3.2,4,3,4,2,3
KTL,,,,,,3.2,3,3,3,3,3
KTS,,,,,,3.4,4,3,3,3,3
KTT,,,,,,3.0,4,3,3,2,3
KTU,,,,,,3.5,4,4,4,3,3
KVC,,,,,,3.2,3,3,3,3,3
L10,,,,,,3.5,4,4,4,3,3
L12,,,,,,3.0,4,3,3,2,3
L14,,,,,,3.0,4,3,3,2,3
L18,,,,,,3.0,4,3,3,2,3
L35,,,,,,3.5,4,4,4,3,3
L40,,,,,,3.0,4,3,3,2,3
L43,,,,,,3.5,4,4,4,3,3
L44,,,,,,3.5,4,4,4,3,3
L45,,,,,,3.0,4,3,3,2,3
L61,,,,,,3.5,4,4,4,3,3
L62,,,,,,3.5,4,4,4,3,3
L63,,,,,,3.5,4,4,4,3,3
LAF,,,,,,3.4,4,3,3,3,3
LAI,,,,,,3.0,4,3,3,2,3
LAS,,,,,,3.7,4,4,4,3,4
LAW,,,,,,3.8,4,4,4,4,4
LBC,,,,,,3.4,4,4,4,3,3
LBE,,,,,,3.7,5,4,4,3,3
LBM,,,,,,3.0,4,3,3,2,3
LCC,,,,,,3.0,4,3,3,2,3
LCD,,,,,,3.0,4,3,3,2,3
LCG,,,,,,3.0,4,3,3,2,3
LCM,,,,,,3.2,3,3,3,3,3
LCS,,,,,,3.0,4,3,3,2,3
LCW,,,,,,3.8,4,4,4,4,4
LDG,,,,,,3.6,4,4,4,3,4
LDP,,,,,,3.6,4,4,4,3,3
LDW,,,,,,3.8,4,4,4,4,4
LEC,,,,,,3.6,4,4,4,3,4
LG9,,,,,,3.0,4,3,3,2,3
LGC,,,,,,3.0,4,3,3,2,3
LGL,,,,,,3.6,4,4,4,3,4
LGM,,,,,,3.4,4,4,4,3,3
LHC,,,,,,3.0,4,3,3,2,3
LHG,,,,,,3.6,4,4,4,3,4
LIC,,,,,,3.0,4,3,3,2,3
LIG,,,,,,3.0,4,3,3,2,3
LIX,,,,,,3.4,4,4,4,3,3
LKW,,,,,,3.8,4,4,4,4,4
LLM,,,,,,3.5,4,4,4,3,3
LM3,,,,,,3.0,4,3,3,2,3
LM7,,,,,,3.5,4,4,4,3,3
LM8,,,,,,3.0,4,3,3,2,3
LMC,,,,,,3.2,3,3,3,3,3
LMH,,,,,,3.6,4,4,4,3,4
LMI,,,,,,3.5,4,4,4,3,3
LNC,,,,,,3.7,4,4,4,3,4
LO5,,,,,,3.5,4,4,4,3,3
LPB,,2,3,4,3,3.0,,,,,
LPT,,,,,,3.5,4,4,4,3,3
LQN,,,,,,3.5,4,4,4,3,3
LSG,,,,,,3.6,4,4,4,3,4
LSS,,,,,,3.4,4,3,3,3,3
LTC,,,,,,3.5,4,4,4,3,3
LTG,,,,,,3.7,4,4,4,3,4
LUT,,,,,,3.0,4,3,3,2,3
LWS,,,,,,3.8,4,4,4,4,4
M10,,,,,,3.4,4,4,4,3,3
MA1,,,,,,3.5,4,4,4,3,3
MAC,,,,,,3.5,4,4,4,3,3
MAS,,,,,,3.2,4,3,4,2,3
MBB,,2,3,4,3,3.0,,,,,
MBG,,,,,,3.0,4,3,3,2,3
MBN,,,,,,3.5,4,4,4,3,3
MBS,,1,2,3,2,4.1,4,5,5,4,4
MCC,,,,,,3.0,4,3,3,2,3
MCD,,,,,,3.5,4,4,4,3,3
MCF,,,,,,3.4,4,3,3,3,3
MCG,,,,,,3.0,4,3,3,2,3
MCH,,,,,,3.4,4,3,3,3,3
MCI,,,,,,3.0,4,3,3,2,3
MCM,,,,,,3.4,4,3,3,3,3
MCO,,,,,,3.0,4,3,3,2,3
MCP,,,,,,3.5,4,4,4,3,3
MCT,,,,,,3.0,4,3,3,2,3
MDA,,,,,,3.5,4,4,4,3,3
MDC,,,,,,3.2,3,3,3,3,3
MDF,,,,,,3.2,3,3,3,3,3
MDG,,,,,,3.0,4,3,3,2,3
MEC,,,,,,3.0,4,3,3,2,3
MED,,,,,,3.6,4,4,4,3,3
MEF,,,,,,3.6,4,4,4,3,3
MEL,,,,,,3.2,3,3,3,3,3
MES,,,,,,3.0,4,3,3,2,3
MFS,,,,,,4.3,4,4,5,4,4
MGC,,,,,,3.2,3,3,3,3,3
MGG,,,,,,3.4,4,4,4,3,3
MGR,,,,,,3.6,4,4,4,3,4
MH3,,,,,,3.6,4,4,4,3,4
MHC,,,,,,3.5,4,4,4,3,3
MHL,,,,,,3.2,3,3,3,3,3
MIC,,,,,,3.2,3,3,3,3,3
MIE,,,,,,3.5,4,4,4,3,3
MIG,,,,,,3.6,5,3,4,1,5
MIM,,,,,,3.2,3,3,3,3,3
MKP,,,,,,3.6,4,4,4,3,3
MKV,,,,,,3.6,4,4,4,3,3
MLC,,,,,,3.5,4,4,4,3,3
MLS,,,,,,3.4,4,3,3,3,3
MML,,,,,,3.4,4,3,3,3,3
MNB,,,,,,3.4,4,4,4,3,3
MND,,,,,,3.5,4,4,4,3,3
MPC,,,,,,3.4,4,3,3,3,3
MPT,,,,,,3.4,4,4,4,3,3
MPY,,,,,,3.5,4,4,4,3,3
MQB,,,,,,3.5,4,4,4,3,3
MQN,,,,,,3.5,4,4,4,3,3
MRF,,,,,,3.6,4,4,4,3,3
MSB,,2,3,4,3,3.0,,,,,
MSH,,,,,,3.4,4,4,4,3,3
MSN,,,,,,3.4,4,3,3,3,3
MSR,,,,,,3.2,3,3,3,3,3
MST,,,,,,3.0,4,3,3,2,3
MTA,,,,,,3.2,3,3,3,3,3
MTB,,,,,,3.5,4,4,4,3,3
MTC,,,,,,3.2,4,3,4,2,3
MTG,,,,,,3.8,4,4,4,4,4
MTH,,,,,,3.5,4,4,4,3,3
MTL,,,,,,3.5,4,4,4,3,3
MTP,,,,,,3.6,4,4,4,3,3
MTS,,,,,,3.5,4,4,4,3,3
MTV,,,,,,3.5,4,4,4,3,3
MVB,,,,,,3.2,3,3,3,3,3
MVC,,,,,,3.0,4,3,3,2,3
MVN,,,,,,3.5,4,4,4,3,3
MWG,,,,,,3.4,4,4,4,3,3
NAB,,2,3,4,3,3.0,,,,,
NAC,,,,,,3.0,4,3,3,2,3
NAF,,,,,,3.4,4,3,3,3,3
NAG,,,,,,3.5,4,4,4,3,3
NAP,,,,,,3.5,4,4,4,3,3
NAS,,,,,,3.5,4,4,4,3,3
NAU,,,,,,3.5,4,4,4,3,3
NAV,,,,,,3.0,4,3,3,2,3
NAW,,,,,,3.8,4,4,4,4,4
NBB,,,,,,3.6,4,4,4,3,4
NBC,,,,,,3.2,3,3,3,3,3
NBE,,,,,,3.7,5,4,4,3,3
NBP,,,,,,3.8,4,4,4,4,4
NBT,,,,,,3.8,4,4,4,4,4
NBW,,,,,,3.8,4,4,4,4,4
NCS,,,,,,3.4,4,3,3,3,3
NCT,,,,,,3.5,4,4,4,3,3
ND2,,,,,,3.8,4,4,4,4,4
NDC,,,,,,3.6,4,4,4,3,3
NDF,,,,,,3.4,4,3,3,3,3
NDN,,,,,,3.6,4,4,4,3,4
NDP,,,,,,3.6,4,4,4,3,3
NDT,,,,,,3.4,4,4,4,3,3
NDW,,,,,,3.8,4,4,4,4,4
NDX,,,,,,3.0,4,3,3,2,3
NED,,,,,,3.0,4,3,3,2,3
NET,,,,,,3.4,4,4,4,3,3
NFC,,,,,,3.7,4,4,4,3,4
NGC,,,,,,3.4,4,3,3,3,3
NHA,,,,,,3.0,4,3,3,2,3
NHC,,,,,,3.0,4,3,3,2,3
NHH,,,,,,3.7,4,4,4,3,4
NHP,,,,,,3.5,4,4,4,3,3
NHT,,,,,,3.4,4,4,4,3,3
NHV,,,,,,3.2,3,3,3,3,3
NJC,,,,,,3.4,4,4,4,3,3
NKG,,,,,,3.2,3,3,3,3,3
NLG,,,,,,3.6,4,4,4,3,4
NLS,,,,,,3.8,4,4,4,4,4
NNC,,,,,,3.0,4,3,3,2,3
NNG,,,,,,3.7,4,4,4,3,4
NNT,,,,,,3.8,4,4,4,4,4
NOS,,,,,,3.5,4,4,4,3,3
NQB,,,,,,3.8,4,4,4,4,4
NQN,,,,,,3.8,4,4,4,4,4
NQT,,,,,,3.8,4,4,4,4,4
NRC,,,,,,3.6,4,4,4,3,4
NS2,,,,,,3.8,4,4,4,4,4
NSC,,,,,,3.4,4,3,3,3,3
NSG,,,,,,3.7,4,4,4,3,4
NSH,,,,,,3.2,3,3,3,3,3
NSL,,,,,,3.8,4,4,4,4,4
NSS,,,,,,3.4,4,3,3,3,3
NST,,,,,,3.4,4,4,4,3,3
NT2,,,,,,3.8,4,4,4,4,4
NTB,,,,,,3.6,4,4,4,3,4
NTC,,,,,,3.6,4,4,4,3,4
NTF,,,,,,3.6,4,4,4,3,3
NTH,,,,,,3.8,4,4,4,4,4
NTL,,,,,,3.6,4,4,4,3,4
NTP,,,,,,3.0,4,3,3,2,3
NTT,,,,,,3.4,4,4,4,3,3
NTW,,,,,,3.8,4,4,4,4,4
NUE,,,,,,3.5,4,4,4,3,3
NVB,,2,3,4,3,3.0,,,,,
NVL,,,,,,3.6,4,4,4,3,4
NVP,,,,,,3.8,4,4,4,4,4
NVT,,,,,,3.6,4,4,4,3,4
NWT,,,,,,3.2,4,3,4,2,3
NXT,,,,,,3.0,4,3,3,2,3
OCB,,2,3,4,3,3.0,,,,,
OCH,,,,,,3.4,4,3,3,3,3
ODE,,,,,,3.7,5,4,4,3,3
OGC,,1,2,3,2,4.1,4,5,5,4,4
OIL,,,,,,3.8,4,4,4,3,3
ONE,,,,,,3.5,4,4,4,3,3
ONW,,,,,,3.2,4,3,4,2,3
OPC,,,,,,3.6,4,4,4,3,3
ORS,,1,2,3,2,4.1,4,5,5,4,4
PAC,,,,,,3.5,4,4,4,3,3
PAI,,,,,,4.3,4,4,5,4,4
PAN,,,,,,3.4,4,3,3,3,3
PAP,,,,,,3.5,4,4,4,3,3
PAS,,,,,,3.2,3,3,3,3,3
PAT,,,,,,3.7,4,4,4,3,4
PBC,,,,,,3.6,4,4,4,3,3
PBK,,,,,,3.8,4,4,4,4,4
PBP,,,,,,3.5,4,4,4,3,3
PBT,,,,,,3.5,4,4,4,3,3
PC1,,,,,,3.0,4,3,3,2,3
PCC,,,,,,3.0,4,3,3,2,3
PCE,,,,,,3.7,4,4,4,3,4
PCF,,,,,,3.4,4,3,3,3,3
PCG,,,,,,3.8,4,4,4,4,4
PCH,,,,,,3.7,4,4,4,3,4
PCM,,,,,,3.0,4,3,3,2,3
PCN,,,,,,3.7,4,4,4,3,4
PCT,,,,,,3.5,4,4,4,3,3
PDB,,,,,,3.0,4,3,3,2,3
PDC,,,,,,3.2,4,3,4,2,3
PDN,,,,,,3.5,4,4,4,3,3
PDR,,,,,,3.6,4,4,4,3,4
PDV,,,,,,3.5,4,4,4,3,3
PEC,,,,,,3.5,4,4,4,3,3
PEG,,,,,,3.8,4,4,4,4,4
PEN,,,,,,3.0,4,3,3,2,3
PEQ,,,,,,3.8,4,4,4,3,3
PET,,,,,,3.4,4,4,4,3,3
PFL,,,,,,3.0,4,3,3,2,3
PGB,,2,3,4,3,3.0,,,,,
PGC,,,,,,3.8,4,4,4,4,4
PGD,,,,,,3.8,4,4,4,4,4
PGI,,,,,,3.6,5,3,4,1,5
PGN,,,,,,3.7,4,4,4,3,4
PGS,,,,,,3.8,4,4,4,4,4
PGT,,,,,,3.2,4,3,4,2,3
PGV,,,,,,3.8,4,4,4,4,4
PHC,,,,,,3.0,4,3,3,2,3
PHH,,,,,,3.0,4,3,3,2,3
PHN,,,,,,3.5,4,4,4,3,3
PHP,,,,,,3.5,4,4,4,3,3
PHR,,,,,,3.7,4,4,4,3,4
PHS,,1,2,3,2,4.1,4,5,5,4,4
PIA,,,,,,4.3,4,4,5,4,4
PIC,,,,,,3.8,4,4,4,4,4
PID,,,,,,3.0,4,3,3,2,3
PIS,,,,,,3.2,3,3,3,3,3
PIT,,,,,,3.4,4,4,4,3,3
PIV,,,,,,3.6,4,4,4,3,4
PJC,,,,,,3.8,4,4,4,4,4
PJS,,,,,,3.8,4,4,4,4,4
PJT,,,,,,3.5,4,4,4,3,3
PLA,,,,,,3.6,4,4,4,3,4
PLC,,,,,,3.7,4,4,4,3,4
PLE,,,,,,3.0,4,3,3,2,3
PLO,,,,,,3.5,4,4,4,3,3
PLP,,,,,,3.7,4,4,4,3,4
PLX,,,,,,3.8,4,4,4,3,3
PMB,,,,,,3.7,4,4,4,3,4
PMC,,,,,,3.6,4,4,4,3,3
PMG,,,,,,3.8,4,4,4,4,4
PMJ,,,,,,3.5,4,4,4,3,3
PMP,,,,,,3.5,4,4,4,3,3
PMS,,,,,,3.5,4,4,4,3,3
PMT,,,,,,3.5,4,4,4,3,3
PMW,,,,,,3.8,4,4,4,4,4
PNC,,,,,,3.7,5,4,4,3,3
PND,,,,,,3.8,4,4,4,4,4
PNG,,,,,,3.4,4,4,4,3,3
PNJ,,,,,,3.4,4,4,4,3,3
PNP,,,,,,3.5,4,4,4,3,3
PNT,,,,,,3.0,4,3,3,2,3
POB,,,,,,3.8,4,4,4,4,4
POM,,,,,,3.2,3,3,3,3,3
POS,,,,,,3.8,4,4,4,3,3
POT,,,,,,3.5,4,4,4,3,3
POV,,,,,,3.8,4,4,4,4,4
POW,,,,,,3.8,4,4,4,4,4
PPC,,,,,,3.8,4,4,4,4,4
PPE,,,,,,3.5,4,4,4,3,3
PPH,,,,,,3.4,4,4,4,3,3
PPI,,,,,,3.6,4,4,4,3,4
PPP,,,,,,3.6,4,4,4,3,3
PPS,,,,,,3.5,4,4,4,3,3
PPT,,,,,,3.8,4,4,4,4,4
PPY,,,,,,3.8,4,4,4,4,4
PQN,,,,,,3.5,4,4,4,3,3
PRC,,,,,,3.5,4,4,4,3,3
PRE,,,,,,3.6,5,3,4,1,5
PRO,,,,,,3.4,4,3,3,3,3
PRT,,,,,,3.4,4,3,3,3,3
PSB,,,,,,3.0,4,3,3,2,3
PSC,,,,,,3.5,4,4,4,3,3
PSD,,,,,,3.4,4,4,4,3,3
PSE,,,,,,3.7,4,4,4,3,4
PSG,,,,,,3.0,4,3,3,2,3
PSH,,,,,,3.8,4,4,4,4,4
PSI,,1,2,3,2,4.1,4,5,5,4,4
PSL,,,,,,3.4,4,3,3,3,3
PSN,,,,,,3.5,4,4,4,3,3
PSP,,,,,,3.5,4,4,4,3,3
PSW,,,,,,3.7,4,4,4,3,4
PTB,,,,,,3.2,3,3,3,3,3
PTC,,,,,,3.0,4,3,3,2,3
PTD,,,,,,3.0,4,3,3,2,3
PTE,,,,,,3.0,4,3,3,2,3
PTG,,,,,,3.4,4,4,4,3,3
PTH,,,,,,3.8,4,4,4,4,4
PTI,,,,,,3.6,5,3,4,1,5
PTL,,,,,,3.6,4,4,4,3,4
PTN,,,,,,3.6,4,4,4,3,4
PTO,,,,,,3.0,4,3,3,2,3
PTP,,,,,,4.3,4,4,5,4,4
PTS,,,,,,3.5,4,4,4,3,3
PTT,,,,,,3.5,4,4,4,3,3
PTV,,,,,,3.8,4,4,4,3,3
PTX,,,,,,3.5,4,4,4,3,3
PV2,,,,,,3.6,4,4,4,3,4
PVA,,,,,,3.0,4,3,3,2,3
PVB,,,,,,3.8,4,4,4,3,3
PVC,,,,,,3.8,4,4,4,3,3
PVD,,,,,,3.8,4,4,4,3,3
PVE,,,,,,3.8,4,4,4,3,3
PVG,,,,,,3.8,4,4,4,4,4
PVH,,,,,,3.0,4,3,3,2,3
PVI,,,,,,3.6,5,3,4,1,5
PVL,,,,,,3.6,4,4,4,3,4
PVM,,,,,,3.5,4,4,4,3,3
PVO,,,,,,3.7,4,4,4,3,4
PVP,,,,,,3.5,4,4,4,3,3
PVR,,,,,,3.6,4,4,4,3,4
PVS,,,,,,3.8,4,4,4,3,3
PVT,,,,,,3.5,4,4,4,3,3
PVV,,,,,,3.0,4,3,3,2,3
PVX,,,,,,3.0,4,3,3,2,3
PVY,,,,,,3.0,4,3,3,2,3
PWA,,,,,,3.6,4,4,4,3,4
PWS,,,,,,3.8,4,4,4,4,4
PX1,,,,,,3.0,4,3,3,2,3
PXA,,,,,,3.6,4,4,4,3,4
PXC,,,,,,3.6,4,4,4,3,4
PXI,,,,,,3.0,4,3,3,2,3
PXL,,,,,,3.6,4,4,4,3,4
PXM,,,,,,3.0,4,3,3,2,3
PXS,,,,,,3.0,4,3,3,2,3
PXT,,,,,,3.0,4,3,3,2,3
QBS,,,,,,3.7,4,4,4,3,4
QCC,,,,,,3.0,4,3,3,2,3
QCG,,,,,,3.6,4,4,4,3,4
QHD,,,,,,3.5,4,4,4,3,3
QHW,,,,,,3.4,4,3,3,3,3
QLT,,,,,,3.5,4,4,4,3,3
QNC,,,,,,3.0,4,3,3,2,3
QNS,,,,,,3.4,4,3,3,3,3
QNT,,,,,,3.0,4,3,3,2,3
QNU,,,,,,3.5,4,4,4,3,3
QNW,,,,,,3.8,4,4,4,4,4
QPH,,,,,,3.8,4,4,4,4,4
QSP,,,,,,3.5,4,4,4,3,3
QST,,,,,,3.7,5,4,4,3,3
QTC,,,,,,3.0,4,3,3,2,3
QTP,,,,,,3.8,4,4,4,4,4
RAL,,,,,,3.4,4,4,4,3,3
RAT,,,,,,3.5,4,4,4,3,3
RBC,,,,,,3.7,4,4,4,3,4
RCC,,,,,,3.0,4,3,3,2,3
RCD,,,,,,3.0,4,3,3,2,3
RCL,,,,,,3.6,4,4,4,3,4
RDP,,,,,,3.7,4,4,4,3,4
REE,,,,,,3.5,4,4,4,3,3
RGC,,,,,,3.7,5,4,4,3,3
RIC,,,,,,3.2,4,3,4,2,3
ROS,,,,,,3.0,4,3,3,2,3
RTB,,,,,,3.7,4,4,4,3,4
S12,,,,,,3.0,4,3,3,2,3
S27,,,,,,3.0,4,3,3,2,3
S4A,,,,,,3.8,4,4,4,4,4
S55,,,,,,3.0,4,3,3,2,3
S72,,,,,,3.0,4,3,3,2,3
S74,,,,,,3.0,4,3,3,2,3
S96,,,,,,3.0,4,3,3,2,3
S99,,,,,,3.0,4,3,3,2,3
SAB,,,,,,3.4,4,3,3,3,3
SAC,,,,,,3.5,4,4,4,3,3
SAF,,,,,,3.4,4,3,3,3,3
SAL,,,,,,3.5,4,4,4,3,3
SAM,,,,,,3.5,4,4,4,3,3
SAP,,,,,,3.7,5,4,4,3,3
SAS,,,,,,3.4,4,4,4,3,3
SAV,,,,,,3.2,3,3,3,3,3
SB1,,,,,,3.4,4,3,3,3,3
SBA,,,,,,3.8,4,4,4,4,4
SBD,,,,,,3.5,4,4,4,3,3
SBH,,,,,,3.8,4,4,4,4,4
SBL,,,,,,3.4,4,3,3,3,3
SBM,,,,,,3.0,4,3,3,2,3
SBR,,,,,,3.7,4,4,4,3,4
SBS,,1,2,3,2,4.1,4,5,5,4,4
SBT,,,,,,3.4,4,3,3,3,3
SBV,,,,,,3.4,4,4,4,3,3
SC5,,,,,,3.0,4,3,3,2,3
SCC,,,,,,3.0,4,3,3,2,3
SCD,,,,,,3.4,4,3,3,3,3
SCG,,,,,,3.0,4,3,3,2,3
SCI,,,,,,3.0,4,3,3,2,3
SCJ,,,,,,3.0,4,3,3,2,3
SCL,,,,,,3.0,4,3,3,2,3
SCO,,,,,,3.5,4,4,4,3,3
SCR,,,,,,3.6,4,4,4,3,4
SCS,,,,,,3.2,4,3,4,2,3
SCY,,,,,,3.5,4,4,4,3,3
SD1,,,,,,3.0,4,3,3,2,3
SD2,,,,,,3.0,4,3,3,2,3
SD3,,,,,,3.0,4,3,3,2,3
SD4,,,,,,3.0,4,3,3,2,3
SD5,,,,,,3.0,4,3,3,2,3
SD6,,,,,,3.0,4,3,3,2,3
SD7,,,,,,3.0,4,3,3,2,3
SD8,,,,,,3.0,4,3,3,2,3
SD9,,,,,,3.0,4,3,3,2,3
SDA,,,,,,3.5,4,4,4,3,3
SDB,,,,,,3.0,4,3,3,2,3
SDC,,,,,,3.5,4,4,4,3,3
SDD,,,,,,3.0,4,3,3,2,3
SDG,,,,,,3.5,4,4,4,3,3
SDJ,,,,,,3.0,4,3,3,2,3
SDK,,,,,,3.5,4,4,4,3,3
SDN,,,,,,3.0,4,3,3,2,3
SDP,,,,,,3.0,4,3,3,2,3
SDT,,,,,,3.0,4,3,3,2,3
SDU,,,,,,3.0,4,3,3,2,3
SDV,,,,,,3.5,4,4,4,3,3
SDX,,,,,,3.0,4,3,3,2,3
SDY,,,,,,3.0,4,3,3,2,3
SEA,,,,,,3.4,4,3,3,3,3
SEB,,,,,,3.8,4,4,4,4,4
SED,,,,,,3.7,5,4,4,3,3
SEP,,,,,,3.7,4,4,4,3,4
SFC,,,,,,3.8,4,4,4,4,4
SFG,,,,,,3.7,4,4,4,3,4
SFI,,,,,,3.5,4,4,4,3,3
SFN,,,,,,3.5,4,4,4,3,3
SGB,,2,3,4,3,3.0,,,,,
SGC,,,,,,3.4,4,3,3,3,3
SGD,,,,,,3.7,5,4,4,3,3
SGH,,,,,,3.2,4,3,4,2,3
SGI,,,,,,3.4,4,4,4,3,3
SGN,,,,,,3.5,4,4,4,3,3
SGO,,,,,,3.4,4,3,3,3,3
SGP,,,,,,3.5,4,4,4,3,3
SGR,,,,,,3.6,4,4,4,3,4
SGS,,,,,,3.5,4,4,4,3,3
SGT,,,,,,3.5,4,4,4,3,3
SHA,,,,,,3.2,3,3,3,3,3
SHB,,2,3,4,3,3.0,,,,,
SHC,,,,,,3.5,4,4,4,3,3
SHE,,,,,,3.4,4,4,4,3,3
SHG,,,,,,3.0,4,3,3,2,3
SHI,,,,,,3.2,3,3,3,3,3
SHN,,,,,,3.2,3,3,3,3,3
SHP,,,,,,3.8,4,4,4,4,4
SHS,,1,2,3,2,4.1,4,5,5,4,4
SHX,,,,,,3.2,4,3,4,2,3
SIC,,,,,,3.0,4,3,3,2,3
SID,,,,,,3.6,4,4,4,3,4
SIG,,,,,,3.0,4,3,3,2,3
SII,,,,,,3.8,4,4,4,4,4
SIP,,,,,,3.6,4,4,4,3,4
SIV,,,,,,3.7,4,4,4,3,4
