,result
30306,0
30307,0
30308,0
30309,94
30310,-168
30311,12
30312,0
30313,-2
30314,0
30315,81
30316,4
30317,-1
30318,0
30319,582
30320,0
30321,0
30322,-1
30323,43
30324,153
30325,-561
30326,145
30327,0
30328,0
30329,0
30330,-7
30331,0
30332,0
30333,0
30334,0
30335,-8
30336,0
30337,-35
30338,-1
30339,0
30340,-7
30341,-13
30342,1
30343,0
30344,-1
30345,0
30346,0
30347,-2
30348,-2
30349,-66
30350,-2
30351,20
30352,191
30353,-1
30354,-20
30355,0
30356,-10
30357,-1
30358,-9
30359,0
30360,-27
30361,1
30362,1
30363,0
30364,0
30365,-1
30366,0
30367,-22
30368,1
30369,-2
30370,-80
30371,-404
30372,-1
30373,11
30374,164
30375,2
30376,0
30377,0
30378,-25
30379,0
30380,-19
30381,0
30382,0
30383,-120
30384,53
30385,-2
30386,0
30387,-17
30388,0
30389,0
30390,0
30391,0
30392,-222
30393,0
30394,0
30395,-2
30396,0
30397,0
30398,86
30399,0
30400,0
30401,30
30402,0
30403,0
30404,0
30405,64
30406,-2234
30407,0
30408,0
30409,0
30410,0
30411,-1
30412,4
30413,0
30414,8
30415,0
30416,169
30417,-8
30418,0
30419,258
30420,0
30421,0
30422,0
30423,-54
30424,0
30425,8
30426,2
30427,-2
30428,0
30429,27
30430,0
30431,0
30432,0
30433,0
30434,0
30435,-5
30436,0
30437,-1
30438,0
30439,0
30440,0
30441,-1
30442,0
30443,13
30444,6
30445,0
30446,0
30447,0
30448,-1
30449,-53
30450,16
30451,-4
30452,0
30453,-17
30454,0
30455,0
30456,3
30457,8
30458,0
30459,4
30460,0
30461,0
30462,21
30463,-1
30464,-2
30465,-30
30466,72
30467,2
30468,0
30469,0
30470,0
30471,-1
30472,-1
30473,-2
30474,-22
30475,12
30476,-12
30477,8
30478,0
30479,0
30480,61
30481,0
30482,0
30483,275
30484,0
30485,0
30486,-1
30487,98
30488,7
30489,28
30490,-13
30491,-1
30492,-5
30493,-1
30494,0
30495,0
30496,111
30497,-140
30498,0
30499,-78
30500,-88
30501,-6
30502,-16
30503,0
30504,0
30505,-26
30506,0
30507,0
30508,20
30509,35
30510,-9
30511,13
30512,19
30513,-17
30514,0
30515,3
30516,-52
30517,0
30518,-117
30519,0
30520,31
30521,0
30522,-2
30523,4919
30524,19
30525,0
30526,-72
30527,0
30528,-161
30529,193
30530,-4
30531,0
30532,0
30533,3
30534,-6
30535,0
30536,43
30537,-7
30538,0
30539,0
30540,0
30541,0
30542,0
30543,0
30544,12
30545,-1
30546,17
30547,-572
30548,15
30549,-12
30550,-34
30551,-1
30552,-2
30553,1
30554,-15
30555,0
30556,0
30557,34
30558,20
30559,-74
30560,3
30561,0
30562,0
30563,0
30564,-1
30565,-1
30566,0
30567,174
30568,-2
30569,19
30570,-5
30571,20
30572,-1
30573,0
30574,0
30575,-71
30576,-5
30577,0
30578,0
30579,0
30580,-1
30581,19
30582,45
30583,0
30584,0
30585,38
30586,-14
30587,-7
30588,1
30589,0
30590,0
30591,2019
30592,52
30593,-17
30594,4234
30595,0
30596,-6
30597,0
30598,0
30599,641
30600,624
30601,68
30602,-4
30603,1582
30604,571
30605,160
30606,0
30607,0
30608,-1
30609,0
30610,-28
30611,-53
30612,0
30613,2
30614,-72
30615,0
30616,5
30617,-56
30618,0
30619,-2
30620,2
30621,0
30622,114
30623,-111
30624,44
30625,0
30626,-10
30627,-4
30628,0
30629,33
30630,0
30631,0
30632,158
30633,23
30634,-35
30635,0
30636,0
30637,-1
30638,0
30639,-7
30640,-1
30641,-19
30642,11
30643,52
30644,-70
30645,0
30646,0
30647,0
30648,0
30649,14
30650,-9
30651,-4
30652,0
30653,-211
30654,-1
30655,-62
30656,0
30657,0
30658,197
30659,0
30660,-1
30661,0
30662,-17
30663,-3
30664,1
30665,-4
30666,10
30667,0
30668,235
30669,-54
30670,-36
30671,-5
30672,-12
30673,-1
30674,1
30675,-1
30676,155
30677,-122
30678,5
30679,0
30680,0
30681,0
30682,9
30683,-133
30684,88
30685,-53
30686,-45
30687,0
30688,0
30689,0
30690,-37
30691,2
30692,0
30693,0
30694,0
30695,-1
30696,21
30697,-18
30698,0
30699,-1
30700,-1
30701,0
30702,1
30703,-4
30704,-2
30705,647
30706,0
30707,-4
30708,0
30709,0
30710,-5
30711,-3
30712,32
30713,0
30714,0
30715,0
30716,0
30717,0
30718,32
30719,0
30720,0
30721,-1
30722,-2
30723,-4
30724,-1
30725,0
30726,0
30727,-8
30728,-10
30729,0
30730,0
30731,4
30732,0
30733,-1
30734,-2
30735,0
30736,0
30737,-6
30738,-9
30739,-1
30740,0
30741,0
30742,-424
30743,0
30744,45
30745,-1
30746,-2
30747,-7
30748,0
30749,7
30750,-22
30751,0
30752,0
30753,0
30754,0
30755,25
30756,0
30757,35
30758,10
30759,0
30760,0
30761,0
30762,0
30763,0
30764,53
30765,0
30766,0
30767,3
30768,0
30769,14
30770,-6
30771,0
30772,2364
30773,0
30774,0
30775,-2
30776,-5
30777,-1
30778,16
30779,0
30780,4
30781,-6
30782,-1
30783,0
30784,0
30785,0
30786,0
30787,0
30788,0
30789,-12
30790,-7
30791,0
30792,0
30793,0
30794,-112
30795,-80
30796,0
30797,0
30798,13
30799,0
30800,0
30801,-30
30802,-21
30803,28
30804,0
30805,-34
30806,0
30807,0
30808,1
30809,0
30810,-2
30811,0
30812,9
30813,0
30814,1
30815,-4
30816,0
30817,-4
30818,2
30819,-30
30820,13
30821,0
30822,0
30823,0
30824,0
30825,0
30826,0
30827,0
30828,0
30829,-19
30830,130
30831,-72
30832,-1
30833,20
30834,1
30835,0
30836,0
30837,0
30838,0
30839,22
30840,-7
30841,0
30842,16
30843,-1
30844,0
30845,-6
30846,0
30847,0
30848,0
30849,0
30850,5
30851,-1
30852,2
30853,-1
30854,-2
30855,-1
30856,-14
30857,-530
30858,0
30859,3
30860,0
30861,-4
30862,-185
30863,20
30864,17
30865,0
30866,-5
30867,-2
30868,-101
30869,-47
30870,0
30871,48
30872,-1
30873,51
30874,-55
30875,59
30876,0
30877,-3
30878,0
30879,-47
30880,41
30881,-1
30882,0
30883,137
30884,-26
30885,-1
30886,13
30887,-1
30888,121
30889,-1
30890,-2
30891,0
30892,-5
30893,-3
30894,-2
30895,-2
30896,-1
30897,-5
30898,-10
30899,4
30900,-55
30901,582
30902,0
30903,-179
30904,-13
30905,-44
30906,29
30907,-4022
30908,4
30909,13
30910,-36
30911,-125
30912,0
30913,10
30914,-2
30915,0
30916,-56
30917,0
30918,-114
30919,-233
30920,-5
30921,79
30922,-238
30923,48
30924,-21
30925,804
30926,-18
30927,0
30928,-21
30929,-26
30930,6
30931,-174
30932,0
30933,-3
30934,592
30935,13
30936,-5
30937,0
30938,-2
30939,270
30940,0
30941,0
30942,-4
30943,-37
30944,-38
30945,-9
30946,1
30947,-3
30948,-316
30949,-16
30950,-2
30951,-188
30952,10
30953,0
30954,0
30955,-63
30956,0
30957,-11
30958,-13471
30959,-386
30960,15
30961,-6
30962,717
30963,-17
30964,0
30965,0
30966,109
30967,-89
30968,20
30969,-44
30970,0
30971,-62
30972,-1
30973,-64
30974,-18
30975,-36
30976,36
30977,21
30978,49
30979,0
30980,845
30981,-75
30982,-136
30983,6
30984,0
30985,-1
30986,0
30987,0
30988,0
30989,-9
30990,30
30991,-1
30992,-1
30993,-2
30994,0
30995,-24
30996,-14
30997,0
30998,-3
30999,0
31000,301
31001,391
31002,-2
31003,19
31004,-49
31005,-2
31006,-11
31007,202
31008,-6
31009,3
31010,14
31011,-2
31012,-4
31013,0
31014,0
31015,-4
31016,0
31017,-9
31018,-133
31019,0
31020,-4
31021,0
31022,14
31023,-1
31024,-3
31025,0
31026,-3
31027,-6
31028,-1
31029,31
31030,-1
31031,-1
31032,-22
31033,0
31034,-103
31035,-1
31036,-2
31037,95
31038,-2
31039,-7
31040,-3
31041,492
31042,-1
31043,5
31044,58
31045,0
31046,256
31047,-5
31048,-114
31049,9
31050,-133
31051,-2
31052,-1
31053,9
31054,61
31055,-24
31056,265
31057,488
31058,0
31059,28
31060,-1
31061,-74
31062,-12
31063,-24
31064,0
31065,110
31066,0
31067,0
31068,0
31069,4
31070,0
31071,0
31072,-77
31073,-3
31074,-15
31075,-1
31076,-7
31077,27
31078,-6
31079,336
31080,-206
31081,-3
31082,-2
31083,0
31084,0
31085,-822
31086,-4
31087,-17
31088,32
31089,13
31090,-21
31091,-10
31092,0
31093,67
31094,-60
31095,6
31096,71
31097,-12
31098,13
31099,-5
31100,-1
31101,-4
31102,-5
31103,-51
31104,52
31105,-2
31106,-19
31107,98
31108,-10
31109,-1
31110,22
31111,-69
31112,-1
31113,-2
31114,-1
31115,-6
31116,489
31117,306
31118,-94
31119,0
31120,4
31121,-3
31122,30
31123,10
31124,-19
31125,16
31126,-48
31127,-33
31128,1647
31129,1476
31130,-21
31131,-2
31132,0
31133,-1
31134,41
31135,-1
31136,0
31137,-6
31138,94
31139,239
31140,-3
31141,221
31142,73
31143,-4
31144,-27
31145,44
31146,0
31147,0
31148,27
31149,-1
31150,-13
31151,26
31152,-8
31153,-8
31154,-1
31155,939
31156,-1
31157,-218
31158,-8
31159,-348
31160,0
31161,1283
31162,0
31163,-2
31164,-6
31165,-5
31166,22
31167,0
31168,-2
31169,-5
31170,2
31171,-9
31172,13
31173,-2
31174,-8
31175,0
31176,633
31177,0
31178,1
31179,-94
31180,-1
31181,-2
31182,20
31183,-1
31184,105
31185,-179
31186,0
31187,-973
31188,-35
31189,-2
31190,30
31191,0
31192,641
31193,-33
31194,-235
31195,-347
31196,0
31197,-1
31198,-54
31199,50
31200,-4
31201,-15
31202,-1
31203,-586
31204,-16
31205,229
31206,37
31207,43
31208,280
31209,-2
31210,-2
31211,-1
31212,3
31213,0
31214,-5
31215,0
31216,-27
31217,-17
31218,-22
31219,-19
31220,-1
31221,-141
31222,-1
31223,0
31224,-1
31225,5
31226,-2
31227,0
31228,0
31229,-6
31230,-4
31231,-22
31232,-2
31233,-1
31234,93
31235,-11
31236,-187
31237,-22
31238,-14
31239,0
31240,-9
31241,-7
31242,-3
31243,-16
31244,509
31245,-1
31246,8
31247,-29
31248,17
31249,-47
31250,-2
31251,-173
31252,-27
31253,493
31254,0
31255,3
31256,0
31257,0
31258,-2
31259,0
31260,19
31261,-178
31262,0
31263,551
31264,-21
31265,-18
31266,847
31267,136
31268,0
31269,100
31270,-1
31271,-13
31272,-40
31273,0
31274,-9
31275,-86
31276,-904
31277,-3
31278,-2
31279,895
31280,-36
31281,6
31282,80
31283,46
31284,-3
31285,-18
31286,0
31287,-38
31288,4
31289,-686
31290,-6
31291,2
31292,11
31293,112
31294,0
31295,-11
31296,-4
31297,-2
31298,0
31299,-55
31300,-15
31301,-1
31302,0
31303,-12
31304,-3
31305,-214
31306,-2
31307,843
31308,103
31309,0
31310,-68
31311,-21
31312,-72
31313,-1
31314,-1257
31315,-3
31316,-2
31317,0
31318,552
31319,-18
31320,72
31321,0
31322,-7
31323,0
31324,93
31325,-5
31326,-74
31327,488
31328,0
31329,-4
31330,0
31331,-99
31332,24
31333,-7
31334,-2
31335,-28
31336,-3
31337,-13
31338,-14
31339,-12
31340,-13
31341,-51
31342,-418
31343,-2
31344,-2
31345,-4
31346,-1
31347,-1
31348,-9
31349,-387
31350,0
31351,-1189
31352,-297
31353,2
31354,-5
31355,195
31356,0
31357,-3
31358,-233
31359,-1
31360,-33
31361,-10
31362,0
31363,-6
31364,-1
31365,302
31366,17
31367,-3
31368,-1047
31369,-3
31370,-26
31371,-62
31372,-8
31373,-6
31374,120
31375,-3
31376,-10
31377,0
31378,0
31379,-1
31380,0
31381,176
31382,-403
31383,4
31384,-5
31385,-11
31386,-169
31387,-16
31388,-527
31389,0
31390,261
31391,-15
31392,-146
31393,-12
31394,-7
31395,3
31396,-13
31397,-5
31398,-1
31399,0
31400,-6
31401,-1
31402,0
31403,-58
31404,0
31405,0
31406,-5
31407,8
31408,5
31409,96
31410,0
31411,0
31412,-1
31413,-90
31414,-185
31415,198
31416,18
31417,248
31418,0
31419,-10
31420,0
31421,85
31422,-61
31423,-14
31424,-39
31425,0
31426,6389
31427,-5
31428,-18
31429,-2
31430,-5
31431,280
31432,0
31433,-58
31434,0
31435,-3
31436,-4
31437,34
31438,0
31439,-1
31440,-1
31441,0
31442,-93
31443,145
31444,37
31445,24
31446,4
31447,0
31448,85
31449,-10
31450,6
31451,-65
31452,0
31453,0
31454,-101
31455,-3
31456,4
31457,-30
31458,76
31459,109
31460,12
31461,62
31462,-9
31463,-2
31464,2
31465,-1
31466,-11
31467,-10
31468,-80
31469,-1
31470,-2
31471,50
31472,9
31473,-16
31474,-52
31475,-314
31476,-3
31477,-157
31478,-8
31479,-2
31480,-6
31481,-119
31482,-2
31483,-7
31484,16244
31485,9
31486,-306
31487,-2
31488,11
31489,-354
31490,-32
31491,3031
31492,2
31493,4
31494,-159
31495,0
31496,-69
31497,0
31498,-1
31499,-38
31500,-27
31501,0
31502,-1
31503,53
31504,2
31505,0
31506,-6
31507,0
31508,-1
31509,-2
31510,0
31511,-2
31512,80
31513,-10
31514,-1393
31515,-23
31516,-1
31517,5
31518,0
31519,2
31520,-939
31521,-3
31522,-13
31523,0
31524,-21
31525,0
31526,-146
31527,-6
31528,-16
31529,30
31530,116
31531,0
31532,-3
31533,5
31534,-9
31535,-4
31536,-69
31537,31
31538,-10
31539,-9
31540,-678
31541,76
31542,0
31543,0
31544,0
31545,1
31546,42
31547,-302
31548,0
31549,-4
31550,-2
31551,-4
31552,-3
31553,-1
31554,-14
31555,0
31556,-9
31557,-16
31558,-7
31559,-1
31560,-16
31561,0
31562,-7
31563,0
31564,29
31565,0
31566,-4
31567,-80
31568,-51
31569,1
31570,115
31571,30
31572,293
31573,3
31574,101
31575,18
31576,9
31577,0
31578,0
31579,50
31580,-232
31581,-2
31582,-3
31583,10
31584,-3
31585,22
31586,0
31587,0
31588,76
31589,0
31590,0
31591,-90
31592,-418
31593,0
31594,-1
31595,195
31596,23
31597,3
31598,0
31599,-3
31600,-245
31601,-7
31602,5
31603,-10
31604,16
31605,-2
31606,0
31607,1
31608,-1
31609,444
31610,-2
31611,-1
31612,-1
31613,-90
31614,7
31615,-47
31616,0
31617,7
31618,0
31619,-4
31620,-68
31621,5
31622,1003
31623,-446
31624,63
31625,-20
31626,-24
31627,272
31628,0
31629,-5
31630,0
31631,-75
31632,-1
31633,75
31634,-2
31635,232
31636,40
31637,-12
31638,-17
31639,-1
31640,-5
31641,-1
31642,69
31643,0
31644,-1
31645,167
31646,0
31647,-49
31648,18
31649,5
31650,110
31651,-40
31652,29
31653,-15
31654,0
31655,-2
31656,3
31657,0
31658,-10
31659,-7
31660,202
31661,259
31662,-3
31663,-1
31664,-23
31665,-289
31666,0
31667,6
31668,0
31669,69
31670,37
31671,0
31672,4304
31673,-3
31674,-17
31675,-1
31676,9
31677,-26
31678,0
31679,-75
31680,0
31681,116
31682,7
31683,-2
31684,0
31685,-12
31686,398
31687,0
31688,0
31689,-26
31690,-20
31691,28
31692,-1
31693,1116
31694,-1
31695,0
31696,49
31697,57
31698,0
31699,57
31700,3
31701,2
31702,-115
31703,0
31704,-2
31705,-13
31706,485
31707,-40
31708,-120
31709,-39
31710,4
31711,-1
31712,-1
31713,0
31714,-1
31715,-5
31716,-1
31717,-1
31718,1
31719,411
31720,-70
31721,-5
31722,-4
31723,-11
31724,-92
31725,-63
31726,24
31727,-17
31728,-549
31729,-6
31730,32
31731,-13
31732,0
31733,-407
31734,-47
31735,-5
31736,161
31737,-74
31738,0
31739,-1
31740,219
31741,-1
31742,-1
31743,-13
31744,0
31745,0
31746,168
31747,-9
31748,0
31749,317
31750,0
31751,-131
31752,7
31753,33
31754,-1317
31755,0
31756,87
31757,14
31758,0
31759,-109
31760,-9
31761,591
31762,491
31763,17
31764,-104
31765,1814
31766,334
31767,0
31768,-14
31769,-79
31770,-88
31771,-11
31772,-3
31773,-9
31774,-3
31775,18
31776,-6
31777,0
31778,88
31779,-85
31780,2
31781,-25
31782,-1
31783,-1
31784,-14
31785,23
31786,-10
31787,-94
31788,9
31789,0
31790,-15
31791,0
31792,-2
31793,17
31794,-17
31795,13
31796,-86
31797,-131
31798,-1
31799,-67
31800,4
31801,-2
31802,0
31803,0
31804,186
31805,0
31806,-5
31807,-18
31808,568
31809,105
31810,0
31811,-1
31812,8
31813,-3
31814,-21
31815,410
31816,-9
31817,140
31818,107
31819,-9
31820,-287
31821,-7
31822,-25
31823,0
31824,-1
31825,0
31826,0
31827,-41
31828,146
31829,44
31830,0
31831,0
31832,-158
31833,-1
31834,-3
31835,2
31836,-6
31837,113
31838,-1
31839,-1
31840,-10
31841,0
31842,-3
31843,-1
31844,-92
31845,0
31846,19
31847,0
31848,0
31849,8
31850,142
31851,57
31852,-4
31853,13
31854,0
31855,-6
31856,-62
31857,-1
31858,0
31859,-1
31860,0
31861,-19
31862,0
31863,12
31864,-567
31865,3
31866,0
31867,-1
31868,0
31869,0
31870,29
31871,8
31872,151
31873,-340
31874,278
31875,-8
31876,-1
31877,1
31878,15
31879,0
31880,-63
31881,-47
31882,0
31883,-1
31884,-2
31885,30
31886,-75
31887,26
31888,0
31889,-2
31890,-1
31891,-3
31892,-3
31893,-56
31894,-313
31895,-6
31896,1795
31897,0
31898,2
31899,0
31900,-11
31901,-17
31902,-6
31903,-54
31904,0
31905,0
31906,126
31907,0
31908,0
31909,-3
31910,-14
31911,-21
31912,0
31913,36
31914,14
31915,-2
31916,-12
31917,-15
31918,-5
31919,-3
31920,-6
31921,-37
31922,-2
31923,-3
31924,-11
31925,-4
31926,-2
31927,-3
31928,-32
31929,0
31930,5
31931,0
31932,-15
31933,-20
31934,-64
31935,0
31936,-985
31937,-3
31938,0
31939,0
31940,-10
31941,11
31942,0
31943,185
31944,25
31945,80
31946,-108
31947,2
31948,-136
31949,-2
31950,-2
31951,1
31952,-3
31953,0
31954,135
31955,4
31956,-80
31957,91
31958,0
31959,22
31960,-4
31961,0
31962,-6
31963,-13
31964,4
31965,0
31966,440
31967,-12
31968,30
31969,-2
31970,0
31971,50
31972,-222
31973,0
31974,6803
31975,-13
31976,0
31977,-7
31978,10
31979,-1
31980,35
31981,-55
31982,-65
31983,1
31984,0
31985,-7
31986,-5
31987,-75
31988,0
31989,0
31990,0
31991,0
31992,0
31993,-2
31994,-1
31995,-7
31996,0
31997,6
31998,-19
31999,0
32000,-1
32001,0
32002,0
32003,-170
32004,0
32005,-1
32006,31
32007,-2
32008,-2
32009,-8
32010,113
32011,-3
32012,0
32013,-1
32014,-1297
32015,60
32016,0
32017,519
32018,-1
32019,0
32020,-45
32021,1
32022,0
32023,1
32024,-2
32025,-27
32026,47
32027,0
32028,0
32029,1451
32030,1619
32031,-1
32032,-2
32033,0
32034,0
32035,72
32036,-54
32037,4
32038,1
32039,0
32040,-2
32041,-1
32042,6
32043,2
32044,-3
32045,0
32046,42
32047,53
32048,1013
32049,4
32050,0
32051,0
32052,-6
32053,0
32054,7
32055,0
32056,-2
32057,-5
32058,-159
32059,-2
32060,-11
32061,-5
32062,-49
32063,376
32064,0
32065,-9
32066,8
32067,0
32068,0
32069,-36
32070,0
32071,-1
32072,0
32073,-4
32074,-99
32075,-4
32076,15
32077,-247
32078,-40
32079,0
32080,-2
32081,-1
32082,-117
32083,359
32084,0
32085,5
32086,184
32087,136
32088,-108
32089,-26
32090,-9
32091,-44
32092,-65
32093,11
32094,9
32095,0
32096,0
32097,22
32098,0
32099,-10
32100,0
32101,-3
32102,123
32103,-1
32104,1
32105,0
32106,0
32107,-1
32108,-4
32109,-2
32110,-1
32111,9
32112,-2
32113,-1
32114,21
32115,539
32116,25
32117,4
32118,-2
32119,2
32120,39
32121,5
32122,-83
32123,0
32124,-1
32125,-8
32126,0
32127,-132
32128,355
32129,-1
32130,-49
32131,203
32132,-8
32133,1351
32134,-5
32135,-10
32136,-10
32137,-21
32138,-128
32139,0
32140,-12
32141,0
32142,-1
32143,184
32144,113
32145,0
32146,-4
32147,80
32148,-7
32149,-1
32150,69
32151,-7
32152,0
32153,1
32154,-179
32155,-7
32156,0
32157,0
32158,1
32159,-17274
32160,-47
32161,11
32162,-938
32163,8
32164,-505
32165,29
32166,-20
32167,-27
32168,-393
32169,52
32170,-1
32171,2
32172,-2
32173,-34
32174,2
32175,0
32176,0
32177,0
32178,0
32179,-1
32180,-2
32181,0
32182,-2
32183,-1
32184,-1
32185,1
32186,396
32187,346
32188,2
32189,-10
32190,-1
32191,-6
32192,-4
32193,-2
32194,78
32195,3
32196,-1
32197,0
32198,0
32199,0
32200,-64
32201,0
32202,-2
32203,-1
32204,0
32205,0
32206,-1
32207,1
32208,37
32209,0
32210,0
32211,-14
32212,0
32213,-172
32214,0
32215,312
32216,0
32217,1
32218,198
32219,0
32220,0
32221,39
32222,-42
32223,-37
32224,23
32225,11
32226,67
32227,-22
32228,-4
32229,0
32230,44
32231,-52
32232,0
32233,-10
32234,-6
32235,111
32236,-29
32237,3
32238,-77
32239,-9
32240,-2
32241,0
32242,-5
32243,-5
32244,-42
32245,-13
32246,-204
32247,1
32248,1
32249,0
32250,0
32251,-5
32252,7
32253,0
32254,-15
32255,0
32256,37
32257,-13
32258,-4
32259,-83
32260,10
32261,0
32262,0
32263,-2
32264,-5
32265,3
32266,2
32267,0
32268,24
32269,-35
32270,0
32271,0
32272,47
32273,49
32274,0
32275,-1
32276,-34
32277,11
32278,-1
32279,-2
32280,-6
32281,-20
32282,-222
32283,-2
32284,0
32285,0
32286,0
32287,-22
32288,-5
32289,-2
32290,24
32291,-2
32292,0
32293,-5
32294,50
32295,0
32296,2
32297,-2
32298,0
32299,-31
32300,-11
32301,-2
32302,0
32303,101
32304,-2
32305,-120
32306,-3
32307,0
32308,-298
32309,0
32310,3
32311,-13
32312,24
32313,4
32314,-3
32315,0
32316,-26
32317,-7
32318,0
32319,69
32320,0
32321,1
32322,-393
32323,0
32324,0
32325,-28
32326,-13
32327,-189
32328,2
32329,-3
32330,0
32331,-13
32332,45
32333,-263
32334,0
32335,-1
32336,-35
32337,5
32338,-80
32339,-29
32340,132
32341,54
32342,85
32343,-2
32344,-41
32345,0
32346,2
32347,-1
32348,-4
32349,0
32350,-37
32351,-2
32352,-4
32353,-1
32354,0
32355,0
32356,-1
32357,1
32358,-1
32359,0
32360,-3
32361,0
32362,0
32363,5
32364,-26
32365,-164
32366,0
32367,-6
32368,-1
32369,-4
32370,-3
32371,29
32372,289
32373,8
32374,0
32375,-5
32376,-9
32377,-2
32378,-431
32379,0
32380,0
32381,0
32382,20
32383,-76
32384,0
32385,78
32386,-15
32387,-105
32388,-1
32389,-26
32390,-24
32391,-787
32392,-3
32393,-2
32394,812
32395,0
32396,7
32397,84
32398,-4
32399,-1
32400,3
32401,0
32402,-54
32403,2
32404,-1
32405,-37
32406,-13
32407,0
32408,0
32409,0
32410,5
32411,-1
32412,2
32413,-7
32414,-64
32415,-1
32416,0
32417,29
32418,0
32419,-77
32420,-2
32421,0
32422,-563
32423,0
32424,-1
32425,19
32426,14
32427,-51
32428,0
32429,5
32430,-3
32431,-1
32432,-57
32433,41
32434,0
32435,209
32436,12
32437,-1
32438,-1
32439,-1
32440,0
32441,11
32442,-26
32443,-3
32444,65
32445,-1
32446,-1
32447,0
32448,0
32449,-5
32450,0
32451,-580
32452,2
32453,0
32454,-68
32455,2
32456,-8
32457,0
32458,9
32459,0
32460,282
32461,-4
32462,-48
32463,-1
32464,-15
32465,0
32466,-2
32467,12
32468,0
32469,-63
32470,99
32471,-2
32472,-5
32473,-16
32474,-142
32475,87
32476,-12
32477,-6
32478,0
32479,-1
32480,-23
32481,-12
32482,0
32483,-1
32484,0
32485,3
32486,-39
32487,0
32488,-10
32489,-34
32490,-4
32491,0
32492,405
32493,19
32494,90
32495,0
32496,-1
32497,0
32498,-22
32499,-11
32500,-25
32501,10
32502,1036
32503,1
32504,-4
32505,0
32506,-12
32507,78
32508,0
32509,-16
32510,1
32511,17
32512,8
32513,0
32514,0
32515,-31
32516,33
32517,-21
32518,39
32519,4
32520,-23
32521,-1
32522,0
32523,0
32524,-1
32525,-1
32526,-2
32527,63
32528,30
32529,-1
32530,-1
32531,0
32532,-30
32533,-4
32534,43
32535,-14
32536,-21
32537,0
32538,124
32539,-2
32540,-2
32541,-1
32542,521
32543,-150
32544,-208
32545,-17
32546,-38
32547,-2
32548,0
32549,-115
32550,0
32551,0
32552,-16
32553,3
32554,0
32555,-2
32556,54
32557,-1
32558,-1
32559,0
32560,0
32561,475
32562,-15
32563,0
32564,4
32565,34
32566,1
32567,-376
32568,0
32569,-2
32570,0
32571,4
32572,-4
32573,-46
32574,-1
32575,-3
32576,7
32577,0
32578,-1
32579,-2
32580,-21
32581,5
32582,-1
32583,-6
32584,-6
32585,-117
32586,0
32587,0
32588,0
32589,0
32590,-37
32591,-8
32592,-3
32593,-1
32594,-1
32595,-9
32596,0
32597,-6
32598,-1
32599,-5
32600,0
32601,4
32602,0
32603,0
32604,-1
32605,0
32606,-1
32607,-2
32608,-44
32609,-1
32610,175
32611,0
32612,0
32613,-1
32614,74
32615,25
32616,0
32617,0
32618,25
32619,-194
32620,67
32621,9
32622,53
32623,0
32624,0
32625,39
32626,-1
32627,-8
32628,9
32629,-2444
32630,333
32631,0
32632,-1
32633,0
32634,9
32635,1
32636,-15
32637,21
32638,-38
32639,0
32640,-132
32641,-1
32642,0
32643,15
32644,5
32645,0
32646,78
32647,-2
32648,332
32649,2
32650,0
32651,-1
32652,0
32653,-169
32654,206
32655,-5
32656,925
32657,-3
32658,-4
32659,-30
32660,2
32661,0
32662,8
32663,0
32664,1
32665,-33
32666,-3
32667,7
32668,120
32669,-10
32670,19
32671,87
32672,-1
32673,587
32674,0
32675,-45
32676,493
32677,0
32678,0
32679,69
32680,0
32681,4621
32682,60
32683,-6
32684,5
32685,-7
32686,-121
32687,0
32688,-206
32689,12
32690,-1
32691,0
32692,0
32693,549
32694,6
32695,0
32696,-8
32697,6
32698,86
32699,-23
32700,-11
32701,0
32702,1
32703,2
32704,2
32705,-25
32706,94
32707,-37
32708,129
32709,-12
32710,1
32711,-1
32712,0
32713,0
32714,0
32715,-151
32716,-29
32717,-2
32718,-5
32719,-33
32720,-171
32721,46
32722,-3
32723,964
32724,-9
32725,-10
32726,0
32727,0
32728,14
32729,-50
32730,0
32731,13
32732,263
32733,0
32734,2
32735,15
32736,-50
32737,-410
32738,20
32739,-14
32740,239
32741,-2
32742,11
32743,0
32744,10
32745,-9
32746,1158
32747,25
32748,-73
32749,-14
32750,-380
32751,-503
32752,8
32753,-5
32754,0
32755,16
32756,2
32757,2
32758,-7
32759,-2
32760,0
32761,-24
32762,0
32763,-2
32764,0
32765,-1
32766,-78
32767,-172
32768,-47
32769,-1
32770,-12
32771,-7
32772,0
32773,0
32774,0
32775,-29
32776,-1
32777,-53
32778,-1
32779,-201
32780,-9
32781,113
32782,-78
32783,0
32784,0
32785,-44
32786,452
32787,0
32788,-1
32789,-13
32790,-1
32791,0
32792,2
32793,0
32794,3
32795,0
32796,-63
32797,0
32798,-1
32799,-2
32800,0
32801,0
32802,-76
32803,10
32804,0
32805,0
32806,18
32807,0
32808,0
32809,28
32810,-150
32811,13
32812,0
32813,0
32814,13
32815,-255
32816,-216
32817,359
32818,-1
32819,-19
32820,2
32821,0
32822,-3
32823,36
32824,0
32825,0
32826,29
32827,207
32828,11
32829,0
32830,0
32831,0
32832,10
32833,-306
32834,1415
32835,0
32836,0
32837,0
32838,-7
32839,-5
32840,-25
32841,0
32842,0
32843,-1
32844,-1
32845,-2
32846,0
32847,0
32848,0
32849,0
32850,-2
32851,0
32852,-13
32853,-16
32854,0
32855,-26
32856,-3
32857,23
