,result
8486,186
8487,-7
8488,-27
8489,0
8490,-6
8491,5
8492,-188
8493,321
8494,-66
8495,0
8496,-4
8497,84
8498,0
8499,-10
8500,0
8501,8
8502,0
8503,0
8504,0
8505,-17
8506,16
8507,0
8508,-4
8509,82
8510,11
8511,0
8512,-3
8513,-1
8514,-14
8515,29
8516,-16
8517,365
8518,-6
8519,41
8520,0
8521,-1
8522,-1
8523,0
8524,-1
8525,-24
8526,-15
8527,0
8528,-24
8529,-18
8530,-14
8531,-22
8532,0
8533,0
8534,-4
8535,14
8536,0
8537,296
8538,11
8539,-19
8540,11
8541,-1
8542,20
8543,0
8544,-9
8545,-3
8546,0
8547,-20
8548,29
8549,0
8550,16
8551,-15
8552,-11
8553,0
8554,147
8555,-2
8556,0
8557,-14
8558,1643
8559,0
8560,0
8561,6
8562,0
8563,-468
8564,-1
8565,-12
8566,-1
8567,-5
8568,30
8569,0
8570,61
8571,33
8572,0
8573,0
8574,0
8575,0
8576,0
8577,-43
8578,-90
8579,-44
8580,-6
8581,87
8582,3
8583,0
8584,-14
8585,0
8586,0
8587,40
8588,-2
8589,55
8590,0
8591,-136
8592,0
8593,0
8594,0
8595,-1
8596,0
8597,0
8598,0
8599,0
8600,13
8601,-1
8602,0
8603,7
8604,-92
8605,-3
8606,2
8607,0
8608,11
8609,-14
8610,0
8611,-71
8612,-650
8613,0
8614,-5
8615,0
8616,-423
8617,80
8618,-7
8619,-11
8620,15
8621,11
8622,38
8623,-43
8624,0
8625,0
8626,6
8627,-11
8628,0
8629,3
8630,-4
8631,0
8632,95
8633,-330
8634,-17
8635,-330
8636,-1
8637,-9
8638,-390
8639,-8
8640,-51
8641,0
8642,-1
8643,1865
8644,1626
8645,-17
8646,-3
8647,-3
8648,-296
8649,-188
8650,0
8651,0
8652,-6
8653,0
8654,-43
8655,0
8656,20
8657,0
8658,-1
8659,336
8660,-3
8661,-23
8662,0
8663,0
8664,1
8665,9
8666,-328
8667,-11
8668,-5
8669,0
8670,-2
8671,-3
8672,0
8673,0
8674,0
8675,-4
8676,-4
8677,104
8678,0
8679,11
8680,-38
8681,-2
8682,0
8683,0
8684,0
8685,-36
8686,0
8687,-102
8688,-1
8689,26
8690,-2
8691,-30
8692,-40
8693,0
8694,-15
8695,0
8696,-1
8697,0
8698,0
8699,-10
8700,-1
8701,14
8702,-102
8703,-337
8704,10
8705,0
8706,0
8707,15
8708,0
8709,0
8710,-4
8711,308
8712,130
8713,0
8714,-15
8715,10
8716,-1
8717,78
8718,-3
8719,0
8720,9
8721,0
8722,0
8723,-22
8724,0
8725,-3
8726,348
8727,0
8728,0
8729,330
8730,0
8731,0
8732,0
8733,101
8734,0
8735,168
8736,0
8737,0
8738,0
8739,5
8740,0
8741,18
8742,285
8743,-122
8744,-1
8745,0
8746,0
8747,0
8748,-7
8749,-26
8750,-18
8751,118
8752,39
8753,-6
8754,0
8755,-4
8756,-1
8757,-144
8758,2
8759,0
8760,0
8761,-13
8762,-56
8763,-2
8764,0
8765,-2
8766,-3
8767,0
8768,-6
8769,-13
8770,-3
8771,418
8772,0
8773,-33
8774,0
8775,-52
8776,-1
8777,-1
8778,-100
8779,534
8780,-1
8781,0
8782,21
8783,0
8784,0
8785,0
8786,0
8787,22
8788,-2
8789,3
8790,0
8791,-2
8792,-4
8793,0
8794,0
8795,34
8796,9
8797,-1
8798,0
8799,-2
8800,-9
8801,0
8802,-1
8803,0
8804,-8
8805,0
8806,-2
8807,40
8808,0
8809,-59
8810,0
8811,-18
8812,-11
8813,0
8814,0
8815,-5
8816,-8
8817,-10
8818,0
8819,-8
8820,-1
8821,34
8822,0
8823,0
8824,0
8825,11
8826,0
8827,5
8828,-47
8829,0
8830,-18
8831,-1
8832,0
8833,0
8834,0
8835,-3
8836,-1
8837,-1
8838,-23
8839,7
8840,-42
8841,-1
8842,0
8843,-36
8844,217
8845,0
8846,-17
8847,-115
8848,-1
8849,-1
8850,0
8851,-2
8852,-47
8853,11
8854,99
8855,0
8856,697
8857,11
8858,0
8859,-31
8860,0
8861,8
8862,-14
8863,12
8864,-35
8865,0
8866,-1
8867,0
8868,0
8869,-7
8870,0
8871,0
8872,0
8873,-260
8874,90
8875,0
8876,147
8877,0
8878,0
8879,0
8880,394
8881,51
8882,171
8883,-682
8884,0
8885,-13
8886,-2
8887,0
8888,0
8889,-3
8890,-2
8891,1
8892,21
8893,-778
8894,-10
8895,0
8896,0
8897,0
8898,0
8899,27
8900,30
8901,25
8902,0
8903,0
8904,0
8905,0
8906,0
8907,-15
8908,276
8909,-36
8910,-32
8911,172
8912,0
8913,0
8914,0
8915,-58
8916,393
8917,0
8918,18
8919,-2
8920,-107
8921,-43
8922,-97
8923,0
8924,0
8925,0
8926,-2
8927,155
8928,0
8929,-1
8930,-24
8931,619
8932,0
8933,-1
8934,-60
8935,-11
8936,-1
8937,-22
8938,2
8939,-1411
8940,0
8941,0
8942,0
8943,-153
8944,-23
8945,425
8946,0
8947,-8
8948,-54
8949,-1
8950,-3
8951,0
8952,0
8953,4
8954,235
8955,-280
8956,-19
8957,-25
8958,-32
8959,0
8960,0
8961,52
8962,-22
8963,-21
8964,0
8965,-1
8966,-36
8967,-179
8968,0
8969,0
8970,25
8971,-49
8972,0
8973,-2
8974,706
8975,103
8976,-10
8977,-8
8978,1
8979,-8
8980,29
8981,20
8982,-2
8983,-25
8984,-1
8985,0
8986,-19
8987,2
8988,6
8989,-134
8990,-14
8991,-9
8992,2
8993,-17
8994,882
8995,-1
8996,-11
8997,-32
8998,20
8999,26
9000,-133
9001,-12
9002,2
9003,-31
9004,0
9005,-84
9006,-310
9007,-1
9008,26
9009,-229
9010,-213
9011,-22
9012,3537
9013,-5
9014,0
9015,-123
9016,12
9017,10
9018,2
9019,2
9020,-25
9021,-26
9022,20
9023,3
9024,11
9025,-6
9026,0
9027,-21
9028,0
9029,0
9030,419
9031,12
9032,-2
9033,19
9034,-1437
9035,-1
9036,-4
9037,-7
9038,-165
9039,-37
9040,0
9041,0
9042,-775
9043,0
9044,82
9045,-11330
9046,-2
9047,18920
9048,-6
9049,0
9050,0
9051,-15
9052,0
9053,9
9054,-170
9055,-57
9056,-933
9057,0
9058,-1
9059,-190
9060,-1
9061,224
9062,305
9063,-68
9064,-8
9065,-11
9066,-51
9067,26
9068,-4
9069,0
9070,-121
9071,-8
9072,-6023
9073,-2
9074,0
9075,2
9076,3
9077,0
9078,-3
9079,-12
9080,94
9081,10
9082,68
9083,-5
9084,0
9085,668
9086,8
9087,-1
9088,-3069
9089,879
9090,0
9091,-9
9092,-697
9093,-1
9094,16
9095,246
9096,15
9097,156
9098,-36
9099,-72
9100,0
9101,0
9102,0
9103,-5
9104,-3
9105,-251
9106,-1
9107,-76
9108,-7
9109,-5
9110,-13
9111,-3
9112,-1
9113,-7
9114,39
9115,-1
9116,0
9117,182
9118,0
9119,-125
9120,1
9121,-2
9122,-268
9123,-31
9124,-16
9125,7
9126,181
9127,0
9128,0
9129,0
9130,0
9131,113
9132,16
9133,-10
9134,-2
9135,-165
9136,0
9137,15
9138,-1
9139,-70
9140,-62
9141,0
9142,-82
9143,47
9144,0
9145,31
9146,-1
9147,-94
9148,88
9149,107
9150,-1
9151,55
9152,0
9153,0
9154,-4
9155,-9
9156,6
9157,28
9158,-1
9159,-1
9160,-48
9161,35
9162,0
9163,-57
9164,0
9165,3
9166,24
9167,26
9168,29
9169,48
9170,-201
9171,0
9172,-3
9173,0
9174,-6
9175,-134
9176,-3
9177,-124
9178,86
9179,-7
9180,3
9181,-2
9182,20
9183,-45
9184,-3
9185,79
9186,0
9187,20
9188,0
9189,382
9190,0
9191,0
9192,-1
9193,8
9194,-2
9195,19
9196,-644
9197,-6
9198,9
9199,0
9200,33
9201,-30
9202,53
9203,18
9204,0
9205,-3
9206,55
9207,-3
9208,287
9209,-148
9210,0
9211,48
9212,-3
9213,30
9214,0
9215,-22
9216,-48
9217,22
9218,24
9219,1
9220,-7
9221,3008
9222,349
9223,-11
9224,-2
9225,-5
9226,-1
9227,26
9228,1
9229,0
9230,-2
9231,-57
9232,-84
9233,-27
9234,-61
9235,63
9236,108
9237,-2
9238,72
9239,125
9240,-1
9241,0
9242,1
9243,13
9244,0
9245,0
9246,0
9247,-41
9248,0
9249,139
9250,0
9251,-324
9252,-11
9253,-11
9254,0
9255,-4337
9256,2205
9257,60
9258,-21
9259,-2
9260,3
9261,76
9262,0
9263,-2
9264,-3
9265,-23
9266,3
9267,-7
9268,4
9269,-2
9270,-406
9271,0
9272,-4
9273,235
9274,37
9275,0
9276,5
9277,-1
9278,-1
9279,-27
9280,-1
9281,-11
9282,-343
9283,11
9284,-4
9285,-59
9286,0
9287,-139
9288,-172
9289,-38
9290,-34
9291,-3
9292,-3
9293,143
9294,-28
9295,-1
9296,3
9297,-6
9298,14
9299,0
9300,106
9301,-38
9302,-506
9303,-22
9304,-156
9305,-23
9306,-4
9307,0
9308,0
9309,-1
9310,-3
9311,44
9312,30
9313,-12
9314,-11
9315,0
9316,79
9317,0
9318,0
9319,4
9320,-17
9321,-3
9322,0
9323,42
9324,-223
9325,0
9326,0
9327,28
9328,-2
9329,5
9330,-10
9331,1
9332,-4
9333,118
9334,103
9335,693
9336,11
9337,0
9338,292
9339,10
9340,-59
9341,9
9342,0
9343,-307
9344,-3
9345,-87
9346,0
9347,0
9348,109
9349,0
9350,1
9351,-412
9352,0
9353,-151
9354,16
9355,1156
9356,433
9357,-2
9358,0
9359,30
9360,0
9361,-198
9362,-338
9363,0
9364,-254
9365,-567
9366,-43
9367,-24
9368,159
9369,-5
9370,464
9371,11
9372,0
9373,26
9374,-25
9375,-143
9376,19
9377,3
9378,0
9379,-80
9380,19
9381,-3
9382,-2
9383,0
9384,-87
9385,-3
9386,0
9387,-5
9388,-5
9389,-155
9390,-19
9391,150
9392,-104
9393,0
9394,-294
9395,-1
9396,-50
9397,-3
9398,-1367
9399,5
9400,90
9401,676
9402,-65
9403,15
9404,0
9405,-3
9406,-1
9407,-7
9408,-1
9409,-34
9410,465
9411,-3
9412,1
9413,-45
9414,18
9415,-21
9416,-11
9417,73
9418,-1
9419,53
9420,-3
9421,0
9422,24
9423,-1
9424,5
9425,35
9426,0
9427,166
9428,0
9429,-3
9430,-1
9431,-1
9432,-5
9433,-1
9434,-404
9435,0
9436,85
9437,-296
9438,1
9439,-2
9440,-214
9441,1
9442,-3
9443,-1
9444,0
9445,55
9446,-33
9447,0
9448,-6
9449,0
9450,-49
9451,103
9452,-3
9453,1986
9454,92
9455,148
9456,-3
9457,-6
9458,-1
9459,0
9460,0
9461,0
9462,9
9463,1
9464,0
9465,662
9466,180
9467,-1
9468,-23
9469,109
9470,-172
9471,-2
9472,-1
9473,-3
9474,-118
9475,-11
9476,-19
9477,-1
9478,-45
9479,31
9480,-1
9481,-14
9482,-48
9483,3808
9484,91
9485,0
9486,-8
9487,-7
9488,-1
9489,2
9490,5
9491,-43
9492,-77
9493,49
9494,0
9495,-63
9496,48
9497,-182
9498,201
9499,-37
9500,0
9501,-32
9502,-2
9503,82
9504,-119
9505,-113
9506,-17
9507,-56
9508,4712
9509,9
9510,-4
9511,-30
9512,-4
9513,0
9514,268
9515,-219
9516,0
9517,-14
9518,0
9519,-7
9520,-97
9521,9
9522,0
9523,0
9524,-1
9525,-213
9526,-15
9527,999
9528,-400
9529,39
9530,-51
9531,-1
9532,-14
9533,-2
9534,-1
9535,15
9536,-200
9537,-12
9538,-10
9539,-4
9540,-3
9541,41
9542,-1
9543,-62
9544,8
9545,-2
9546,58
9547,0
9548,-2
9549,17
9550,90
9551,-58
9552,-8
9553,24
9554,32
9555,59
9556,-57
9557,4663
9558,484
9559,-107
9560,-6
9561,0
9562,15
9563,-8
9564,1150
9565,30079
9566,177
9567,-198
9568,0
9569,-392
9570,3
9571,1245
9572,0
9573,0
9574,98
9575,0
9576,223
9577,-73
9578,0
9579,-2
9580,35
9581,-177
9582,-10
9583,0
9584,26
9585,0
9586,-1
9587,0
9588,-1
9589,-3
9590,23
9591,0
9592,163
9593,0
9594,3742
9595,-4
9596,0
9597,0
9598,1
9599,16
9600,-104
9601,-4
9602,3
9603,97
9604,-1
9605,-380
9606,53
9607,0
9608,-14
9609,-54
9610,-9
9611,0
9612,-23
9613,0
9614,-91
9615,-34
9616,-5
9617,106
9618,-61
9619,57
9620,-4
9621,33
9622,-152
9623,54
9624,-22
9625,-3
9626,270
9627,3
9628,0
9629,25
9630,55
9631,1
9632,2
9633,0
9634,0
9635,-2
9636,-1
9637,-8
9638,3
9639,-1
9640,-2
9641,-12
9642,-20
9643,-73
9644,1
9645,-1
9646,-65
9647,3
9648,-2
9649,-91
9650,-7
9651,-80
9652,1
9653,-118
9654,0
9655,1663
9656,-2
9657,64
9658,75
9659,51
9660,-28
9661,-1
9662,88
9663,-58
9664,1
9665,-8
9666,11
9667,0
9668,-90
9669,800
9670,-2
9671,-111
9672,-2
9673,-19
9674,-60
9675,-449
9676,0
9677,-1
9678,267
9679,141
9680,0
9681,-28
9682,294
9683,-3
9684,6
9685,-6
9686,9
9687,-2
9688,0
9689,1
9690,-11
9691,835
9692,-2
9693,0
9694,0
9695,46
9696,-109
9697,-2
9698,-3
9699,0
9700,-41
9701,28
9702,114
9703,448
9704,170
9705,-643
9706,-540
9707,-20
9708,-5
9709,-50
9710,0
9711,40
9712,-247
9713,0
9714,28
9715,-3869
9716,100
9717,-41
9718,-73
9719,33
9720,-1
9721,-1
9722,-1
9723,1
9724,4
9725,-7
9726,-6
9727,-2
9728,280
9729,-205
9730,-33
9731,-3
9732,6
9733,-1
9734,-4
9735,-9
9736,-7
9737,58
9738,10
9739,0
9740,-92
9741,-241
9742,202
9743,162
9744,-576
9745,-11
9746,0
9747,-99
9748,6579
9749,5
9750,-39
9751,-2
9752,57
9753,0
9754,436
9755,-2
9756,-39
9757,-2
9758,-2
9759,-1
9760,-17
9761,0
9762,-3
9763,0
9764,0
9765,1
9766,65
9767,-2
9768,-3
9769,-5
9770,0
9771,28
9772,0
9773,-297
9774,59
9775,-17
9776,798
9777,-2
9778,-2
9779,-55
9780,-42
9781,-4
9782,-6
9783,-25
9784,-3
9785,-24
9786,-43
9787,0
9788,-2
9789,220
9790,84
9791,-28
9792,1
9793,21
9794,0
9795,0
9796,6
9797,-1
9798,28
9799,-1
9800,0
9801,-7
9802,-510
9803,-35
9804,0
9805,168
9806,-67
9807,-156
9808,-41
9809,34
9810,-867
9811,-3
9812,5
9813,0
9814,4
9815,-9
9816,-25
9817,-24
9818,8
9819,-1
9820,0
9821,-289
9822,-2
9823,52
9824,-24
9825,-8
9826,0
9827,-4
9828,307
9829,-19
9830,199
9831,0
9832,1063
9833,0
9834,158
9835,1346
9836,3
9837,-61
9838,-4273
9839,0
9840,482
9841,0
9842,-9
9843,-2
9844,393
9845,5126
9846,2115
9847,-79
9848,-10
9849,-2247
9850,-106
9851,0
9852,-22
9853,-137
9854,138
9855,-29
9856,0
9857,-22
9858,0
9859,-49
9860,0
9861,-1
9862,32
9863,-38
9864,-38
9865,-2
9866,-1
9867,1
9868,2
9869,676
9870,-23
9871,-30
9872,-51
9873,-11
9874,6
9875,34
9876,0
9877,0
9878,-7
9879,343
9880,20
9881,245
9882,3
9883,-3
9884,84
9885,-108
9886,190
9887,0
9888,0
9889,-4
9890,-252
9891,0
9892,-1
9893,-4
9894,73
9895,1
9896,-1
9897,-87
9898,-370
9899,-26
9900,-14
9901,0
9902,-1
9903,5
9904,-2
9905,92
9906,-101
9907,146
9908,-65
9909,-343
9910,984
9911,23
9912,-26
9913,-11
9914,5
9915,0
9916,-2
9917,0
9918,681
9919,-69
9920,2
9921,0
9922,498
9923,1
9924,-1
9925,-14
9926,-27
9927,0
9928,-155
9929,-5
9930,0
9931,-1
9932,148
9933,0
9934,-52
9935,3
9936,7
9937,0
9938,-70
9939,-2
9940,-1
9941,26
9942,159
9943,-5
9944,-5
9945,86
9946,45
9947,1
9948,858
9949,-102
9950,-1
9951,1
9952,-2
9953,-2
9954,-3
9955,0
9956,188
9957,-35
9958,0
9959,-12
9960,-3
9961,0
9962,-9
9963,0
9964,-58
9965,15
9966,-125
9967,68
9968,-24
9969,-8
9970,-11
9971,-16
9972,0
9973,-445
9974,32
9975,-1
9976,0
9977,65
9978,-2
9979,-205
9980,3
9981,-2
9982,-2
9983,-21
9984,-36
9985,-388
9986,-198
9987,12
9988,-1397
9989,0
9990,127
9991,-10
9992,109
9993,-1
9994,-7
9995,0
9996,-144
9997,161
9998,4
9999,0
10000,-806
10001,0
10002,17
10003,-1
10004,-1
10005,183
10006,-11
10007,0
10008,48
10009,0
10010,5
10011,0
10012,-36
10013,-2
10014,-3
10015,0
10016,-137
10017,194
10018,-54
10019,-4
10020,-13
10021,92
10022,-1
10023,-64
10024,0
10025,0
10026,-8
10027,-9
10028,12
10029,-3
10030,329
10031,0
10032,-2
10033,-23
10034,-24
10035,-4
10036,2
10037,-5
10038,-759
10039,-3
10040,-12
10041,31
10042,-1
10043,-16
10044,-1
10045,-1
10046,0
10047,-20
10048,7
10049,-30
10050,20
10051,-1
10052,-299
10053,0
10054,-30
10055,-1
10056,0
10057,4
10058,0
10059,-12
10060,10
10061,17
10062,65
10063,-128
10064,16
10065,31
10066,0
10067,-12
10068,156
10069,0
10070,92
10071,7529
10072,-29
10073,9
10074,-1
10075,0
10076,-12
10077,47
10078,67
10079,-101
10080,0
10081,29
10082,1
10083,-10
10084,580
10085,175
10086,-3
10087,-25
10088,0
10089,-31
10090,-10
10091,7
10092,32
10093,-7
10094,-23
10095,-1
10096,5
10097,0
10098,0
10099,-8
10100,-11
10101,2
10102,0
10103,462
10104,1
10105,0
10106,229
10107,-18
10108,-32
10109,-5
10110,-66
10111,-4
10112,-1
10113,0
10114,19
10115,-143
10116,-126
10117,0
10118,679
10119,0
10120,-7
10121,-14
10122,-73
10123,30
10124,3
10125,0
10126,-72
10127,81
10128,2
10129,-10
10130,755
10131,-1515
10132,66
10133,-3
10134,-11
10135,-5
10136,0
10137,-4
10138,47
10139,36
10140,0
10141,84
10142,-79
10143,27
10144,0
10145,-24
10146,0
10147,0
10148,0
10149,-12
10150,183
10151,-655
10152,358
10153,28
10154,-30
10155,0
10156,0
10157,-3
10158,-26
10159,-756
10160,0
10161,-2
10162,77
10163,-400
10164,-2
10165,-69
10166,-6
10167,0
10168,-182
10169,-1
10170,20
10171,-10
10172,0
10173,-10
10174,-47
10175,177
10176,-1
10177,7
10178,0
10179,66
10180,-53
10181,-4
10182,119
10183,-3
10184,-153
10185,0
10186,-1
10187,0
10188,-1
10189,-27
10190,-39
10191,-17
10192,27
10193,194
10194,-44
10195,-77
10196,0
10197,-65
10198,-1
10199,-35
10200,-306
10201,65
10202,0
10203,-4
10204,0
10205,-1
10206,0
10207,77
10208,-123
10209,8
10210,-25
10211,0
10212,0
10213,-742
10214,21
10215,-3
10216,-12
10217,0
10218,-3
10219,-21
10220,1
10221,-9
10222,0
10223,0
10224,-27
10225,0
10226,-1
10227,-10
10228,-67
10229,1
10230,0
10231,-93
10232,0
10233,1
10234,22
10235,-52
10236,-2
10237,-10
10238,0
10239,-55
10240,27
10241,-115
10242,136
10243,1
10244,-1115
10245,-1
10246,0
10247,-7
10248,50
10249,-5
10250,-6
10251,0
10252,9
10253,-9
10254,-4
10255,-19
10256,0
10257,-74
10258,0
10259,3
10260,-947
10261,0
10262,-2
10263,0
10264,-212
10265,-5
10266,0
10267,-20
10268,0
10269,112
10270,-3413
10271,-1
10272,2031
10273,16
10274,0
10275,4
10276,0
10277,-36
10278,-3
10279,200
10280,0
10281,-64
10282,-10
10283,-448
10284,104
10285,32
10286,-4
10287,1
10288,-2
10289,-4
10290,-1
10291,-56
10292,-1647
10293,-2
10294,0
10295,0
10296,0
10297,0
10298,4
10299,-2
10300,125
10301,-2
10302,-2
10303,0
10304,5
10305,14
10306,0
10307,-382
10308,17
10309,-110
10310,0
10311,0
10312,7
10313,5
10314,-8
10315,0
10316,-67
10317,0
10318,0
10319,-6
10320,-47
10321,-60
10322,-1
10323,-1
10324,0
10325,-3
10326,0
10327,-1
10328,5
10329,-1
10330,0
10331,6
10332,-15
10333,123
10334,-2
10335,-6
10336,0
10337,-8
10338,3
10339,-27
10340,0
10341,0
10342,3
10343,0
10344,75
10345,18
10346,-10
10347,0
10348,-17
10349,0
10350,5
10351,-141
10352,-1
10353,0
10354,21
10355,-38
10356,0
10357,47
10358,-28
10359,92
10360,76
10361,0
10362,-32
10363,0
10364,0
10365,0
10366,1
10367,-1
10368,34
10369,38
10370,0
10371,-13
10372,-1
10373,-21
10374,-1
10375,-1
10376,50
10377,240
10378,0
10379,-1
10380,0
10381,-19
10382,11
10383,94
10384,18
10385,-1
10386,0
10387,1
10388,7
10389,-1
10390,90
10391,-584
10392,-2
10393,0
10394,-20
10395,0
10396,13
10397,-9
10398,130
10399,0
10400,6
10401,7
10402,-28
10403,43
10404,0
10405,0
10406,-1
10407,28
10408,0
10409,339
10410,-33
10411,0
10412,51
10413,0
10414,21
10415,-4
10416,0
10417,0
10418,-7
10419,-39
10420,-2
10421,903
10422,-12
10423,-5
10424,0
10425,3
10426,-42
10427,-9
10428,0
10429,0
10430,-1
10431,-68
10432,4
10433,-44
10434,-40
10435,-3
10436,-9
10437,-80
10438,6
10439,0
10440,0
10441,-6
10442,-1
10443,-2
10444,31
10445,-1
10446,-42
10447,-1
10448,-44
10449,-6
10450,0
10451,0
10452,725
10453,24
10454,-1
10455,-1
10456,36
10457,57
10458,-38
10459,0
10460,0
10461,0
10462,0
10463,-1
10464,-432
10465,15
10466,-2
10467,144
10468,-33
10469,0
10470,0
10471,0
10472,0
10473,12
10474,0
10475,-148
10476,-6
10477,-6
10478,-3
10479,0
10480,-1
10481,756
10482,-61
10483,-90
10484,56
10485,-2
10486,-1
10487,-157
10488,91
10489,-1
10490,2
10491,0
10492,0
10493,-192
10494,-58
10495,-54
10496,-39
10497,-132
10498,-15
10499,0
10500,-1
10501,0
10502,-2
10503,-15
10504,-1
10505,0
10506,0
10507,1
10508,-5
10509,0
10510,9
10511,0
10512,0
10513,12
10514,-3
10515,-10
10516,0
10517,0
10518,-7
10519,-10
10520,720
10521,1
10522,0
10523,-8
10524,10
10525,-42
10526,-1
10527,42
10528,12
10529,0
10530,-15
10531,0
10532,0
10533,92
10534,0
10535,-15
10536,-13
10537,0
10538,-211
10539,-5
10540,-55
10541,-22
10542,-1
10543,0
10544,7
10545,0
10546,-52
10547,387
10548,0
10549,0
10550,-263
10551,-6
10552,-26
10553,-3
10554,-251
10555,0
10556,35
10557,-21
10558,504
10559,18
10560,0
10561,134
10562,53
10563,0
10564,0
10565,-5
10566,0
10567,0
10568,-1
10569,-13
10570,-964
10571,393
10572,-407
10573,-2
10574,-1
10575,-372
10576,18
10577,-31
10578,476
10579,-45
10580,36
10581,-3
10582,-2
10583,0
10584,16
10585,-119
10586,-2
10587,-1
10588,0
10589,-9
10590,17
10591,0
10592,-223
10593,-4
10594,-1
10595,-5
10596,249
10597,-44
10598,0
10599,0
10600,0
10601,0
10602,0
10603,0
10604,-38
10605,0
10606,-97
10607,-232
10608,-3
10609,-1
10610,-94
10611,-1
10612,2
10613,-47
10614,-1
10615,0
10616,0
10617,10
10618,98
10619,0
10620,1
10621,-5
10622,-210
10623,0
10624,0
10625,0
10626,-10
10627,3
10628,3
10629,0
10630,223
10631,157
10632,0
10633,157
10634,592
10635,10
10636,0
10637,-3
10638,18
10639,-11
10640,108
10641,1
10642,-46
10643,13
10644,0
10645,-10
10646,4
10647,1871
10648,48
10649,0
10650,2
10651,-24
10652,-1
10653,-21
10654,-47
10655,-1
10656,0
10657,0
10658,-4
10659,645
10660,99
10661,0
10662,-2
10663,-2
10664,457
10665,-56
10666,-33
10667,-52
10668,-5755
10669,0
10670,0
10671,-14
10672,0
10673,0
10674,-297
10675,-157
10676,0
10677,0
10678,-1
10679,-1
10680,0
10681,0
10682,-10
10683,0
10684,0
10685,-98
10686,-14
10687,439
10688,-46
10689,57
10690,0
10691,-13
10692,0
10693,0
10694,-2
10695,-195
10696,0
10697,0
10698,0
10699,-92
10700,-6
10701,-2
10702,0
10703,0
10704,0
10705,25
10706,-8
10707,-5
10708,-3
10709,-16
10710,-38
10711,-2642
10712,249
10713,-13
10714,-1
10715,0
10716,54
10717,-2
10718,719
10719,6189
10720,210
10721,-2
10722,-14
10723,-484
10724,9
10725,284
10726,0
10727,270
10728,22
10729,0
10730,3
10731,-48
10732,0
10733,12
10734,0
10735,0
10736,-34
10737,0
10738,-71
10739,0
10740,968
10741,-5
10742,0
10743,0
10744,0
10745,31
10746,21
10747,-4
10748,5
10749,70
10750,0
10751,-376
10752,268
10753,-10
10754,-45
10755,0
10756,-12
10757,0
10758,20
10759,0
10760,-97
10761,-34
10762,39
10763,-33
10764,9
10765,0
10766,-9
10767,137
10768,4
10769,0
10770,12
10771,-35
10772,0
10773,-1
10774,5
10775,0
10776,0
10777,0
10778,0
10779,-5
10780,0
10781,40
10782,0
10783,-9
10784,3
10785,-1
10786,0
10787,-1
10788,0
10789,0
10790,61
10791,-3
10792,126
10793,0
10794,0
10795,51
10796,10
10797,189
10798,0
10799,-7
10800,48
10801,-4
10802,6
10803,8
10804,-1
10805,-12
10806,117
10807,0
10808,-1
10809,-2
10810,-79
10811,332
10812,154
10813,0
10814,2
10815,196
10816,0
10817,0
10818,-3
10819,-17
10820,-1
10821,0
10822,-2
10823,236
10824,31
10825,0
10826,12
10827,2
10828,-1
10829,0
10830,0
10831,-2
10832,-41
10833,689
10834,26
10835,342
10836,-89
10837,6
10838,38
10839,-2
10840,0
10841,-1
10842,-328
10843,0
10844,-39
10845,21
10846,42
10847,-23
10848,-31
10849,0
10850,1
10851,-23
10852,-2
10853,-18
10854,-41
10855,-1
10856,0
10857,-8
10858,0
10859,1
10860,-3
10861,-10
10862,106
10863,35
10864,-3
10865,10
10866,-3
10867,-24
10868,-18
10869,-2
10870,0
10871,-19
10872,33
10873,18
10874,0
10875,15
10876,0
10877,139
10878,16
10879,-13
10880,-50
10881,-17
10882,-10
10883,0
10884,69
10885,-19
10886,-1
10887,-2
10888,0
10889,0
10890,0
10891,0
10892,-33
10893,25
10894,107
10895,-8
10896,525
10897,-3
10898,-4
10899,-43
10900,0
10901,-1
10902,-13
10903,0
10904,-15
10905,0
10906,118
10907,14
10908,-16
10909,0
10910,0
10911,0
10912,-2
10913,-4
10914,-2
10915,0
10916,120
10917,-187
10918,-42
10919,-1
10920,25
10921,-55
10922,-122
10923,-2
10924,118
10925,7
10926,-6
10927,0
10928,93
10929,-21
10930,86
10931,-12
10932,-8
10933,-139
10934,0
10935,0
10936,-4
10937,1
10938,0
10939,0
10940,-7
10941,155
10942,2293
10943,-7
10944,-17
10945,-51
10946,1083
10947,0
10948,48
10949,0
10950,-3
10951,491
10952,2422
10953,1832
10954,41
10955,-3
10956,570
10957,-61
10958,0
10959,0
10960,-10
10961,0
10962,11
10963,0
10964,-97
10965,1
10966,0
10967,-15
10968,-2
10969,7
10970,-2
10971,109
10972,15
10973,8
10974,-40
10975,3
10976,41
10977,0
10978,1
10979,0
10980,-4
10981,-99
10982,0
10983,33
10984,-24
10985,0
10986,-4
10987,0
10988,-214
10989,-40
10990,0
10991,4
10992,-1
10993,-13
10994,-1
10995,0
10996,-4
10997,-1
10998,-2
10999,0
11000,21
11001,63
11002,-72
11003,-213
11004,-21
11005,-4
11006,0
11007,-1
11008,3
11009,490
11010,-146
11011,0
11012,9
11013,-18
11014,-1
11015,-23
11016,494
11017,27
11018,0
11019,2470
11020,0
11021,-19
11022,-18
11023,0
11024,-139
11025,234
11026,0
11027,0
11028,-7
11029,11
11030,-69
11031,-65
11032,-1
11033,-1
11034,0
